name,cpu_time_us,package_energy,core_energy
MergeSort,96889514,145596979,15336735
FrogJump,11796125,34859408,3641185
Life - sequential generation,3340971,10298069,1065309
Life - parallel iterators generation,6979026,6462386,607869
Life - parallel bridge generation,2030697675,1482106985,131108775
NBody parallel iterator,467119,454650,42641
NBody parallel reduce,1730773,1785579,161935
NBody sequential,1437824,4503040,463223
QuickSort,339900,923155,91173
Travelling Salesman Problem,36157,100952,10067
MergeSort,109410838,133038051,13421741
FrogJump,14175641,38397058,4014062
Life - sequential generation,3333649,10268894,1062646
Life - parallel iterators generation,6878397,6443587,631156
Life - parallel bridge generation,1637864362,1414800272,132937171
NBody parallel iterator,328875,442931,42443
NBody parallel reduce,1557925,1887019,167581
NBody sequential,1447391,4791308,472541
QuickSort,334776,1011411,100414
Travelling Salesman Problem,35015,203735,20181
MergeSort,107931941,140766913,14311757
FrogJump,14312397,38267846,3934059
Life - sequential generation,3389605,10371190,1072454
Life - parallel iterators generation,7040098,6662886,636510
Life - parallel bridge generation,1603879794,1451086251,140196057
NBody parallel iterator,98862,455321,43758
NBody parallel reduce,1355547,1669552,144815
NBody sequential,1482531,4569934,466482
QuickSort,328677,1003232,92764
Travelling Salesman Problem,40266,198913,20410
MergeSort,108521950,140479193,14304781
FrogJump,14566887,57440160,6107164
Life - sequential generation,3323296,10409397,1084036
Life - parallel iterators generation,7004640,6471296,616268
Life - parallel bridge generation,1528890321,1393990938,124579393
NBody parallel iterator,263238,507445,43742
NBody parallel reduce,1716740,1784969,155677
NBody sequential,1447151,4587696,480206
QuickSort,350708,910582,92963
Travelling Salesman Problem,51651,192199,20196
MergeSort,109739087,142357118,14134140
FrogJump,14926896,74491325,7781626
Life - sequential generation,3315371,10454441,1074871
Life - parallel iterators generation,7122160,6351119,607900
Life - parallel bridge generation,1655166508,1365257126,122439168
NBody parallel iterator,124268,472167,44263
NBody parallel reduce,1485382,1760494,158447
NBody sequential,1462441,4532032,467629
QuickSort,344607,833311,82192
Travelling Salesman Problem,41524,100525,10113
MergeSort,105891170,144094357,14674888
FrogJump,14595469,39125388,4037900
Life - sequential generation,3299485,10433262,1073387
Life - parallel iterators generation,6872833,6905256,665381
Life - parallel bridge generation,1484761786,1323616973,119292401
NBody parallel iterator,338046,544920,44095
NBody parallel reduce,1233780,1674190,150001
NBody sequential,1445829,4627186,469802
QuickSort,326564,999631,103657
Travelling Salesman Problem,39660,98022,10235
MergeSort,108470027,145889275,14876144
FrogJump,21256254,40072407,4278507
Life - sequential generation,3329239,10419407,1094134
Life - parallel iterators generation,6683137,7059797,688393
Life - parallel bridge generation,1605981874,1867762614,166785040
NBody parallel iterator,483414,475158,42916
NBody parallel reduce,1708435,1783016,152771
NBody sequential,1420255,4610035,467829
QuickSort,335921,916379,93774
Travelling Salesman Problem,36484,197998,20180
MergeSort,106267096,150065229,19417536
FrogJump,21757006,37587856,3920762
Life - sequential generation,3287462,10304417,1055777
Life - parallel iterators generation,6927565,6701704,658313
Life - parallel bridge generation,1871606643,1778253382,157195949
NBody parallel iterator,462908,464904,42090
NBody parallel reduce,1468510,1784297,150935
NBody sequential,1438569,4498524,455098
QuickSort,347536,924497,93636
Travelling Salesman Problem,33565,106079,9792
MergeSort,108787327,145631464,14017584
FrogJump,15336019,38993553,3930157
Life - sequential generation,3322354,10120213,1025865
Life - parallel iterators generation,6751915,6463789,588820
Life - parallel bridge generation,2312022012,1375424640,129854221
NBody parallel iterator,304211,461730,41448
NBody parallel reduce,1583445,1658870,139995
NBody sequential,1449039,4446400,455236
QuickSort,348478,930601,93024
Travelling Salesman Problem,32580,103149,9930
