name,cpu_time_us,package_energy,core_energy
MergeSort,108222368,131405914,15617842
FrogJump,13147992,34441990,4237977
Life - sequential generation,3665009,9469092,1131465
Life - parallel iterators generation,7200559,6609052,746456
Life - parallel bridge generation,1429818797,1179533663,116131406
NBody parallel iterator,497616,415893,42167
NBody parallel reduce,2014914,1914424,185528
NBody sequential,1645156,4345142,474330
QuickSort,368348,844114,91173
Travelling Salesman Problem,38455,187621,20257
MergeSort,125576055,134792929,14531649
FrogJump,32036921,53375412,6227161
Life - sequential generation,3691727,9323646,1067145
Life - parallel iterators generation,7353828,6946149,715091
Life - parallel bridge generation,1608566001,1279074362,121752427
NBody parallel iterator,391010,420592,41065
NBody parallel reduce,1649640,2036921,179530
NBody sequential,1589702,4169789,457837
QuickSort,342239,845578,89919
Travelling Salesman Problem,40745,187682,20135
MergeSort,115866270,135935565,14330760
FrogJump,31054735,35793487,4023257
Life - sequential generation,3744892,9535376,1056388
Life - parallel iterators generation,7268331,6726790,678892
Life - parallel bridge generation,1631916432,1338261405,126326944
NBody parallel iterator,385105,428160,43360
NBody parallel reduce,1715092,1852901,167887
NBody sequential,1580788,4460194,478400
QuickSort,342535,762510,82008
Travelling Salesman Problem,50336,179870,10267
MergeSort,115731480,139533395,20577184
FrogJump,22606149,36643400,4223702
Life - sequential generation,3657210,9838842,1108837
Life - parallel iterators generation,7110328,6733869,712904
Life - parallel bridge generation,1743024766,1394379243,134674180
NBody parallel iterator,393960,440062,43207
NBody parallel reduce,1829777,1967585,183019
NBody sequential,1625316,4329884,490778
QuickSort,351028,853758,94646
Travelling Salesman Problem,40568,87341,10404
MergeSort,119173541,138408032,15096372
FrogJump,20407916,37767481,4394298
Life - sequential generation,3718280,9795690,1134831
Life - parallel iterators generation,6936314,7129254,766515
Life - parallel bridge generation,2139891427,1422421285,136680745
NBody parallel iterator,434295,539427,54544
NBody parallel reduce,1852089,1786494,169708
NBody sequential,1628845,4379689,494251
QuickSort,335380,883970,94905
Travelling Salesman Problem,44905,190185,9792
MergeSort,117615610,137169388,15149356
FrogJump,14567633,40556720,4689159
Life - sequential generation,3881616,10093724,1130395
Life - parallel iterators generation,6995558,7001081,736434
Life - parallel bridge generation,2172500330,1382449159,131238489
NBody parallel iterator,418430,435973,43881
NBody parallel reduce,1911429,2012568,194371
NBody sequential,1600255,4391407,496454
QuickSort,356948,876219,96191
Travelling Salesman Problem,38045,180176,21466
MergeSort,117792223,138485058,15294583
FrogJump,15908670,38014307,4358052
Life - sequential generation,3703826,10361729,1120787
Life - parallel iterators generation,7092190,7032697,728096
Life - parallel bridge generation,1443329868,1238729556,117454673
NBody parallel iterator,344619,439574,44875
NBody parallel reduce,1823810,2022273,200017
NBody sequential,1615092,4459888,495414
QuickSort,354307,973997,107054
Travelling Salesman Problem,40571,88501,20961
MergeSort,119161066,136567216,16776068
FrogJump,16596096,38889548,4388468
Life - sequential generation,3804383,10356602,1136147
Life - parallel iterators generation,6974342,7264996,763991
Life - parallel bridge generation,1456650052,1201208045,111718856
NBody parallel iterator,417019,452147,42091
NBody parallel reduce,1829245,1813899,163067
NBody sequential,1624508,4447743,464156
QuickSort,352944,876951,88816
Travelling Salesman Problem,44092,93201,9976
MergeSort,115498369,138281689,14257703
FrogJump,28300429,37404751,4012119
Life - sequential generation,3685517,10152318,1052732
Life - parallel iterators generation,7110987,7061749,691744
Life - parallel bridge generation,1566837554,1311733763,126945997
NBody parallel iterator,442956,435302,42044
NBody parallel reduce,1734327,1917475,175002
NBody sequential,1602320,4391712,470368
QuickSort,366415,871824,91433
Travelling Salesman Problem,37313,195495,20273
MergeSort,118595174,141313847,14668309
FrogJump,17206157,39535055,4253125
Life - sequential generation,3664791,10220371,1082353
Life - parallel iterators generation,7185340,6989607,687475
Life - parallel bridge generation,1466471868,1338751211,136395905
NBody parallel iterator,361352,346923,42595
NBody parallel reduce,1773731,2010860,176960
NBody sequential,1594489,4642506,477452
QuickSort,356241,812437,81549
Travelling Salesman Problem,38324,209045,10313
MergeSort,114348294,148743821,20712237
FrogJump,16742246,37719752,4099497
Life - sequential generation,3641989,10123937,1089697
Life - parallel iterators generation,7095392,7027631,699072
Life - parallel bridge generation,1593860322,1806650709,168580296
NBody parallel iterator,429892,446288,42672
NBody parallel reduce,1814817,2133479,188236
NBody sequential,1606807,4500111,472969
QuickSort,341933,877745,91479
Travelling Salesman Problem,40526,193298,20333
