name,cpu_time_us,package_energy,core_energy
MergeSort,108175058,143749999,15638237
FrogJump,12845443,37660243,3900934
Life - sequential generation,3478779,10297703,1051599
Life - parallel iterators generation,7341040,6715559,623536
Life - parallel bridge generation,1688475633,1389115402,123677305
NBody parallel iterator,299122,578795,52632
NBody parallel reduce,1732202,1670467,143820
NBody sequential,1536804,4620716,468623
QuickSort,341390,900938,90102
Travelling Salesman Problem,36992,100281,10144
MergeSort,112582641,151003031,22115293
FrogJump,19366585,41042985,4173458
Life - sequential generation,3651484,10937838,1065308
Life - parallel iterators generation,6771016,6650251,628539
Life - parallel bridge generation,1616942994,1351186971,123046317
NBody parallel iterator,278509,457457,54452
NBody parallel reduce,1558108,1892207,169539
NBody sequential,1485900,4628467,468869
QuickSort,354090,1018369,89612
Travelling Salesman Problem,47310,197143,19768
MergeSort,110740411,149916730,19872068
FrogJump,22427683,57698522,5925614
Life - sequential generation,3490172,10431370,1052732
Life - parallel iterators generation,6793993,6548506,621516
Life - parallel bridge generation,1545113614,1442048310,126431611
NBody parallel iterator,62946,425231,42366
NBody parallel reduce,1792808,1659969,147278
NBody sequential,1510399,4541431,469159
QuickSort,337623,919614,89827
Travelling Salesman Problem,36362,214599,19477
MergeSort,110847630,139865914,13863544
FrogJump,13709109,40704547,4146117
Life - sequential generation,3472989,10303684,1055057
Life - parallel iterators generation,6709170,6438644,618977
Life - parallel bridge generation,1633145005,1635749474,154105838
NBody parallel iterator,246207,466674,42625
NBody parallel reduce,1572108,1772944,159365
NBody sequential,1502538,4643726,473948
QuickSort,349954,804930,80876
Travelling Salesman Problem,35583,201355,20227
MergeSort,120812377,142584718,14120630
FrogJump,20396930,39285361,4013267
Life - sequential generation,3505718,10531712,1058913
Life - parallel iterators generation,6781761,6608869,620951
Life - parallel bridge generation,1582085053,1450753122,127389590
NBody parallel iterator,549250,457396,43880
NBody parallel reduce,1437490,1685542,148885
NBody sequential,1521183,4629200,478600
QuickSort,346367,929807,81503
Travelling Salesman Problem,37035,199402,20319
MergeSort,114392160,148438341,14704294
FrogJump,15766501,57315893,6049665
Life - sequential generation,3509444,10503635,1075483
Life - parallel iterators generation,6863950,6702253,632762
Life - parallel bridge generation,1895677797,1321558384,115870985
NBody parallel iterator,331686,469054,45151
NBody parallel reduce,1922190,1994929,183600
NBody sequential,1525378,4679797,485178
QuickSort,337712,930234,92856
Travelling Salesman Problem,34822,107727,10083
MergeSort,111646258,153725680,19627390
FrogJump,28427389,39781636,4238330
Life - sequential generation,3484235,10459202,1078803
Life - parallel iterators generation,6913440,6582503,616269
Life - parallel bridge generation,1491939192,1669066284,148100251
NBody parallel iterator,424850,450500,43375
NBody parallel reduce,1695339,1674983,146758
NBody sequential,1495911,4554187,480068
QuickSort,339840,920103,92535
Travelling Salesman Problem,40470,102783,10282
MergeSort,115244441,142083315,14106416
FrogJump,19664486,39531271,4088803
Life - sequential generation,3451751,10374241,1071933
Life - parallel iterators generation,6965996,6712934,638454
Life - parallel bridge generation,1946371820,1991857450,179307661
NBody parallel iterator,150069,482420,43850
NBody parallel reduce,1399216,1661617,147798
NBody sequential,1518490,4638660,476871
QuickSort,332267,926877,92029
Travelling Salesman Problem,35812,97168,10373
MergeSort,117637528,136028583,13784444
FrogJump,13411516,40082966,4180970
Life - sequential generation,3446992,10809543,1071291
Life - parallel iterators generation,6707567,6478987,634507
Life - parallel bridge generation,1411830813,1371656278,120142668
NBody parallel iterator,407645,454100,43176
NBody parallel reduce,1621440,1670345,146391
NBody sequential,1503868,4656726,468762
QuickSort,326611,925534,91876
Travelling Salesman Problem,46440,203857,20533
MergeSort,109229416,149342269,19717967
FrogJump,15456244,39999104,4092199
Life - sequential generation,3492495,10988009,1088611
Life - parallel iterators generation,6814742,6484054,629197
Life - parallel bridge generation,1409618363,1707587487,150866445
NBody parallel iterator,113897,454467,42564
NBody parallel reduce,1550542,1738888,154377
NBody sequential,1491117,4540272,463987
QuickSort,339914,923093,91601
Travelling Salesman Problem,34057,206176,20287
MergeSort,113531275,153032445,23292934
FrogJump,15326220,38303674,4002418
Life - sequential generation,3515903,10876437,1078680
Life - parallel iterators generation,6690929,6602156,620247
Life - parallel bridge generation,1956176540,1320951880,113820020
NBody parallel iterator,387834,479064,41631
NBody parallel reduce,1669601,1775386,151776
NBody sequential,1506079,4542042,450585
QuickSort,334425,941587,88694
Travelling Salesman Problem,34602,99914,10006
MergeSort,112073769,152213782,14621476
FrogJump,22371564,38070460,3866647
Life - sequential generation,3491242,10641452,1070909
Life - parallel iterators generation,6918907,6598005,613331
Life - parallel bridge generation,2005117606,1396986047,122054862
NBody parallel iterator,226385,351012,31304
NBody parallel reduce,1498026,1789974,155524
NBody sequential,1471779,4770861,468761
QuickSort,364176,1115781,106014
Travelling Salesman Problem,47028,428099,43605
MergeSort,110049843,144129330,14154872
FrogJump,14609573,39899617,4137946
Life - sequential generation,3422038,10395603,1065415
Life - parallel iterators generation,6840255,6597090,622588
Life - parallel bridge generation,1586889214,1391144449,120845811
NBody parallel iterator,393200,461730,53367
NBody parallel reduce,1674267,1915400,155096
NBody sequential,1533120,4811267,472188
QuickSort,355233,831053,80769
Travelling Salesman Problem,38404,209900,20074
MergeSort,111437315,145407159,14176597
FrogJump,22883738,38423669,3896069
Life - sequential generation,3453496,10393711,1059097
Life - parallel iterators generation,6820743,6487166,602759
Life - parallel bridge generation,1534376590,1371893704,120514550
NBody parallel iterator,86331,471008,43116
NBody parallel reduce,1333213,1783870,156458
NBody sequential,1506868,4632861,474086
QuickSort,340143,921812,91784
Travelling Salesman Problem,36813,100707,10144
MergeSort,109809366,144233579,14321626
FrogJump,23022229,39285178,4065011
Life - sequential generation,3471497,10753634,1085551
Life - parallel iterators generation,6695037,6612593,629167
Life - parallel bridge generation,1560710060,1478023866,143795352
NBody parallel iterator,384364,453674,32865
NBody parallel reduce,1555735,1782039,160007
NBody sequential,1491861,4691211,492644
QuickSort,346595,831236,84870
Travelling Salesman Problem,62903,202209,20961
MergeSort,110892459,141890384,14996020
FrogJump,15353603,38125208,4110972
Life - sequential generation,3566040,10409764,1089039
Life - parallel iterators generation,6664139,6583052,630191
Life - parallel bridge generation,1707524242,2052651605,189369186
NBody parallel iterator,351155,465148,42993
NBody parallel reduce,1602944,1666866,145824
NBody sequential,1501765,4715259,472204
QuickSort,358390,941404,92687
Travelling Salesman Problem,42132,203613,20685
MergeSort,109555109,146478506,14932325
FrogJump,30383127,37793300,4021391
Life - sequential generation,3466994,10375706,1081710
Life - parallel iterators generation,6985815,6461897,621990
Life - parallel bridge generation,2205176952,1525719666,141589627
NBody parallel iterator,371805,462646,43421
NBody parallel reduce,1641980,1790218,155876
NBody sequential,1593036,4456654,468577
QuickSort,346975,911313,91601
Travelling Salesman Problem,44002,98450,10144
MergeSort,110933065,156012235,16116897
FrogJump,22881349,38157678,4011752
Life - sequential generation,3460330,10671176,1085611
Life - parallel iterators generation,6620759,6706342,638928
Life - parallel bridge generation,1697779778,1530406665,137530874
NBody parallel iterator,288736,452697,42458
NBody parallel reduce,1604641,1671200,145442
NBody sequential,1529100,4553883,463069
QuickSort,344143,918638,80692
Travelling Salesman Problem,32638,206970,20303
MergeSort,109061285,145349848,14778423
FrogJump,14732940,40260578,4045779
Life - sequential generation,3548703,10479709,1078604
