name,cpu_time_us,package_energy,core_energy
MergeSort,103588843,151009928,18739333
FrogJump,11922005,37561000,4096361
Life - sequential generation,3208971,10164769,1092787
Life - parallel iterators generation,7526426,6308150,612153
Life - parallel bridge generation,1480996130,1386427298,128855085
NBody parallel iterator,692545,454467,43116
NBody parallel reduce,1860965,1768856,156350
NBody sequential,1375204,4469532,465732
QuickSort,342111,821470,82100
Travelling Salesman Problem,32225,100769,10373
MergeSort,101261534,142904053,14630671
FrogJump,19836638,39701070,4230557
Life - sequential generation,3205921,10602329,1081297
Life - parallel iterators generation,6950080,6633894,639555
Life - parallel bridge generation,1602372724,1392725622,122289320
NBody parallel iterator,159237,460937,44905
NBody parallel reduce,1449913,1878291,169295
NBody sequential,1390427,4441029,469236
QuickSort,330857,914610,92856
Travelling Salesman Problem,38706,87585,10481
MergeSort,108490921,153447178,21492813
FrogJump,20320153,37120510,3942305
Life - sequential generation,3289612,10103307,1080792
Life - parallel iterators generation,6836079,6630659,643870
Life - parallel bridge generation,2058249355,1461620160,127145677
NBody parallel iterator,155929,469481,42228
NBody parallel reduce,1435960,1740474,152067
NBody sequential,1406988,4475330,453783
QuickSort,330012,808469,79759
Travelling Salesman Problem,38428,204101,19645
MergeSort,101041443,147214100,19090805
FrogJump,13903293,36732633,3853321
Life - sequential generation,3162555,10102880,1030669
Life - parallel iterators generation,6949945,7004437,649362
Life - parallel bridge generation,1663088435,1513699433,139937151
NBody parallel iterator,270970,469176,41081
NBody parallel reduce,1527537,1653683,138939
NBody sequential,1361563,4564868,460331
QuickSort,338611,900388,88908
Travelling Salesman Problem,32532,169372,19737
MergeSort,102032271,136446306,13530540
FrogJump,14324478,37236660,3848486
Life - sequential generation,3223886,9935522,1032184
Life - parallel iterators generation,6741600,6436507,591804
Life - parallel bridge generation,1455364489,1356109932,117392738
NBody parallel iterator,475376,441649,41463
NBody parallel reduce,1611954,1775325,152265
NBody sequential,1366820,4603625,451105
QuickSort,337411,818906,78857
Travelling Salesman Problem,32637,197449,19477
MergeSort,110974112,140784064,13987123
FrogJump,13938701,38236352,3906778
Life - sequential generation,3215509,10051427,1033882
Life - parallel iterators generation,7016744,6416000,592966
Life - parallel bridge generation,1576424088,1429843324,126647065
NBody parallel iterator,182057,451354,41387
NBody parallel reduce,1453694,1765987,152419
NBody sequential,1407243,4439930,452849
QuickSort,334936,889219,89520
Travelling Salesman Problem,34263,192261,19660
MergeSort,104443011,139937569,13781765
FrogJump,14513248,38597496,4013971
Life - sequential generation,3153660,10111547,1050085
Life - parallel iterators generation,6755260,6506209,598506
Life - parallel bridge generation,2051870141,1801482876,159721672
NBody parallel iterator,308946,553160,52403
NBody parallel reduce,1564995,1757075,155127
NBody sequential,1426774,4384205,459031
QuickSort,329706,902341,90331
Travelling Salesman Problem,38899,196899,20212
MergeSort,103156333,148566392,23481782
FrogJump,19746626,37755580,3984289
Life - sequential generation,3146066,10070836,1047974
Life - parallel iterators generation,6815318,6293624,607716
Life - parallel bridge generation,1807095975,1569597361,138588899
NBody parallel iterator,207973,458434,43116
NBody parallel reduce,1481863,1636105,143193
NBody sequential,1339129,4464283,457654
QuickSort,338349,906675,90193
Travelling Salesman Problem,32860,194518,10006
MergeSort,101985094,144487484,14140000
FrogJump,14073502,37584193,3972752
Life - sequential generation,3127255,10016271,1041746
Life - parallel iterators generation,6741995,6399886,608007
Life - parallel bridge generation,1615519599,1444643458,127402426
NBody parallel iterator,393823,570739,53841
NBody parallel reduce,1533494,1645931,146436
NBody sequential,1366546,4416066,457210
QuickSort,330882,880247,89919
Travelling Salesman Problem,32941,104492,9961
MergeSort,102152738,150373028,15124555
