name,machine_id,cpu_time_us,wall_clock_time_us,package_energy,core_energy
Life - sequential generation,dahu-10.grenoble.grid5000.fr,78086,78216,3863515,292751
NBody sequential,dahu-10.grenoble.grid5000.fr,35391,35506,1771174,157437
Life - sequential generation,dahu-10.grenoble.grid5000.fr,73120,73197,3622794,287105
NBody sequential,dahu-10.grenoble.grid5000.fr,33697,33831,1693660,139215
Life - sequential generation,dahu-10.grenoble.grid5000.fr,71821,71904,3552115,273334
NBody sequential,dahu-10.grenoble.grid5000.fr,33404,33519,1693599,130219
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72127,72249,3571890,277924
NBody sequential,dahu-10.grenoble.grid5000.fr,33467,33598,1695796,139031
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72266,72385,3568839,272003
NBody sequential,dahu-10.grenoble.grid5000.fr,33470,33502,1702693,132421
Life - sequential generation,dahu-10.grenoble.grid5000.fr,71627,71748,3602530,302619
NBody sequential,dahu-10.grenoble.grid5000.fr,33391,33521,1692440,131962
Life - sequential generation,dahu-10.grenoble.grid5000.fr,71908,72027,3562674,272142
NBody sequential,dahu-10.grenoble.grid5000.fr,33423,33562,1644222,127511
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72408,72525,3562613,267322
NBody sequential,dahu-10.grenoble.grid5000.fr,33405,33525,1651729,122828
Life - sequential generation,dahu-10.grenoble.grid5000.fr,71972,72048,3596732,281413
NBody sequential,dahu-10.grenoble.grid5000.fr,33403,33437,1638729,126684
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72118,72197,3572073,275629
NBody sequential,dahu-10.grenoble.grid5000.fr,33395,33529,1694026,135451
Life - sequential generation,dahu-10.grenoble.grid5000.fr,71707,71827,3577567,273748
NBody sequential,dahu-10.grenoble.grid5000.fr,33392,33521,1689205,128611
Life - sequential generation,dahu-10.grenoble.grid5000.fr,71842,71951,3582816,316389
NBody sequential,dahu-10.grenoble.grid5000.fr,33404,33537,1751461,159135
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72283,72403,3566519,274115
NBody sequential,dahu-10.grenoble.grid5000.fr,33411,33501,1643245,124802
Life - sequential generation,dahu-10.grenoble.grid5000.fr,71687,71763,3580069,294311
NBody sequential,dahu-10.grenoble.grid5000.fr,33390,33470,1683467,129163
Life - sequential generation,dahu-10.grenoble.grid5000.fr,71554,71684,3563712,278567
NBody sequential,dahu-10.grenoble.grid5000.fr,33396,33512,1687557,129759
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72310,72440,3571341,292979
NBody sequential,dahu-10.grenoble.grid5000.fr,33391,33515,1694027,131412
Life - sequential generation,dahu-10.grenoble.grid5000.fr,71767,71897,3601431,278704
NBody sequential,dahu-10.grenoble.grid5000.fr,33394,33477,1646907,138985
Life - sequential generation,dahu-10.grenoble.grid5000.fr,71829,71910,3562246,270825
NBody sequential,dahu-10.grenoble.grid5000.fr,33400,33528,1685055,127969
Life - sequential generation,dahu-10.grenoble.grid5000.fr,71788,71917,3573049,275859
NBody sequential,dahu-10.grenoble.grid5000.fr,33391,33475,1665340,145518
Life - sequential generation,dahu-10.grenoble.grid5000.fr,71720,71850,3588247,273656
NBody sequential,dahu-10.grenoble.grid5000.fr,33480,33561,1634884,133569
