name,machine_id,cpu_time_us,wall_clock_time_us,package_energy,core_energy
Life - sequential generation,dahu-10.grenoble.grid5000.fr,78528,78645,4842455,545889
NBody sequential,dahu-10.grenoble.grid5000.fr,35514,35601,2220514,246254
Life - sequential generation,dahu-10.grenoble.grid5000.fr,73308,73398,4363392,515197
NBody sequential,dahu-10.grenoble.grid5000.fr,33813,33949,2122248,239965
Life - sequential generation,dahu-10.grenoble.grid5000.fr,73394,73535,4360768,521608
NBody sequential,dahu-10.grenoble.grid5000.fr,33485,33563,2092524,241113
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72459,72584,4346119,515808
NBody sequential,dahu-10.grenoble.grid5000.fr,33495,33618,2107356,239583
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72513,72640,4293202,505175
NBody sequential,dahu-10.grenoble.grid5000.fr,33493,33621,2022334,231565
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72917,73047,4355763,512382
NBody sequential,dahu-10.grenoble.grid5000.fr,33675,33801,2096857,238955
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72981,73113,4400868,513667
NBody sequential,dahu-10.grenoble.grid5000.fr,33839,33961,2099054,239965
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72913,73038,4367299,514432
NBody sequential,dahu-10.grenoble.grid5000.fr,33617,33745,2090510,240699
Life - sequential generation,dahu-10.grenoble.grid5000.fr,73771,73865,4405262,514080
NBody sequential,dahu-10.grenoble.grid5000.fr,33745,33875,2024408,232392
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72889,73024,4397572,514600
NBody sequential,dahu-10.grenoble.grid5000.fr,34477,34601,2132136,239583
Life - sequential generation,dahu-10.grenoble.grid5000.fr,73337,73464,4361927,515227
NBody sequential,dahu-10.grenoble.grid5000.fr,33935,34066,2098261,239001
Life - sequential generation,dahu-10.grenoble.grid5000.fr,73700,73825,4463490,514401
NBody sequential,dahu-10.grenoble.grid5000.fr,33785,33914,2031733,232223
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72960,73049,4353688,513621
NBody sequential,dahu-10.grenoble.grid5000.fr,33544,33634,2035090,232713
Life - sequential generation,dahu-10.grenoble.grid5000.fr,73849,73973,4408863,520598
NBody sequential,dahu-10.grenoble.grid5000.fr,33951,34082,2105402,239185
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72573,72651,4306690,505405
NBody sequential,dahu-10.grenoble.grid5000.fr,33759,33882,2113398,238359
Life - sequential generation,dahu-10.grenoble.grid5000.fr,73050,73181,4374500,513162
NBody sequential,dahu-10.grenoble.grid5000.fr,33666,33796,2027949,231611
Life - sequential generation,dahu-10.grenoble.grid5000.fr,73498,73629,4430591,520047
NBody sequential,dahu-10.grenoble.grid5000.fr,34194,34324,2114192,238603
Life - sequential generation,dahu-10.grenoble.grid5000.fr,73100,73227,4364980,513897
NBody sequential,dahu-10.grenoble.grid5000.fr,33655,33745,2044062,231933
Life - sequential generation,dahu-10.grenoble.grid5000.fr,73143,73273,4371449,512703
NBody sequential,dahu-10.grenoble.grid5000.fr,33853,33976,2106807,238680
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72329,72459,4300343,507103
NBody sequential,dahu-10.grenoble.grid5000.fr,33661,33789,2098811,238772
Life - sequential generation,dahu-10.grenoble.grid5000.fr,73248,73374,4428882,512917
NBody sequential,dahu-10.grenoble.grid5000.fr,33576,33703,2111934,239828
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72791,72878,4307484,506369
NBody sequential,dahu-10.grenoble.grid5000.fr,33754,33888,2036616,238038
Life - sequential generation,dahu-10.grenoble.grid5000.fr,73612,73749,4493274,519955
NBody sequential,dahu-10.grenoble.grid5000.fr,33613,33736,2042048,232132
