name,cpu_time_us,package_energy,core_energy
MergeSort,16859950,19231397,1789549
FrogJump,1019353,2099562,203771
Life - sequential generation,59547,502614,124628
Life - parallel iterators generation,154387,223225,25985
Life - parallel bridge generation,4923843,5134698,678813
NBody parallel iterator,50365,105860,15914
NBody parallel reduce,158650,263506,48994
NBody sequential,28587,335950,70904
QuickSort,73986,136117,10452
Travelling Salesman Problem,5809,9658,1495
MergeSort,16207188,20067703,2557638
FrogJump,2747072,2171809,204122
Life - sequential generation,69118,483358,137535
Life - parallel iterators generation,147037,283005,30379
Life - parallel bridge generation,4889816,5425333,734933
NBody parallel iterator,49575,105677,18599
NBody parallel reduce,162652,259295,47666
NBody sequential,28387,254549,70950
QuickSort,75230,119409,17990
Travelling Salesman Problem,6099,15640,1693
MergeSort,16234561,19773544,1710925
FrogJump,954318,2061127,264314
Life - sequential generation,81507,577698,145226
Life - parallel iterators generation,153742,232440,28776
Life - parallel bridge generation,4830739,5097607,753883
NBody parallel iterator,48407,111475,16341
NBody parallel reduce,162674,272889,48795
NBody sequential,25994,248385,74199
QuickSort,75752,154243,13900
Travelling Salesman Problem,6300,16555,1496
MergeSort,16389268,19380574,1578592
FrogJump,960205,2243491,203710
Life - sequential generation,56013,463736,7446
Life - parallel iterators generation,153196,240741,30074
Life - parallel bridge generation,4882538,5144982,640958
NBody parallel iterator,74695,110300,16173
NBody parallel reduce,167996,295532,49390
NBody sequential,34593,269594,58575
QuickSort,71204,140740,10726
Travelling Salesman Problem,8394,14800,595
MergeSort,16238930,19867625,1815275
FrogJump,998496,1828580,181342
Life - sequential generation,52738,409357,147896
Life - parallel iterators generation,159192,298782,51587
Life - parallel bridge generation,5100231,5023803,622160
NBody parallel iterator,54375,133569,16143
NBody parallel reduce,159199,292389,51679
NBody sequential,25524,254367,78792
QuickSort,72194,111887,17013
Travelling Salesman Problem,5572,16113,1769
MergeSort,16515113,19156312,1967717
FrogJump,966669,2055512,243670
Life - sequential generation,57129,551684,181967
Life - parallel iterators generation,158892,260713,35383
Life - parallel bridge generation,4441830,5122843,593918
NBody parallel iterator,48095,133568,18386
NBody parallel reduce,166707,343229,59689
NBody sequential,38746,312499,129235
QuickSort,74554,105494,16723
Travelling Salesman Problem,7047,18142,763
MergeSort,16637293,19343925,1825925
FrogJump,993960,2153667,212193
Life - sequential generation,54856,496434,121241
Life - parallel iterators generation,152364,256655,31492
Life - parallel bridge generation,4438601,5018951,581162
NBody parallel iterator,47762,137367,17546
