name,machine_id,cpu_time_us,wall_clock_time_us,package_energy,core_energy
MergeSort,dahu-10.grenoble.grid5000.fr,165411,18652,1023313,73975
FrogJump,dahu-10.grenoble.grid5000.fr,1905372,169694,14102442,1288582
Life - sequential generation,dahu-10.grenoble.grid5000.fr,576532,99219,6814558,654167
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,1815006,29735,3487968,229316
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,23183,2757,348144,23072
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,699211,12132,1471310,89138
NBody sequential,dahu-10.grenoble.grid5000.fr,267236,46622,3910878,330525
QuickSort,dahu-10.grenoble.grid5000.fr,126164,8654,802916,66968
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,11246,1441,176147,14520
MergeSort,dahu-10.grenoble.grid5000.fr,146214,13236,1171322,99740
FrogJump,dahu-10.grenoble.grid5000.fr,1980173,182817,15438498,1377704
Life - sequential generation,dahu-10.grenoble.grid5000.fr,583775,98806,8052652,690519
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,1562821,26916,3172905,207162
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,171219,2775,233825,15208
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,560180,9350,1227841,74067
NBody sequential,dahu-10.grenoble.grid5000.fr,270843,46796,3245964,323350
QuickSort,dahu-10.grenoble.grid5000.fr,139142,9142,780271,68758
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,11793,1565,148315,14734
MergeSort,dahu-10.grenoble.grid5000.fr,137552,12348,1025083,97522
FrogJump,dahu-10.grenoble.grid5000.fr,2033397,194018,16185627,1509835
Life - sequential generation,dahu-10.grenoble.grid5000.fr,596550,99118,6881635,687261
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,1732430,28173,3283683,212762
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,69233,2732,367430,22736
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,626178,10865,1246823,73807
NBody sequential,dahu-10.grenoble.grid5000.fr,278060,46865,3151604,323274
QuickSort,dahu-10.grenoble.grid5000.fr,132450,8501,694823,68329
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,8193,1173,72082,7114
MergeSort,dahu-10.grenoble.grid5000.fr,156629,13063,1070432,103657
FrogJump,dahu-10.grenoble.grid5000.fr,2089887,207301,16534138,1551726
Life - sequential generation,dahu-10.grenoble.grid5000.fr,581488,99067,6856916,694436
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,1656646,27114,3180534,206428
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,69772,2856,241699,15575
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,538196,9146,1142270,67412
NBody sequential,dahu-10.grenoble.grid5000.fr,280995,47009,3277030,333662
QuickSort,dahu-10.grenoble.grid5000.fr,142261,9353,792601,67687
