name,machine_id,cpu_time_us,wall_clock_time_us,package_energy,core_energy
MergeSort,dahu-10.grenoble.grid5000.fr,161274,17044,1598140,127127
FrogJump,dahu-10.grenoble.grid5000.fr,1806868,175800,15652975,1396584
Life - sequential generation,dahu-10.grenoble.grid5000.fr,521498,98537,7999491,705284
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,1837785,31827,3724477,281826
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,99631,2703,367796,25383
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,589444,9462,1221189,75582
NBody sequential,dahu-10.grenoble.grid5000.fr,244218,46622,3804738,330297
QuickSort,dahu-10.grenoble.grid5000.fr,126340,8396,733274,60986
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,13755,1595,166809,14994
MergeSort,dahu-10.grenoble.grid5000.fr,140668,13043,1148923,92642
FrogJump,dahu-10.grenoble.grid5000.fr,1968284,190051,16462849,1511548
Life - sequential generation,dahu-10.grenoble.grid5000.fr,536013,98428,6788618,703876
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,1636331,27791,3226738,241434
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,195691,3213,293517,24939
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,417263,9013,1148190,75261
NBody sequential,dahu-10.grenoble.grid5000.fr,256624,46631,3263908,338467
QuickSort,dahu-10.grenoble.grid5000.fr,135444,9076,788633,68896
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,13869,1790,154235,14688
MergeSort,dahu-10.grenoble.grid5000.fr,138731,11952,979673,92044
FrogJump,dahu-10.grenoble.grid5000.fr,3337389,324223,27513419,2595752
Life - sequential generation,dahu-10.grenoble.grid5000.fr,550381,99117,8055033,720813
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,1720141,28240,3412772,263206
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,327,3146,306701,25796
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,596372,10166,1367916,83553
NBody sequential,dahu-10.grenoble.grid5000.fr,246598,46704,3212272,335636
QuickSort,dahu-10.grenoble.grid5000.fr,129658,9120,774900,70441
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,9992,1486,167907,15055
MergeSort,dahu-10.grenoble.grid5000.fr,157545,12821,988522,97966
FrogJump,dahu-10.grenoble.grid5000.fr,2032650,199283,15670553,1515052
Life - sequential generation,dahu-10.grenoble.grid5000.fr,533695,98700,7997477,712873
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,1644342,27865,3310172,251578
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,109952,2916,364989,25689
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,589391,9515,1183529,75077
NBody sequential,dahu-10.grenoble.grid5000.fr,258362,46527,3148368,335100
QuickSort,dahu-10.grenoble.grid5000.fr,120923,8625,817320,69569
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,12045,1451,70617,7390
MergeSort,dahu-10.grenoble.grid5000.fr,135033,12615,1089353,105708
FrogJump,dahu-10.grenoble.grid5000.fr,2029675,197601,16118061,1536028
Life - sequential generation,dahu-10.grenoble.grid5000.fr,584031,103566,7120709,739097
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,1371639,25777,3037834,215179
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,330,2798,298217,22858
