name,machine_id,cpu_time_us,wall_clock_time_us,package_energy,core_energy
MergeSort,dahu-10.grenoble.grid5000.fr,165203,17812,1062497,73639
FrogJump,dahu-10.grenoble.grid5000.fr,1943885,177046,14782249,1335935
Life - sequential generation,dahu-10.grenoble.grid5000.fr,599889,98539,7981364,686756
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,1856072,31670,3567679,241603
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,188575,3500,438414,30340
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,585341,9623,1167722,66892
NBody sequential,dahu-10.grenoble.grid5000.fr,265196,46926,3381888,329424
QuickSort,dahu-10.grenoble.grid5000.fr,122135,9178,792112,65316
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,7977,1173,81604,7069
MergeSort,dahu-10.grenoble.grid5000.fr,166780,13625,1054929,94554
FrogJump,dahu-10.grenoble.grid5000.fr,1992019,195787,16211934,1484543
Life - sequential generation,dahu-10.grenoble.grid5000.fr,589683,98771,8152567,692631
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,1649976,26942,3050895,198594
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,5688,2777,331298,15300
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,598110,9715,1231137,73777
NBody sequential,dahu-10.grenoble.grid5000.fr,268405,46917,3349356,320994
QuickSort,dahu-10.grenoble.grid5000.fr,122467,8380,769469,65316
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,10188,1288,84167,7023
MergeSort,dahu-10.grenoble.grid5000.fr,138049,11817,982847,86430
FrogJump,dahu-10.grenoble.grid5000.fr,2090602,204097,17467607,1558229
Life - sequential generation,dahu-10.grenoble.grid5000.fr,583208,99673,8243997,700954
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,1664069,26705,3065544,199222
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,7848,2640,350768,22904
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,589490,9883,1289181,73149
NBody sequential,dahu-10.grenoble.grid5000.fr,280377,46932,3370109,328965
QuickSort,dahu-10.grenoble.grid5000.fr,127472,8466,807737,66325
