name,machine_id,threads,cpu_time_us,wall_clock_time_us,package_energy,core_energy
Life - sequential generation,dahu-31.grenoble.grid5000.fr,2,158475,150044,11266511,1038626
Life - sequential generation,dahu-31.grenoble.grid5000.fr,2,158484,150042,11518098,1033255
Life - sequential generation,dahu-31.grenoble.grid5000.fr,2,158778,150324,11325472,1040645
Life - sequential generation,dahu-31.grenoble.grid5000.fr,2,157715,149318,11193758,1025957
Life - sequential generation,dahu-31.grenoble.grid5000.fr,2,158052,149660,11258944,1031220
Life - sequential generation,dahu-31.grenoble.grid5000.fr,2,157790,149388,11489533,1032888
Life - sequential generation,dahu-31.grenoble.grid5000.fr,2,157916,149519,11490755,1032000
Life - sequential generation,dahu-31.grenoble.grid5000.fr,2,158135,149726,11501801,1040966
Life - sequential generation,dahu-31.grenoble.grid5000.fr,2,158380,149961,11512544,1037279
Life - sequential generation,dahu-31.grenoble.grid5000.fr,2,158669,150235,11568025,1042006
Life - sequential generation,dahu-31.grenoble.grid5000.fr,2,158380,149959,11336274,1038901
Life - sequential generation,dahu-31.grenoble.grid5000.fr,2,158158,149658,11512910,1033439
Life - sequential generation,dahu-31.grenoble.grid5000.fr,2,158148,149741,11339265,1037906
Life - sequential generation,dahu-31.grenoble.grid5000.fr,2,158008,149591,11502045,1031342
Life - sequential generation,dahu-31.grenoble.grid5000.fr,2,157468,149082,11515108,1028879
Life - sequential generation,dahu-31.grenoble.grid5000.fr,2,157989,149596,11515351,1030914
Life - sequential generation,dahu-31.grenoble.grid5000.fr,2,158930,150462,11337129,1038702
Life - sequential generation,dahu-31.grenoble.grid5000.fr,2,158317,149886,11582245,1041761
Life - sequential generation,dahu-31.grenoble.grid5000.fr,2,158872,150415,11580292,1043215
Life - sequential generation,dahu-31.grenoble.grid5000.fr,2,158725,150287,11334688,1044286
Life - sequential generation,dahu-31.grenoble.grid5000.fr,2,158379,149950,11506929,1033867
Life - sequential generation,dahu-31.grenoble.grid5000.fr,2,158780,150321,11514497,1033178
Life - sequential generation,dahu-31.grenoble.grid5000.fr,2,158021,149616,11323762,1042619
Life - sequential generation,dahu-31.grenoble.grid5000.fr,2,158135,149717,11512178,1035275
Life - sequential generation,dahu-31.grenoble.grid5000.fr,2,159250,150796,11413301,1048999
Life - sequential generation,dahu-31.grenoble.grid5000.fr,2,158576,150133,11502656,1033239
Life - sequential generation,dahu-31.grenoble.grid5000.fr,2,158389,149960,11580232,1033301
Life - sequential generation,dahu-31.grenoble.grid5000.fr,2,157757,149345,11275605,1033974
Life - sequential generation,dahu-31.grenoble.grid5000.fr,2,158038,149626,11499116,1033943
Life - sequential generation,dahu-31.grenoble.grid5000.fr,2,158146,149718,11330476,1037982
Life - sequential generation,dahu-31.grenoble.grid5000.fr,2,157671,149255,11508881,1030930
Life - sequential generation,dahu-31.grenoble.grid5000.fr,2,158354,149922,11266329,1030684
Life - sequential generation,dahu-31.grenoble.grid5000.fr,2,157691,149296,11423371,1022958
Life - sequential generation,dahu-31.grenoble.grid5000.fr,2,158313,149891,11186312,1032643
Life - sequential generation,dahu-31.grenoble.grid5000.fr,2,158505,150076,11336153,1037799
Life - sequential generation,dahu-31.grenoble.grid5000.fr,2,157852,149462,11518342,1032123
Life - sequential generation,dahu-31.grenoble.grid5000.fr,2,157852,149451,11505280,1032535
Life - sequential generation,dahu-31.grenoble.grid5000.fr,2,158029,149620,11268037,1030532
Life - sequential generation,dahu-31.grenoble.grid5000.fr,2,158168,149745,11501192,1034586
Life - sequential generation,dahu-31.grenoble.grid5000.fr,2,158168,149747,11263704,1031571
Life - sequential generation,dahu-31.grenoble.grid5000.fr,2,158133,149725,11580903,1036438
Life - sequential generation,dahu-31.grenoble.grid5000.fr,2,158978,150506,11348725,1033760
Life - sequential generation,dahu-31.grenoble.grid5000.fr,2,158340,149906,11496248,1039130
Life - sequential generation,dahu-31.grenoble.grid5000.fr,2,157846,149426,11196260,1031755
Life - sequential generation,dahu-31.grenoble.grid5000.fr,2,157897,149493,11513459,1031312
Life - sequential generation,dahu-31.grenoble.grid5000.fr,2,158564,150134,11509248,1031082
Life - sequential generation,dahu-31.grenoble.grid5000.fr,2,157895,149444,11264375,1030440
Life - sequential generation,dahu-31.grenoble.grid5000.fr,2,158322,149890,11260713,1035228
Life - sequential generation,dahu-31.grenoble.grid5000.fr,2,158899,150451,11564912,1041654
Life - sequential generation,dahu-31.grenoble.grid5000.fr,2,158166,149749,11512300,1032474
