name,machine_id,cpu_time_us,package_energy,core_energy
MergeSort,dahu-13.grenoble.grid5000.fr,49982,1524715,199986
FrogJump,dahu-13.grenoble.grid5000.fr,433383,15988423,2055586
Life - sequential generation,dahu-13.grenoble.grid5000.fr,85903,5009753,567095
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,76977,2566338,322830
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,985748,26875908,2542615
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,39344,1156308,103367
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,61835,1670100,137608
NBody sequential,dahu-13.grenoble.grid5000.fr,39654,2297480,260207
QuickSort,dahu-13.grenoble.grid5000.fr,41352,1250424,111124
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,3992,164977,12944
MergeSort,dahu-13.grenoble.grid5000.fr,47269,1349973,129714
FrogJump,dahu-13.grenoble.grid5000.fr,563492,14973045,1408763
Life - sequential generation,dahu-13.grenoble.grid5000.fr,84349,4827868,559980
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,77324,2144525,211782
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,975925,26530877,2211186
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,38049,1103269,98149
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,59730,1681270,138205
NBody sequential,dahu-13.grenoble.grid5000.fr,39518,2303156,260207
QuickSort,dahu-13.grenoble.grid5000.fr,41461,1243466,134579
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,1399,116211,9134
MergeSort,dahu-13.grenoble.grid5000.fr,45613,1354061,157927
FrogJump,dahu-13.grenoble.grid5000.fr,557398,15240195,1441061
Life - sequential generation,dahu-13.grenoble.grid5000.fr,84887,4827991,558588
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,79710,2140985,173319
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,1177854,34697421,3815591
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,38551,1507992,153627
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,64366,2502374,245549
NBody sequential,dahu-13.grenoble.grid5000.fr,38019,2432367,268010
QuickSort,dahu-13.grenoble.grid5000.fr,41478,1586422,168361
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,1628,145324,15422
MergeSort,dahu-13.grenoble.grid5000.fr,44733,1748836,184243
