name,machine_id,cpu_time_us,package_energy,core_energy
MergeSort,dahu-13.grenoble.grid5000.fr,85802,795347,80034
FrogJump,dahu-13.grenoble.grid5000.fr,899461,8038493,758039
Life - sequential generation,dahu-13.grenoble.grid5000.fr,72325,5003954,564432
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,426588,1004026,86337
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,61351178,326569355,26932881
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,66320,349975,24755
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,225136,1125058,83967
NBody sequential,dahu-13.grenoble.grid5000.fr,34290,1954097,229729
QuickSort,dahu-13.grenoble.grid5000.fr,77179,658079,60619
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,6705,150573,15698
MergeSort,dahu-13.grenoble.grid5000.fr,72548,913999,91112
FrogJump,dahu-13.grenoble.grid5000.fr,1158372,12656340,1293752
Life - sequential generation,dahu-13.grenoble.grid5000.fr,72880,3978383,316021
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,538450,2372309,199772
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,97504315,426383308,36044199
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,64716,342284,25229
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,227723,1228208,94447
NBody sequential,dahu-13.grenoble.grid5000.fr,36060,1954402,150644
QuickSort,dahu-13.grenoble.grid5000.fr,76427,620664,57666
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,7300,72693,7390
MergeSort,dahu-13.grenoble.grid5000.fr,70475,1051267,91647
FrogJump,dahu-13.grenoble.grid5000.fr,3125687,13817104,1340830
Life - sequential generation,dahu-13.grenoble.grid5000.fr,73223,4017507,320750
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,540692,2303949,190623
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,97287050,418231656,34526378
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,63788,243225,16983
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,213013,1410580,104376
NBody sequential,dahu-13.grenoble.grid5000.fr,38385,1960689,155831
QuickSort,dahu-13.grenoble.grid5000.fr,72318,595702,56151
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,5995,168945,16050
MergeSort,dahu-13.grenoble.grid5000.fr,70733,977475,86231
FrogJump,dahu-13.grenoble.grid5000.fr,1169558,13659084,1331223
Life - sequential generation,dahu-13.grenoble.grid5000.fr,73517,4104665,327589
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,529644,2374444,196375
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,103313934,481822802,38859842
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,61724,350280,25061
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,231194,1231259,87180
NBody sequential,dahu-13.grenoble.grid5000.fr,36867,1960200,148486
QuickSort,dahu-13.grenoble.grid5000.fr,73904,624083,57100
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,6044,88745,7894
MergeSort,dahu-13.grenoble.grid5000.fr,72822,1016904,93575
FrogJump,dahu-13.grenoble.grid5000.fr,1150490,14742272,1531468
Life - sequential generation,dahu-13.grenoble.grid5000.fr,72884,4159535,320152
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,530010,2548822,206305
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,122303780,475293461,39511730
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,64753,361083,24923
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,291086,1325314,95426
NBody sequential,dahu-13.grenoble.grid5000.fr,36927,1974543,148991
QuickSort,dahu-13.grenoble.grid5000.fr,74826,648802,57467
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,6939,72327,8032
MergeSort,dahu-13.grenoble.grid5000.fr,70748,968686,87455
FrogJump,dahu-13.grenoble.grid5000.fr,1165094,14704430,1548222
Life - sequential generation,dahu-13.grenoble.grid5000.fr,72584,5101245,574301
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,537888,2450067,210023
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,95314078,472920970,36488449
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,62777,342162,25689
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,209576,1252744,95242
NBody sequential,dahu-13.grenoble.grid5000.fr,37839,2547967,270902
QuickSort,dahu-13.grenoble.grid5000.fr,71516,628904,56273
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,6524,90393,8629
MergeSort,dahu-13.grenoble.grid5000.fr,71785,1059568,95778
FrogJump,dahu-13.grenoble.grid5000.fr,1137762,33277380,3377644
Life - sequential generation,dahu-13.grenoble.grid5000.fr,72664,4984545,531338
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,534543,2350458,198992
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,97713512,492995869,37712802
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,64087,320190,25811
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,247938,1018857,77234
NBody sequential,dahu-13.grenoble.grid5000.fr,36829,2439081,264338
QuickSort,dahu-13.grenoble.grid5000.fr,73428,639647,59563
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,6593,84411,7941
MergeSort,dahu-13.grenoble.grid5000.fr,75073,1007200,98776
FrogJump,dahu-13.grenoble.grid5000.fr,1156961,22671939,2319205
Life - sequential generation,dahu-13.grenoble.grid5000.fr,73251,5097216,567095
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,537394,2424982,192750
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,94539776,431747064,33846721
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,67943,329406,25597
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,246921,1242184,94570
NBody sequential,dahu-13.grenoble.grid5000.fr,37194,1962886,149129
QuickSort,dahu-13.grenoble.grid5000.fr,73753,535399,60343
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,6491,79345,8032
MergeSort,dahu-13.grenoble.grid5000.fr,73951,953732,101684
FrogJump,dahu-13.grenoble.grid5000.fr,1167756,13422695,1401571
Life - sequential generation,dahu-13.grenoble.grid5000.fr,72963,4923937,564524
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,529531,2358087,192290
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,97561400,416622774,33288623
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,64918,342833,25535
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,219710,1203244,84074
NBody sequential,dahu-13.grenoble.grid5000.fr,35334,2402582,263558
QuickSort,dahu-13.grenoble.grid5000.fr,68750,674986,58431
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,6558,88805,7803
MergeSort,dahu-13.grenoble.grid5000.fr,69570,959470,89719
FrogJump,dahu-13.grenoble.grid5000.fr,1151680,14405236,1397181
Life - sequential generation,dahu-13.grenoble.grid5000.fr,73265,5015429,565397
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,532359,2366937,190500
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,101948862,456245659,37349992
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,63446,331054,25275
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,214979,1064268,76760
NBody sequential,dahu-13.grenoble.grid5000.fr,34521,1937068,147981
QuickSort,dahu-13.grenoble.grid5000.fr,73739,611754,61261
