name,machine_id,cpu_time_us,package_energy,core_energy
MergeSort,dahu-13.grenoble.grid5000.fr,48321,2323053,193515
FrogJump,dahu-13.grenoble.grid5000.fr,695490,22955813,2050139
Life - sequential generation,dahu-13.grenoble.grid5000.fr,77923,4622547,552039
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,86282,4024709,336661
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,221530,11404451,948569
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,35104,1897212,170198
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,57838,3050896,253873
NBody sequential,dahu-13.grenoble.grid5000.fr,35266,1808833,150598
QuickSort,dahu-13.grenoble.grid5000.fr,41072,2164545,181075
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,3047,163452,16294
MergeSort,dahu-13.grenoble.grid5000.fr,44204,2268915,189521
FrogJump,dahu-13.grenoble.grid5000.fr,406694,21256293,1914672
Life - sequential generation,dahu-13.grenoble.grid5000.fr,79085,4702503,559751
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,86808,4142140,350018
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,220485,11356172,950038
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,35356,1818660,151103
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,58226,2994010,249191
NBody sequential,dahu-13.grenoble.grid5000.fr,36331,1805781,150874
QuickSort,dahu-13.grenoble.grid5000.fr,41391,2114314,178000
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,3154,155090,13081
MergeSort,dahu-13.grenoble.grid5000.fr,43953,2269281,190072
FrogJump,dahu-13.grenoble.grid5000.fr,412066,21452582,1895976
Life - sequential generation,dahu-13.grenoble.grid5000.fr,78762,4712451,559843
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,87689,4027089,338221
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,220264,11410920,953864
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,35227,1820064,155647
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,57685,3035698,262043
NBody sequential,dahu-13.grenoble.grid5000.fr,36431,1756954,146558
QuickSort,dahu-13.grenoble.grid5000.fr,40475,2113337,175797
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,3109,153503,17396
MergeSort,dahu-13.grenoble.grid5000.fr,43670,2269343,189017
FrogJump,dahu-13.grenoble.grid5000.fr,412344,39001792,3425732
Life - sequential generation,dahu-13.grenoble.grid5000.fr,78255,4622974,553278
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,84672,6123337,568212
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,243378,11469270,987600
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,35734,1835384,151792
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,59052,3004325,252863
NBody sequential,dahu-13.grenoble.grid5000.fr,35817,1820857,156932
QuickSort,dahu-13.grenoble.grid5000.fr,40871,2121089,177449
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,810,156738,13081
MergeSort,dahu-13.grenoble.grid5000.fr,43748,2281976,193285
FrogJump,dahu-13.grenoble.grid5000.fr,380537,22834048,2043346
Life - sequential generation,dahu-13.grenoble.grid5000.fr,76242,3835013,324620
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,74945,4041310,340669
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,220127,11414460,954307
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,34866,1861384,160191
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,58706,2997856,257269
NBody sequential,dahu-13.grenoble.grid5000.fr,35203,1759212,146100
QuickSort,dahu-13.grenoble.grid5000.fr,41295,2078791,180755
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,3190,170837,22996
MergeSort,dahu-13.grenoble.grid5000.fr,44253,2275080,194341
FrogJump,dahu-13.grenoble.grid5000.fr,383474,19693125,1673729
Life - sequential generation,dahu-13.grenoble.grid5000.fr,76484,3888357,330633
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,80004,4033376,338100
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,223899,11359285,990584
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,35279,1835994,158309
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,58234,3080498,263604
NBody sequential,dahu-13.grenoble.grid5000.fr,35445,1766658,151149
QuickSort,dahu-13.grenoble.grid5000.fr,41086,2123224,176256
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,3175,158019,13036
MergeSort,dahu-13.grenoble.grid5000.fr,44281,2278192,189200
FrogJump,dahu-13.grenoble.grid5000.fr,401734,21003670,2042963
Life - sequential generation,dahu-13.grenoble.grid5000.fr,75177,3766104,316435
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,77690,4031545,339201
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,224659,11446443,1003741
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,35408,1839961,161843
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,57910,3049553,256106
NBody sequential,dahu-13.grenoble.grid5000.fr,36783,1961360,231917
QuickSort,dahu-13.grenoble.grid5000.fr,41005,2067072,173502
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,3122,161742,17672
MergeSort,dahu-13.grenoble.grid5000.fr,44524,2434076,311202
FrogJump,dahu-13.grenoble.grid5000.fr,382001,21752996,2121758
Life - sequential generation,dahu-13.grenoble.grid5000.fr,78184,4693408,562413
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,86401,4562428,390425
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,224985,12060211,1024963
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,35054,1977411,199206
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,58574,3074516,270136
NBody sequential,dahu-13.grenoble.grid5000.fr,36597,2235773,261171
QuickSort,dahu-13.grenoble.grid5000.fr,41427,2220453,220274
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,3096,208618,17626
MergeSort,dahu-13.grenoble.grid5000.fr,44400,2218866,185650
FrogJump,dahu-13.grenoble.grid5000.fr,406322,36726530,3084205
Life - sequential generation,dahu-13.grenoble.grid5000.fr,78114,3760733,314828
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,79329,4038258,336630
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,226138,11207857,939205
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,35698,1806270,154683
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,57905,3047904,254745
NBody sequential,dahu-13.grenoble.grid5000.fr,35103,1808833,151057
QuickSort,dahu-13.grenoble.grid5000.fr,41705,2065180,172553
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,3125,159118,16708
MergeSort,dahu-13.grenoble.grid5000.fr,43735,2215571,185023
FrogJump,dahu-13.grenoble.grid5000.fr,415339,22565128,2775833
Life - sequential generation,dahu-13.grenoble.grid5000.fr,77077,3817801,319005
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,78643,4081167,339798
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,222042,11300691,941868
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,35631,1806147,150598
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,58035,3002434,250200
NBody sequential,dahu-13.grenoble.grid5000.fr,35628,1806026,151057
QuickSort,dahu-13.grenoble.grid5000.fr,41197,2117915,176822
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,3180,154906,12990
MergeSort,dahu-13.grenoble.grid5000.fr,43925,2269769,189292
FrogJump,dahu-13.grenoble.grid5000.fr,712469,21605779,2023655
Life - sequential generation,dahu-13.grenoble.grid5000.fr,78296,3782705,335345
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,78938,3973744,332729
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,228855,12736905,1143278
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,35683,1936763,160252
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,61034,3173942,263298
NBody sequential,dahu-13.grenoble.grid5000.fr,37021,1917536,160329
QuickSort,dahu-13.grenoble.grid5000.fr,41371,2143000,178092
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,3113,225036,17487
MergeSort,dahu-13.grenoble.grid5000.fr,45140,2223688,186171
FrogJump,dahu-13.grenoble.grid5000.fr,409787,36941861,3105212
Life - sequential generation,dahu-13.grenoble.grid5000.fr,75563,3772329,313482
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,77501,4020986,335606
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,224131,11298189,936191
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,34898,1858211,153765
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,58070,2996086,248686
NBody sequential,dahu-13.grenoble.grid5000.fr,35102,1754939,146053
QuickSort,dahu-13.grenoble.grid5000.fr,40767,2116084,176118
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,3099,158630,12807
MergeSort,dahu-13.grenoble.grid5000.fr,43690,2219111,184564
FrogJump,dahu-13.grenoble.grid5000.fr,379102,21345648,1898179
Life - sequential generation,dahu-13.grenoble.grid5000.fr,77948,4631763,552636
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,87529,4153126,344021
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,219740,11419587,951002
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,34876,1826106,157024
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,57849,3046928,253965
NBody sequential,dahu-13.grenoble.grid5000.fr,34991,1753962,146191
QuickSort,dahu-13.grenoble.grid5000.fr,41299,2014277,171987
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,2773,157348,12806
MergeSort,dahu-13.grenoble.grid5000.fr,43928,2272882,188465
FrogJump,dahu-13.grenoble.grid5000.fr,744918,19792674,1664273
Life - sequential generation,dahu-13.grenoble.grid5000.fr,75475,3715688,309687
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,76577,4026662,336630
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,222028,11264498,935534
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,35182,1805110,149909
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,57894,3153312,297983
NBody sequential,dahu-13.grenoble.grid5000.fr,34985,1755123,146972
QuickSort,dahu-13.grenoble.grid5000.fr,40793,2114802,176440
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,3107,157471,12852
MergeSort,dahu-13.grenoble.grid5000.fr,43972,2218622,188786
FrogJump,dahu-13.grenoble.grid5000.fr,433127,19722362,1642654
Life - sequential generation,dahu-13.grenoble.grid5000.fr,75477,3772329,312809
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,76169,4029043,334473
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,219891,11208651,930057
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,35467,1803767,150597
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,58373,3158073,324085
NBody sequential,dahu-13.grenoble.grid5000.fr,35246,1850825,259932
QuickSort,dahu-13.grenoble.grid5000.fr,41176,2121515,175843
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,3174,156128,14688
MergeSort,dahu-13.grenoble.grid5000.fr,44697,2275629,188970
FrogJump,dahu-13.grenoble.grid5000.fr,405434,19762767,1658367
Life - sequential generation,dahu-13.grenoble.grid5000.fr,75110,3769765,315134
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,76744,4033742,336263
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,220189,11395479,952272
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,35680,1839473,156702
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,57756,3201225,344571
NBody sequential,dahu-13.grenoble.grid5000.fr,35254,1756160,145686
QuickSort,dahu-13.grenoble.grid5000.fr,40738,2065119,171896
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,3087,154846,12990
MergeSort,dahu-13.grenoble.grid5000.fr,44139,2218256,188557
FrogJump,dahu-13.grenoble.grid5000.fr,710086,38971275,3409498
Life - sequential generation,dahu-13.grenoble.grid5000.fr,76431,3779287,309596
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,76957,4129933,345306
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,219976,11312715,943107
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,34880,1829768,158584
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,58747,3023430,273794
NBody sequential,dahu-13.grenoble.grid5000.fr,35988,1804866,151011
QuickSort,dahu-13.grenoble.grid5000.fr,40963,2072932,175981
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,3083,156189,12990
MergeSort,dahu-13.grenoble.grid5000.fr,44468,2269404,189245
FrogJump,dahu-13.grenoble.grid5000.fr,414398,19489269,1625549
Life - sequential generation,dahu-13.grenoble.grid5000.fr,75453,4336415,371759
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,88929,4387989,381598
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,234416,12986539,1151386
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,37061,1881892,153475
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,59728,3126945,292000
NBody sequential,dahu-13.grenoble.grid5000.fr,36799,1941646,220320
QuickSort,dahu-13.grenoble.grid5000.fr,40948,2115412,176364
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,1004,160339,12898
MergeSort,dahu-13.grenoble.grid5000.fr,44077,2322382,193515
FrogJump,dahu-13.grenoble.grid5000.fr,407083,20093393,1915346
Life - sequential generation,dahu-13.grenoble.grid5000.fr,74921,3784292,368210
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,78744,4078542,342751
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,221455,11456880,1013656
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,36669,1880854,176072
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,58270,3250541,375233
NBody sequential,dahu-13.grenoble.grid5000.fr,35361,1802119,179331
QuickSort,dahu-13.grenoble.grid5000.fr,40811,2062434,171804
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,3082,206848,17396
MergeSort,dahu-13.grenoble.grid5000.fr,43840,2264216,189200
FrogJump,dahu-13.grenoble.grid5000.fr,397141,19645946,1778931
Life - sequential generation,dahu-13.grenoble.grid5000.fr,76291,3767935,315532
