name,machine_id,cpu_time_us,package_energy,core_energy
MergeSort,dahu-13.grenoble.grid5000.fr,69338,1004391,111859
FrogJump,dahu-13.grenoble.grid5000.fr,820246,11290620,1319211
Life - sequential generation,dahu-13.grenoble.grid5000.fr,177763,5636643,595384
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,205637,1000791,108569
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,27014161,182046654,17679655
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,23075,412719,31579
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,102602,977659,71573
NBody sequential,dahu-13.grenoble.grid5000.fr,76224,2478631,293943
QuickSort,dahu-13.grenoble.grid5000.fr,53245,661741,62210
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,4958,135742,15422
MergeSort,dahu-13.grenoble.grid5000.fr,68417,918089,93116
FrogJump,dahu-13.grenoble.grid5000.fr,1064809,13896816,1427674
Life - sequential generation,dahu-13.grenoble.grid5000.fr,155495,5038500,601550
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,179195,1375058,105280
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,32256983,238536072,22000176
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,1779,282043,31518
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,56634,869322,73471
NBody sequential,dahu-13.grenoble.grid5000.fr,76308,2607293,316695
QuickSort,dahu-13.grenoble.grid5000.fr,52777,558592,54040
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,2724,63355,7742
MergeSort,dahu-13.grenoble.grid5000.fr,62697,850889,92917
FrogJump,dahu-13.grenoble.grid5000.fr,1065195,12704618,1406284
Life - sequential generation,dahu-13.grenoble.grid5000.fr,161710,5469835,665719
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,191365,1276608,117886
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,34190421,209511121,20484680
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,34679,409423,31915
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,98426,1043637,74924
