name,machine_id,cpu_time_us,package_energy,core_energy
MergeSort,dahu-13.grenoble.grid5000.fr,77006,977049,87027
FrogJump,dahu-13.grenoble.grid5000.fr,851314,9396094,861987
Life - sequential generation,dahu-13.grenoble.grid5000.fr,72605,4998827,556171
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,343678,1047971,124558
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,53835738,273805513,26086561
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,59796,390563,31808
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,239866,1082639,88418
NBody sequential,dahu-13.grenoble.grid5000.fr,37392,1946162,149129
QuickSort,dahu-13.grenoble.grid5000.fr,64978,443969,47017
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,5466,160766,7895
MergeSort,dahu-13.grenoble.grid5000.fr,67636,906613,86384
FrogJump,dahu-13.grenoble.grid5000.fr,1090940,12922269,1297363
Life - sequential generation,dahu-13.grenoble.grid5000.fr,72994,4210011,413146
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,418169,1950434,161920
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,71347800,329128308,30920138
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,59799,439757,32589
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,188827,1153439,92642
NBody sequential,dahu-13.grenoble.grid5000.fr,38309,3572074,324375
QuickSort,dahu-13.grenoble.grid5000.fr,63561,601438,56319
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,5878,85937,7803
MergeSort,dahu-13.grenoble.grid5000.fr,75999,1019407,94386
FrogJump,dahu-13.grenoble.grid5000.fr,1097712,12856108,1291213
Life - sequential generation,dahu-13.grenoble.grid5000.fr,78313,4392384,347035
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,414945,2057856,181443
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,67829900,391898044,33095889
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,57390,326720,24633
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,181042,1079526,83079
NBody sequential,dahu-13.grenoble.grid5000.fr,34393,1906306,147890
QuickSort,dahu-13.grenoble.grid5000.fr,61105,526915,48440
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,5908,72876,8032
MergeSort,dahu-13.grenoble.grid5000.fr,65380,883603,73042
FrogJump,dahu-13.grenoble.grid5000.fr,2814330,13575039,1345788
Life - sequential generation,dahu-13.grenoble.grid5000.fr,72779,4072499,318974
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,424971,2197443,183722
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,68313114,340184554,30680401
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,55901,358397,24511
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,171257,1069272,75061
