name,machine_id,cpu_time_us,package_energy,core_energy
MergeSort,dahu-13.grenoble.grid5000.fr,81230,861631,108798
FrogJump,dahu-13.grenoble.grid5000.fr,935909,10123021,1226968
Life - sequential generation,dahu-13.grenoble.grid5000.fr,221914,5950180,742739
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,346699,1306149,131917
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,54991476,256978407,21873354
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,17165,326843,24266
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,169311,822935,57023
NBody sequential,dahu-13.grenoble.grid5000.fr,116298,3136894,348733
QuickSort,dahu-13.grenoble.grid5000.fr,64166,621580,54667
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,4261,143249,15606
MergeSort,dahu-13.grenoble.grid5000.fr,76690,862913,85665
FrogJump,dahu-13.grenoble.grid5000.fr,1172804,14607079,1481606
Life - sequential generation,dahu-13.grenoble.grid5000.fr,236171,5782395,665994
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,303477,1593258,128566
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,59331897,257650159,21740076
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,12137,320861,24281
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,100593,986082,66341
NBody sequential,dahu-13.grenoble.grid5000.fr,109416,2720025,310926
QuickSort,dahu-13.grenoble.grid5000.fr,60041,694761,62761
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,7433,69946,7941
MergeSort,dahu-13.grenoble.grid5000.fr,68708,992918,93804
FrogJump,dahu-13.grenoble.grid5000.fr,1479998,14689232,1509161
Life - sequential generation,dahu-13.grenoble.grid5000.fr,236420,5853684,673521
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,308747,1635372,127878
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,59091307,256208206,21841760
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,51190,341491,24434
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,84701,860106,57788
NBody sequential,dahu-13.grenoble.grid5000.fr,111333,2707696,311049
QuickSort,dahu-13.grenoble.grid5000.fr,61476,580016,54713
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,7996,131714,15713
MergeSort,dahu-13.grenoble.grid5000.fr,72634,973203,93575
FrogJump,dahu-13.grenoble.grid5000.fr,1213484,13979396,1426082
Life - sequential generation,dahu-13.grenoble.grid5000.fr,237849,5802170,669176
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,305402,1670589,130295
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,56991091,250332123,21363283
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,46491,378783,24709
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,134215,924558,67718
NBody sequential,dahu-13.grenoble.grid5000.fr,112236,3405265,308494
