name,machine_id,cpu_time_us,package_energy,core_energy
MergeSort,dahu-13.grenoble.grid5000.fr,82696,1262326,101255
FrogJump,dahu-13.grenoble.grid5000.fr,872339,14223474,1302198
Life - sequential generation,dahu-13.grenoble.grid5000.fr,247313,5447984,566727
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,386704,2067316,132942
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,82029736,389206584,30243862
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,38197,313781,24251
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,164079,871213,58186
NBody sequential,dahu-13.grenoble.grid5000.fr,120848,2743096,308907
QuickSort,dahu-13.grenoble.grid5000.fr,64586,672361,62485
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,5421,86304,7727
MergeSort,dahu-13.grenoble.grid5000.fr,73776,759947,78214
FrogJump,dahu-13.grenoble.grid5000.fr,1563188,17121843,1677323
Life - sequential generation,dahu-13.grenoble.grid5000.fr,255492,7275249,683328
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,365146,1658687,137058
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,88642996,372542320,29336939
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,12522,314452,24097
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,129105,881956,57788
NBody sequential,dahu-13.grenoble.grid5000.fr,132978,3087577,340486
QuickSort,dahu-13.grenoble.grid5000.fr,68020,568846,55049
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,4288,265014,14948
MergeSort,dahu-13.grenoble.grid5000.fr,74386,988034,94401
FrogJump,dahu-13.grenoble.grid5000.fr,1266768,16210103,1564440
Life - sequential generation,dahu-13.grenoble.grid5000.fr,275108,6377547,734966
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,349571,1832759,136706
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,114609802,541172931,44326073
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,24073,352722,24618
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,160703,974790,65759
NBody sequential,dahu-13.grenoble.grid5000.fr,120011,3428519,319250
QuickSort,dahu-13.grenoble.grid5000.fr,62822,734129,63067
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,8256,79773,7894
MergeSort,dahu-13.grenoble.grid5000.fr,75992,947141,79070
FrogJump,dahu-13.grenoble.grid5000.fr,1242441,14624657,1446737
Life - sequential generation,dahu-13.grenoble.grid5000.fr,265281,7402752,700449
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,342863,1796993,149374
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,104450801,564879902,42508158
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,2073,341308,25092
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,117268,903074,59196
NBody sequential,dahu-13.grenoble.grid5000.fr,125443,3601431,327726
QuickSort,dahu-13.grenoble.grid5000.fr,64627,697630,65897
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,6226,84411,7849
MergeSort,dahu-13.grenoble.grid5000.fr,80708,942075,95457
FrogJump,dahu-13.grenoble.grid5000.fr,1213153,15524252,1544458
Life - sequential generation,dahu-13.grenoble.grid5000.fr,255883,7424786,693534
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,313262,1664058,133370
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,101991234,517369953,41007841
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,20692,362365,25184
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,130233,869016,59319
NBody sequential,dahu-13.grenoble.grid5000.fr,117777,3515066,320382
QuickSort,dahu-13.grenoble.grid5000.fr,63750,647948,58752
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,5275,89538,7711
MergeSort,dahu-13.grenoble.grid5000.fr,72566,993101,92580
FrogJump,dahu-13.grenoble.grid5000.fr,1235554,15328208,1551802
Life - sequential generation,dahu-13.grenoble.grid5000.fr,267030,6083481,693014
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,343687,1882015,147661
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,95781216,400831371,31777473
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,57150,323120,24970
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,133213,929135,67229
NBody sequential,dahu-13.grenoble.grid5000.fr,130605,3650992,342016
QuickSort,dahu-13.grenoble.grid5000.fr,66836,650938,57283
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,10731,155334,15698
MergeSort,dahu-13.grenoble.grid5000.fr,76006,965085,81779
FrogJump,dahu-13.grenoble.grid5000.fr,1286953,15449240,1522579
Life - sequential generation,dahu-13.grenoble.grid5000.fr,284961,8306436,787261
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,331993,1726924,140072
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,87615549,395422510,31479689
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,55203,326110,25627
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,123363,862363,59058
NBody sequential,dahu-13.grenoble.grid5000.fr,132196,3040458,343409
QuickSort,dahu-13.grenoble.grid5000.fr,66058,713622,67855
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,8593,150573,15713
MergeSort,dahu-13.grenoble.grid5000.fr,76422,945616,95855
FrogJump,dahu-13.grenoble.grid5000.fr,1294042,16169576,1653242
Life - sequential generation,dahu-13.grenoble.grid5000.fr,282480,6527449,748262
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,352630,1786250,146007
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,87116602,381997801,31283818
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,19953,346007,24663
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,160350,908079,67473
NBody sequential,dahu-13.grenoble.grid5000.fr,127993,3825246,350844
QuickSort,dahu-13.grenoble.grid5000.fr,66729,758238,65193
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,4004,87402,7940
MergeSort,dahu-13.grenoble.grid5000.fr,76720,1056394,104147
FrogJump,dahu-13.grenoble.grid5000.fr,1255937,15626730,1467041
Life - sequential generation,dahu-13.grenoble.grid5000.fr,268300,8147379,747742
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,335680,1983881,148976
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,112086139,558582310,41276065
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,27752,331664,24878
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,103882,828489,58522
NBody sequential,dahu-13.grenoble.grid5000.fr,132581,3067253,343822
QuickSort,dahu-13.grenoble.grid5000.fr,68817,693236,66464
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,8928,146362,7849
MergeSort,dahu-13.grenoble.grid5000.fr,76674,928709,92213
FrogJump,dahu-13.grenoble.grid5000.fr,1257967,14536095,1467193
Life - sequential generation,dahu-13.grenoble.grid5000.fr,281908,6573897,738745
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,340374,1848262,146742
