name,machine_id,cpu_time_us,wall_clock_time_us,package_energy,core_energy
MergeSort,dahu-10.grenoble.grid5000.fr,178293,16609,1119565,89092
FrogJump,dahu-10.grenoble.grid5000.fr,2187403,171446,14823388,1306421
Life - sequential generation,dahu-10.grenoble.grid5000.fr,916502,101497,7593731,724945
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,1482756,30292,3282035,229331
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,161071,2892,333862,22858
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,497308,9854,1187375,75093
NBody sequential,dahu-10.grenoble.grid5000.fr,452640,48443,3533560,344112
QuickSort,dahu-10.grenoble.grid5000.fr,123125,8554,728758,58170
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,16227,1428,99731,6976
MergeSort,dahu-10.grenoble.grid5000.fr,180682,13065,997861,95442
FrogJump,dahu-10.grenoble.grid5000.fr,2449284,200724,17159868,1508350
Life - sequential generation,dahu-10.grenoble.grid5000.fr,926693,101752,8690834,728433
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,1372306,24747,2852532,193576
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,164285,2804,366027,22812
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,470946,8924,1092405,60878
NBody sequential,dahu-10.grenoble.grid5000.fr,460462,48192,4165639,344739
QuickSort,dahu-10.grenoble.grid5000.fr,127465,7871,749388,58844
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,14625,1431,178588,14550
MergeSort,dahu-10.grenoble.grid5000.fr,172220,12344,1140927,88924
FrogJump,dahu-10.grenoble.grid5000.fr,2443212,197875,17327104,1489241
Life - sequential generation,dahu-10.grenoble.grid5000.fr,944260,100812,8672280,729198
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,1377345,24547,2761529,186644
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,170485,3316,342163,22720
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,473238,10000,1169858,75184
NBody sequential,dahu-10.grenoble.grid5000.fr,438682,48427,3679618,347463
QuickSort,dahu-10.grenoble.grid5000.fr,122067,7891,670653,59287
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,15186,1525,159058,14505
MergeSort,dahu-10.grenoble.grid5000.fr,158876,11900,997251,87317
FrogJump,dahu-10.grenoble.grid5000.fr,2381984,194501,16667437,1463812
Life - sequential generation,dahu-10.grenoble.grid5000.fr,937417,101167,7433575,715398
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,1407358,25868,2945915,197875
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,152615,2646,253357,14811
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,473450,8479,1107846,67091
NBody sequential,dahu-10.grenoble.grid5000.fr,440041,48295,4150929,339063
QuickSort,dahu-10.grenoble.grid5000.fr,124373,7982,762328,57879
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,14008,1415,88623,6977
MergeSort,dahu-10.grenoble.grid5000.fr,160131,12740,1191281,93774
FrogJump,dahu-10.grenoble.grid5000.fr,5655610,445096,39418356,3451787
Life - sequential generation,dahu-10.grenoble.grid5000.fr,922223,101182,8718361,740703
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,1358626,25934,2964836,218714
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,146472,2593,346679,23868
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,464119,9083,1115170,70854
NBody sequential,dahu-10.grenoble.grid5000.fr,440924,48338,4178639,351762
QuickSort,dahu-10.grenoble.grid5000.fr,125394,8393,854795,69171
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,12226,1194,92529,7482
MergeSort,dahu-10.grenoble.grid5000.fr,181404,12556,1148618,100690
FrogJump,dahu-10.grenoble.grid5000.fr,3940455,318575,28320423,2479288
Life - sequential generation,dahu-10.grenoble.grid5000.fr,924967,101533,8731973,741071
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,1331120,23931,2766717,203535
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,154801,2704,242859,16279
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,442747,8893,1089658,63311
NBody sequential,dahu-10.grenoble.grid5000.fr,447082,48350,4181019,351992
QuickSort,dahu-10.grenoble.grid5000.fr,119490,8155,754820,61522
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,12794,1229,96069,7420
MergeSort,dahu-10.grenoble.grid5000.fr,162469,11986,1114865,95885
FrogJump,dahu-10.grenoble.grid5000.fr,2461986,203631,18048538,1556607
Life - sequential generation,dahu-10.grenoble.grid5000.fr,933350,101841,7582622,743258
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,1360390,25232,2838677,217826
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,158296,2867,331664,23624
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,456466,9098,1090207,70640
NBody sequential,dahu-10.grenoble.grid5000.fr,457451,48362,4187062,352680
QuickSort,dahu-10.grenoble.grid5000.fr,121840,7847,773314,61063
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,15946,1403,98328,7436
MergeSort,dahu-10.grenoble.grid5000.fr,154323,11755,1117246,96711
FrogJump,dahu-10.grenoble.grid5000.fr,2340193,193558,17491105,1523697
Life - sequential generation,dahu-10.grenoble.grid5000.fr,931606,101420,8726541,739449
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,1354023,28817,3306205,245152
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,153163,2926,375243,24786
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,414538,7413,914854,56441
NBody sequential,dahu-10.grenoble.grid5000.fr,387920,48692,4398670,367735
QuickSort,dahu-10.grenoble.grid5000.fr,129838,7935,696043,61965
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,14269,1216,78369,7390
MergeSort,dahu-10.grenoble.grid5000.fr,159924,12200,1034177,95946
FrogJump,dahu-10.grenoble.grid5000.fr,2325784,191711,17122759,1505305
Life - sequential generation,dahu-10.grenoble.grid5000.fr,948652,105392,9126625,770875
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,1354178,25405,2887993,211048
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,148003,2619,343322,24281
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,473155,9455,1092161,70579
NBody sequential,dahu-10.grenoble.grid5000.fr,443580,48409,4325855,360315
QuickSort,dahu-10.grenoble.grid5000.fr,113393,7859,755247,62026
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,13055,1316,173339,15071
MergeSort,dahu-10.grenoble.grid5000.fr,184740,15143,1304563,114704
FrogJump,dahu-10.grenoble.grid5000.fr,3719811,335257,28340992,2547373
Life - sequential generation,dahu-10.grenoble.grid5000.fr,942560,101330,7595500,735777
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,1349990,24238,2710687,202786
