name,machine_id,cpu_time_us,wall_clock_time_us,package_energy,core_energy
MergeSort,dahu-10.grenoble.grid5000.fr,112160,16452,1446895,117504
FrogJump,dahu-10.grenoble.grid5000.fr,1233131,135965,13042386,1048127
Life - sequential generation,dahu-10.grenoble.grid5000.fr,437296,100666,8867836,724531
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,658189,23884,2742547,175598
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,106517,3278,376830,23593
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,287887,9672,1309139,76438
NBody sequential,dahu-10.grenoble.grid5000.fr,211325,47693,4099599,343638
QuickSort,dahu-10.grenoble.grid5000.fr,86496,8230,778929,60665
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,9315,1343,90942,7436
MergeSort,dahu-10.grenoble.grid5000.fr,109498,13494,1225216,99220
FrogJump,dahu-10.grenoble.grid5000.fr,1431731,173522,15804891,1365219
Life - sequential generation,dahu-10.grenoble.grid5000.fr,453327,100742,8574624,727867
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,722212,22395,2627496,183126
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,103996,2854,266784,24174
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,286469,8719,1143551,63403
NBody sequential,dahu-10.grenoble.grid5000.fr,222602,40553,2899224,292842
QuickSort,dahu-10.grenoble.grid5000.fr,89377,7468,649900,54071
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,9667,1488,88073,7344
MergeSort,dahu-10.grenoble.grid5000.fr,108970,11825,1019101,96696
FrogJump,dahu-10.grenoble.grid5000.fr,1528564,178874,15600302,1394090
Life - sequential generation,dahu-10.grenoble.grid5000.fr,478241,86474,6196029,626397
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,706373,21559,2577935,185038
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,100097,2718,358947,24694
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,282670,8271,1034543,63954
NBody sequential,dahu-10.grenoble.grid5000.fr,226614,40455,2883110,291343
QuickSort,dahu-10.grenoble.grid5000.fr,88345,7640,635069,53611
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,9768,1400,147339,15132
MergeSort,dahu-10.grenoble.grid5000.fr,113012,13307,1167599,104652
FrogJump,dahu-10.grenoble.grid5000.fr,1528526,179019,15800558,1411502
Life - sequential generation,dahu-10.grenoble.grid5000.fr,476151,87084,6310286,630559
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,707565,20827,2532648,177878
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,111709,3020,310607,23746
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,304341,9034,1047300,71252
NBody sequential,dahu-10.grenoble.grid5000.fr,223819,40557,2894402,291786
QuickSort,dahu-10.grenoble.grid5000.fr,89602,7816,730528,61827
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,8735,1314,77575,7711
MergeSort,dahu-10.grenoble.grid5000.fr,125445,12829,1120664,103948
FrogJump,dahu-10.grenoble.grid5000.fr,1534294,181237,15827840,1408564
Life - sequential generation,dahu-10.grenoble.grid5000.fr,439645,86560,6452376,627086
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,748481,23738,2712090,202832
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,103054,2779,235290,16631
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,294975,8369,1007138,64352
NBody sequential,dahu-10.grenoble.grid5000.fr,243989,43798,3124503,321790
QuickSort,dahu-10.grenoble.grid5000.fr,84803,7710,733458,58614
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,10227,1566,145447,14918
MergeSort,dahu-10.grenoble.grid5000.fr,149508,16293,1282712,119294
FrogJump,dahu-10.grenoble.grid5000.fr,2275830,293900,24175048,2244571
Life - sequential generation,dahu-10.grenoble.grid5000.fr,481650,86205,6188583,628019
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,728988,23550,2679376,182268
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,98891,2709,233337,22767
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,280018,8175,979551,69370
NBody sequential,dahu-10.grenoble.grid5000.fr,223233,40547,3121940,297738
QuickSort,dahu-10.grenoble.grid5000.fr,87425,7696,725095,58660
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,13711,1721,156310,14688
MergeSort,dahu-10.grenoble.grid5000.fr,102521,11269,958921,81060
FrogJump,dahu-10.grenoble.grid5000.fr,1542423,184766,16253682,1430351
Life - sequential generation,dahu-10.grenoble.grid5000.fr,459331,87187,6408919,632625
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,728687,21340,2483453,166326
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,106727,2913,377380,22858
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,284810,8525,1033750,69171
NBody sequential,dahu-10.grenoble.grid5000.fr,213443,47749,4136281,349605
QuickSort,dahu-10.grenoble.grid5000.fr,85306,8004,774961,58752
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,8488,1187,96130,7344
MergeSort,dahu-10.grenoble.grid5000.fr,102954,12622,1097958,95426
FrogJump,dahu-10.grenoble.grid5000.fr,1486403,179032,16194050,1392132
Life - sequential generation,dahu-10.grenoble.grid5000.fr,427567,100157,8497293,720600
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,721978,22382,2597710,174374
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,102873,2795,371886,22904
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,279226,7806,945982,54208
NBody sequential,dahu-10.grenoble.grid5000.fr,208598,47724,4096608,349161
QuickSort,dahu-10.grenoble.grid5000.fr,84957,7884,782896,58936
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,9311,1381,85449,7313
MergeSort,dahu-10.grenoble.grid5000.fr,106765,13004,1218625,96038
FrogJump,dahu-10.grenoble.grid5000.fr,1494486,184651,16768206,1428622
Life - sequential generation,dahu-10.grenoble.grid5000.fr,475908,86628,6203414,626795
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,731331,22680,2569024,173349
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,112423,3053,312317,23072
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,281949,8233,1017515,61231
NBody sequential,dahu-10.grenoble.grid5000.fr,215839,40627,2976128,289904
QuickSort,dahu-10.grenoble.grid5000.fr,94290,7810,640318,50643
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,19307,2089,153564,14550
MergeSort,dahu-10.grenoble.grid5000.fr,113479,12712,1120419,95013
FrogJump,dahu-10.grenoble.grid5000.fr,3668268,412444,36693936,3213107
Life - sequential generation,dahu-10.grenoble.grid5000.fr,459564,87559,6464767,626902
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,711076,21287,2485223,165714
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,100431,2761,367858,22981
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,295274,8892,1134030,62209
NBody sequential,dahu-10.grenoble.grid5000.fr,205829,47632,4128834,348290
QuickSort,dahu-10.grenoble.grid5000.fr,86125,7707,770567,51500
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,8416,1202,86792,7344
MergeSort,dahu-10.grenoble.grid5000.fr,108088,12244,1132199,95609
FrogJump,dahu-10.grenoble.grid5000.fr,1522306,182296,16361714,1417973
Life - sequential generation,dahu-10.grenoble.grid5000.fr,435626,101395,9200965,770493
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,740321,23638,2803704,183738
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,101349,2761,263488,15835
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,289013,7687,1049741,55707
NBody sequential,dahu-10.grenoble.grid5000.fr,207115,47710,4144521,342490
QuickSort,dahu-10.grenoble.grid5000.fr,85654,7882,681761,53795
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,11258,1828,186950,7390
MergeSort,dahu-10.grenoble.grid5000.fr,111015,12269,1070432,94401
FrogJump,dahu-10.grenoble.grid5000.fr,2270572,299023,24708189,2283281
Life - sequential generation,dahu-10.grenoble.grid5000.fr,431356,84258,6197433,612720
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,710018,21179,2426080,179606
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,101561,2741,363036,23501
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,307198,8919,1116635,71558
NBody sequential,dahu-10.grenoble.grid5000.fr,211928,40518,3038750,291328
QuickSort,dahu-10.grenoble.grid5000.fr,84990,7917,731627,61430
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,13733,2025,156921,15193
MergeSort,dahu-10.grenoble.grid5000.fr,120128,12508,1076536,102051
