name,machine_id,cpu_time_us,wall_clock_time_us,package_energy,core_energy
MergeSort,dahu-10.grenoble.grid5000.fr,168676,18062,1738399,134808
FrogJump,dahu-10.grenoble.grid5000.fr,3282949,277689,26227532,2212655
Life - sequential generation,dahu-10.grenoble.grid5000.fr,771674,101630,8126261,748216
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,1190319,27243,3131584,232621
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,140042,2705,375609,24143
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,413984,9681,1098692,74144
NBody sequential,dahu-10.grenoble.grid5000.fr,364385,48126,4214162,355909
QuickSort,dahu-10.grenoble.grid5000.fr,107949,7726,654478,53642
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,11758,1246,184387,15178
MergeSort,dahu-10.grenoble.grid5000.fr,147088,13030,1101377,97492
FrogJump,dahu-10.grenoble.grid5000.fr,2128655,197014,17589737,1547289
Life - sequential generation,dahu-10.grenoble.grid5000.fr,781856,101548,8793068,747007
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,1187572,24787,2904411,218820
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,140778,2674,218688,15881
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,431550,10519,1259763,89673
NBody sequential,dahu-10.grenoble.grid5000.fr,341103,48074,3683645,354577
QuickSort,dahu-10.grenoble.grid5000.fr,103863,7885,758604,61858
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,14457,1491,179992,15055
MergeSort,dahu-10.grenoble.grid5000.fr,137079,13028,1170834,103183
FrogJump,dahu-10.grenoble.grid5000.fr,2106239,190573,16698261,1522503
Life - sequential generation,dahu-10.grenoble.grid5000.fr,777591,100990,7640178,746442
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,1143210,22653,2675164,201439
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,146878,2784,185119,15775
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,395258,8525,1115231,74786
NBody sequential,dahu-10.grenoble.grid5000.fr,374343,48109,3571951,356230
QuickSort,dahu-10.grenoble.grid5000.fr,111072,8058,689146,60971
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,12990,1191,73913,7528
MergeSort,dahu-10.grenoble.grid5000.fr,146000,12898,1126401,106166
FrogJump,dahu-10.grenoble.grid5000.fr,2075029,195342,17013140,1537941
Life - sequential generation,dahu-10.grenoble.grid5000.fr,734143,101363,7911235,744375
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,1201387,25169,2888054,215516
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,148890,2817,355651,15866
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,397796,8136,942868,65806
NBody sequential,dahu-10.grenoble.grid5000.fr,379695,48085,3609793,354792
QuickSort,dahu-10.grenoble.grid5000.fr,104220,7872,723509,61017
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,14460,1660,176575,14841
MergeSort,dahu-10.grenoble.grid5000.fr,151413,11983,963499,95778
FrogJump,dahu-10.grenoble.grid5000.fr,2270556,210476,18330702,1677676
Life - sequential generation,dahu-10.grenoble.grid5000.fr,801202,101103,7440105,742050
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,1123065,23194,2670953,185895
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,140345,2715,199341,16035
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,367091,7718,890866,54208
NBody sequential,dahu-10.grenoble.grid5000.fr,364889,48189,3640311,353522
QuickSort,dahu-10.grenoble.grid5000.fr,108334,7684,716917,52494
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,12084,1374,173095,14826
MergeSort,dahu-10.grenoble.grid5000.fr,138431,11982,1054868,93024
FrogJump,dahu-10.grenoble.grid5000.fr,2140338,192584,16406574,1482279
Life - sequential generation,dahu-10.grenoble.grid5000.fr,797774,101203,7454204,744254
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,1137626,23119,2729790,187073
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,150505,2886,307800,16249
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,397153,8549,1092405,70885
NBody sequential,dahu-10.grenoble.grid5000.fr,371162,48170,4189259,352650
QuickSort,dahu-10.grenoble.grid5000.fr,105512,7764,753111,59914
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,13609,1421,93750,7344
MergeSort,dahu-10.grenoble.grid5000.fr,139554,11893,1057187,82895
FrogJump,dahu-10.grenoble.grid5000.fr,2118776,193523,17422502,1535294
Life - sequential generation,dahu-10.grenoble.grid5000.fr,793852,100974,7530315,744743
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,1148375,24724,2758660,195549
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,140173,2676,308471,15958
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,385546,7451,899534,55799
NBody sequential,dahu-10.grenoble.grid5000.fr,371340,48265,3532096,354149
QuickSort,dahu-10.grenoble.grid5000.fr,103930,7929,741209,60496
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,11033,1193,95702,7436
MergeSort,dahu-10.grenoble.grid5000.fr,142258,12360,1123349,93177
FrogJump,dahu-10.grenoble.grid5000.fr,2108509,191014,16613849,1512987
