name,machine_id,cpu_time_us,wall_clock_time_us,package_energy,core_energy
MergeSort,dahu-10.grenoble.grid5000.fr,131945,18227,1510799,148884
FrogJump,dahu-10.grenoble.grid5000.fr,3553581,279351,23057924,2205128
Life - sequential generation,dahu-10.grenoble.grid5000.fr,73339,73475,3941091,352420
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,2642153,43001,4539478,359167
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,171270,2999,348571,25000
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,901475,14812,1702083,124649
NBody sequential,dahu-10.grenoble.grid5000.fr,34643,34701,2241205,240195
QuickSort,dahu-10.grenoble.grid5000.fr,180914,7379,636900,55707
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,9257,1199,83617,7436
MergeSort,dahu-10.grenoble.grid5000.fr,111778,12152,973692,97415
FrogJump,dahu-10.grenoble.grid5000.fr,1959265,184887,14705834,1485447
Life - sequential generation,dahu-10.grenoble.grid5000.fr,73322,73400,3959645,357974
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,2613861,43443,4488880,361922
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,172152,3103,341857,25290
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,868063,14296,1596492,116402
NBody sequential,dahu-10.grenoble.grid5000.fr,34485,34606,2423029,239323
QuickSort,dahu-10.grenoble.grid5000.fr,168558,8019,701109,65240
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,8929,1152,111450,7298
MergeSort,dahu-10.grenoble.grid5000.fr,119578,11451,923521,89276
FrogJump,dahu-10.grenoble.grid5000.fr,1895254,176947,13816798,1411501
Life - sequential generation,dahu-10.grenoble.grid5000.fr,73834,73927,4845752,521516
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,2577741,41929,4369312,346070
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,180103,3233,433410,25628
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,912149,14999,1708736,124373
