name,machine_id,cpu_time_us,wall_clock_time_us,package_energy,core_energy
MergeSort,dahu-10.grenoble.grid5000.fr,81505,15270,1248715,109946
FrogJump,dahu-10.grenoble.grid5000.fr,889973,120588,10376865,941164
Life - sequential generation,dahu-10.grenoble.grid5000.fr,73295,73383,4662037,510500
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,369537,16343,1875361,112272
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,65516,3141,347899,21251
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,198651,8892,1194761,62792
NBody sequential,dahu-10.grenoble.grid5000.fr,31663,31794,2106867,223441
QuickSort,dahu-10.grenoble.grid5000.fr,85104,7803,734495,57650
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,8481,1751,169494,14688
MergeSort,dahu-10.grenoble.grid5000.fr,78273,13787,1151425,102770
FrogJump,dahu-10.grenoble.grid5000.fr,895798,133158,11201265,1045602
Life - sequential generation,dahu-10.grenoble.grid5000.fr,73408,73534,4579089,510821
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,363587,16108,1862055,112914
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,65058,3085,341186,21618
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,192197,8762,1061825,56411
NBody sequential,dahu-10.grenoble.grid5000.fr,30923,31049,2016230,217336
QuickSort,dahu-10.grenoble.grid5000.fr,78649,7228,635130,51821
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,7989,1646,89660,7436
MergeSort,dahu-10.grenoble.grid5000.fr,73555,11850,1034970,89091
FrogJump,dahu-10.grenoble.grid5000.fr,916795,137104,11487214,1089497
Life - sequential generation,dahu-10.grenoble.grid5000.fr,73189,73318,4630115,511280
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,451052,19836,2128718,148287
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,66785,3091,342101,22858
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,225357,9986,1281246,76286
NBody sequential,dahu-10.grenoble.grid5000.fr,32111,32237,2210809,223120
QuickSort,dahu-10.grenoble.grid5000.fr,85810,8214,718138,67794
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,8729,1762,160155,15055
MergeSort,dahu-10.grenoble.grid5000.fr,87798,12971,1071164,100506
FrogJump,dahu-10.grenoble.grid5000.fr,938179,153847,12244964,1119333
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72757,72963,4597400,513943
