name,cpu_time_us,package_energy,core_energy
MergeSort,81620980,137582472,21958911
FrogJump,8223403,33194251,3731777
Life - sequential generation,2528915,8900063,1033347
Life - parallel iterators generation,7029725,6361068,623398
Life - parallel bridge generation,1754392238,1425168653,129743342
NBody parallel iterator,413679,439513,43666
NBody parallel reduce,1881498,1875422,167780
NBody sequential,1152308,4043202,445199
QuickSort,295551,892698,88785
Travelling Salesman Problem,29777,183898,19630
MergeSort,90903051,130789887,16580686
FrogJump,13113395,30968182,3481040
Life - sequential generation,2595397,8825600,1022774
Life - parallel iterators generation,6686883,6451583,610913
Life - parallel bridge generation,1584536457,1395665494,127373204
NBody parallel iterator,243586,452880,42075
NBody parallel reduce,1587569,1863155,160894
NBody sequential,1178657,3827627,443379
QuickSort,270456,848935,98946
Travelling Salesman Problem,28366,159423,19752
MergeSort,86337824,127405252,14232396
FrogJump,14135995,31488201,3466919
Life - sequential generation,2530534,8888405,1020174
Life - parallel iterators generation,7179388,6338180,590243
Life - parallel bridge generation,1665281247,1353614577,129540127
NBody parallel iterator,178759,457030,42671
NBody parallel reduce,1503717,1897395,169310
NBody sequential,1076113,3934987,452666
QuickSort,290912,885496,91463
Travelling Salesman Problem,23557,91552,10022
MergeSort,87131565,122732535,14809574
FrogJump,12629563,37142727,4092872
Life - sequential generation,2589942,9149695,1029308
Life - parallel iterators generation,7338897,6360702,598888
Life - parallel bridge generation,1662978867,1767059258,158837837
NBody parallel iterator,352158,456725,44569
NBody parallel reduce,1574416,1747188,159181
NBody sequential,1063127,3994924,451656
QuickSort,286111,856687,91219
Travelling Salesman Problem,27844,170715,19875
MergeSort,85709391,122688712,13654852
FrogJump,10508192,32853675,3716691
Life - sequential generation,2576427,9163245,1024534
Life - parallel iterators generation,7042085,6175399,604488
Life - parallel bridge generation,1477874007,1314050591,116388125
NBody parallel iterator,235150,444395,32191
NBody parallel reduce,1488556,1855098,168024
NBody sequential,1061820,3922292,450402
QuickSort,273120,877012,90438
Travelling Salesman Problem,23375,184753,19952
MergeSort,85933265,127068278,13828339
FrogJump,11746703,32599282,3653227
Life - sequential generation,2546242,8794228,1031159
Life - parallel iterators generation,6867490,5948838,578125
Life - parallel bridge generation,2354764659,1413671369,124563680
NBody parallel iterator,491622,450194,44079
NBody parallel reduce,1178300,1869013,167336
NBody sequential,1101556,3862050,449774
QuickSort,289644,786863,80539
Travelling Salesman Problem,22748,171081,20318
MergeSort,82813731,131659331,19701871
FrogJump,9913043,32820900,3672092
Life - sequential generation,2589475,8863564,1028527
Life - parallel iterators generation,6715705,6496383,622924
Life - parallel bridge generation,1456088629,1349985924,119413517
