name,cpu_time_us,package_energy,core_energy
MergeSort,68083704,144027707,16495466
FrogJump,7195069,29493210,3299827
Life - sequential generation,2060428,8864174,1015737
Life - parallel iterators generation,6763731,6434981,597633
Life - parallel bridge generation,1529368871,1468569727,134251946
NBody parallel iterator,552428,443419,42274
NBody parallel reduce,1641015,1644711,163449
NBody sequential,892429,3805227,430236
QuickSort,241761,866697,91264
Travelling Salesman Problem,23409,179565,20227
MergeSort,72362783,131591277,21706784
FrogJump,8508880,32450113,3665773
Life - sequential generation,2201305,8924415,1022897
Life - parallel iterators generation,6204086,7125043,704947
Life - parallel bridge generation,1618077753,1398402670,127724936
NBody parallel iterator,234670,453185,43238
NBody parallel reduce,1906856,1648983,157147
NBody sequential,903747,4013173,448015
QuickSort,239801,851866,91172
Travelling Salesman Problem,22950,181701,20013
MergeSort,71842357,124963303,13682959
FrogJump,8284305,65229204,7327491
Life - sequential generation,2087158,9510718,1018491
Life - parallel iterators generation,6951222,6317733,608741
Life - parallel bridge generation,1572553184,2068420181,201083708
NBody parallel iterator,272425,436522,41846
NBody parallel reduce,1518897,1655879,148013
NBody sequential,858288,3905263,433464
QuickSort,259263,859373,89704
Travelling Salesman Problem,22336,162475,19600
MergeSort,76868357,138397290,15301239
FrogJump,17309543,31772990,3587453
Life - sequential generation,2009013,8868752,1002318
Life - parallel iterators generation,6955292,6359908,614433
Life - parallel bridge generation,1584847674,1327472432,131504128
NBody parallel iterator,184919,444335,40973
NBody parallel reduce,1474101,1649410,143789
NBody sequential,869359,4240834,434260
QuickSort,246723,877988,87684
Travelling Salesman Problem,22456,102600,9731
MergeSort,72322959,128217811,13542428
FrogJump,8116588,31372722,3482938
Life - sequential generation,2024433,8899269,1002624
Life - parallel iterators generation,6589383,6248336,581094
Life - parallel bridge generation,1612156812,1726618321,166381013
NBody parallel iterator,342336,557554,41953
NBody parallel reduce,1955573,1525447,132667
NBody sequential,919406,4212941,443272
QuickSort,260726,859983,92917
Travelling Salesman Problem,22454,95581,9945
MergeSort,76716389,137722182,22368416
FrogJump,8535292,31836405,3525013
Life - sequential generation,2200879,8846352,1009754
Life - parallel iterators generation,7041999,6358992,599592
Life - parallel bridge generation,1648405538,1335668394,118046064
NBody parallel iterator,375890,451659,41861
NBody parallel reduce,1713588,1649104,140913
NBody sequential,891294,3877858,437090
QuickSort,258502,864622,87715
Travelling Salesman Problem,23080,187072,19507
MergeSort,80927665,123727467,13252447
FrogJump,10105024,30587996,3355596
Life - sequential generation,2116663,8958168,1003818
Life - parallel iterators generation,7097270,6535689,607854
Life - parallel bridge generation,1548274088,1339938282,119720007
NBody parallel iterator,316542,348998,43437
NBody parallel reduce,1116146,1635067,147401
NBody sequential,884651,3883108,444389
QuickSort,241468,854307,90515
Travelling Salesman Problem,23544,97167,9914
MergeSort,73835644,125646835,13676578
FrogJump,8086829,31972514,3596021
Life - sequential generation,2115188,9351905,995816
Life - parallel iterators generation,7405943,6263351,587489
Life - parallel bridge generation,1516237559,1749719520,170102218
NBody parallel iterator,307900,466063,43467
NBody parallel reduce,1576652,1511715,135497
NBody sequential,850372,3865896,434000
QuickSort,240102,854002,89459
Travelling Salesman Problem,34360,183960,19737
MergeSort,72190115,127533670,13427234
FrogJump,8367909,31629374,3533137
Life - sequential generation,2010496,8982155,991914
Life - parallel iterators generation,6921395,6213058,587979
Life - parallel bridge generation,1930264969,1368418067,120383047
NBody parallel iterator,151965,435057,32406
NBody parallel reduce,1480849,1523068,146160
NBody sequential,860954,3861806,432148
QuickSort,253796,857297,79606
Travelling Salesman Problem,22028,189026,19706
MergeSort,74735904,130993683,13649696
FrogJump,8109206,30564924,3424415
Life - sequential generation,2024411,9012794,1011238
Life - parallel iterators generation,6826765,6148178,592141
Life - parallel bridge generation,2424967634,1301343959,124596683
NBody parallel iterator,293994,567320,54193
NBody parallel reduce,1495381,1767573,163618
NBody sequential,887114,3882070,435484
QuickSort,250207,860594,90714
Travelling Salesman Problem,20939,185180,9914
MergeSort,77852526,120894771,13180338
FrogJump,8508201,31097760,3486273
Life - sequential generation,2057144,8956154,999947
Life - parallel iterators generation,7188359,6396224,659567
Life - parallel bridge generation,2014817630,1394538666,135091304
NBody parallel iterator,136642,427367,43345
NBody parallel reduce,1300990,1738460,160222
NBody sequential,872786,4222157,444373
QuickSort,260560,885435,91418
Travelling Salesman Problem,21685,190612,20058
MergeSort,76134885,132310452,14266638
FrogJump,10269765,31775492,3498116
Life - sequential generation,2086163,8813149,1002900
Life - parallel iterators generation,6941542,6181136,624929
