name,cpu_time_us,package_energy,core_energy
MergeSort,89740585,135536457,17145318
FrogJump,9285078,32364785,3489946
Life - sequential generation,2669260,9475623,1028252
Life - parallel iterators generation,7257223,6387923,589158
Life - parallel bridge generation,1924399829,1582160562,149139596
NBody parallel iterator,543017,429321,45165
NBody parallel reduce,1646980,1862300,155080
NBody sequential,1232542,4114370,443991
QuickSort,295347,892820,89352
Travelling Salesman Problem,29243,95031,9930
MergeSort,89620756,132943446,13806873
FrogJump,11275733,33934789,3679038
Life - sequential generation,2640080,9536474,1040553
Life - parallel iterators generation,6684856,6445784,608558
Life - parallel bridge generation,1525440298,1639070755,157312382
NBody parallel iterator,112422,448730,44829
NBody parallel reduce,1566113,1640682,142780
NBody sequential,1136100,4442799,457868
QuickSort,292272,879575,93009
Travelling Salesman Problem,27775,0,10022
MergeSort,90704000,147510974,22737284
FrogJump,10437935,34128087,3764856
Life - sequential generation,2604390,9943456,1027854
Life - parallel iterators generation,7244168,6437300,625846
Life - parallel bridge generation,2003582483,1555329087,149152800
NBody parallel iterator,316835,552732,53856
NBody parallel reduce,1418726,1764522,148273
NBody sequential,1186436,4256458,452559
QuickSort,295806,893613,103780
Travelling Salesman Problem,27476,195862,19798
MergeSort,89347889,140852056,14437524
FrogJump,13755727,48199889,5294581
Life - sequential generation,2666785,9998754,1043536
Life - parallel iterators generation,6968679,6225142,578356
Life - parallel bridge generation,1525138028,1541541219,144694685
NBody parallel iterator,48750,452209,46267
NBody parallel reduce,1621220,1642695,148670
NBody sequential,1100801,4231373,457394
QuickSort,283734,998960,102694
Travelling Salesman Problem,34131,96496,20579
MergeSort,86632450,139732614,19592660
FrogJump,12538928,34160496,3784042
Life - sequential generation,2551266,9519934,1060290
Life - parallel iterators generation,7074838,6177963,635348
Life - parallel bridge generation,1466555312,1258334486,120340482
NBody parallel iterator,91644,561095,56120
NBody parallel reduce,1652042,3507315,338574
NBody sequential,1134539,4220387,453890
QuickSort,289898,906004,101730
Travelling Salesman Problem,40359,171204,20640
MergeSort,89179418,137664320,14161037
FrogJump,11164662,34908603,3886751
Life - sequential generation,2602758,10096043,1055119
Life - parallel iterators generation,6965701,6277694,642508
Life - parallel bridge generation,1601080550,1336424984,119189555
NBody parallel iterator,84765,346801,34670
NBody parallel reduce,1401456,1653499,147538
NBody sequential,1144857,4382741,457745
QuickSort,288711,791319,92702
Travelling Salesman Problem,27000,187500,20456
MergeSort,90826247,131821745,14041070
FrogJump,14133972,51338736,5665773
Life - sequential generation,2624104,9433631,1054782
Life - parallel iterators generation,7107847,6354415,638928
Life - parallel bridge generation,1479620302,1288485044,115861912
NBody parallel iterator,419264,445799,56488
NBody parallel reduce,1587573,1860713,169447
NBody sequential,1234652,4369739,457241
QuickSort,296153,907957,92412
Travelling Salesman Problem,29065,97107,10190
MergeSort,89357323,134520591,14566579
FrogJump,11311207,32992592,3696219
Life - sequential generation,2696404,10013280,1058530
Life - parallel iterators generation,6236056,6186630,629901
Life - parallel bridge generation,2050876620,1549827026,140538410
NBody parallel iterator,316370,346374,34716
NBody parallel reduce,1615858,1628658,154514
NBody sequential,1124956,4137562,456154
QuickSort,281785,885313,102204
Travelling Salesman Problem,28333,100463,10190
MergeSort,86777742,129517979,14137276
FrogJump,11158970,34060948,3841738
Life - sequential generation,2500784,9251563,1056572
Life - parallel iterators generation,6691217,6381637,646379
Life - parallel bridge generation,2118257067,1308055977,121661760
NBody parallel iterator,145688,445189,44646
NBody parallel reduce,1413752,1734126,153244
NBody sequential,1206212,4346120,454043
QuickSort,302883,896726,92030
Travelling Salesman Problem,31381,174805,20104
MergeSort,88254735,127908792,13709213
FrogJump,11196782,33363623,3730370
Life - sequential generation,2668520,9409583,1060657
Life - parallel iterators generation,6705078,6291061,636679
Life - parallel bridge generation,1504740924,1516669884,138411190
NBody parallel iterator,223357,561889,56151
NBody parallel reduce,1639355,1763911,154148
NBody sequential,1137725,4020864,451304
QuickSort,277899,859861,90821
Travelling Salesman Problem,28541,190246,10174
MergeSort,88753716,131466277,14163623
FrogJump,11400080,29180895,3615512
Life - sequential generation,2761203,8877602,1048861
Life - parallel iterators generation,7070268,6470625,646456
Life - parallel bridge generation,1451042119,1539074368,141395868
NBody parallel iterator,214227,566771,58599
NBody parallel reduce,1349090,1741206,158493
NBody sequential,1088612,4452382,459092
QuickSort,296542,894529,93559
Travelling Salesman Problem,27386,96435,10220
MergeSort,87967984,140553656,20379585
FrogJump,10844167,35853180,3972278
Life - sequential generation,2632615,10247044,1130410
Life - parallel iterators generation,6819291,6359847,624011
Life - parallel bridge generation,1841376374,1279759053,124633402
NBody parallel iterator,560722,451292,44079
NBody parallel reduce,1725986,1764033,155693
NBody sequential,1154211,4171864,465043
QuickSort,281337,880979,92121
Travelling Salesman Problem,26084,195190,20349
MergeSort,88425397,140445502,18873682
FrogJump,11272871,33085792,3615558
Life - sequential generation,2673358,9445776,1036514
Life - parallel iterators generation,6846361,6389571,633282
Life - parallel bridge generation,1483565623,1238734500,111472602
NBody parallel iterator,313565,570067,54116
NBody parallel reduce,1545224,1740352,154530
NBody sequential,1237299,4042836,468838
QuickSort,277948,876097,92917
Travelling Salesman Problem,26817,189758,20395
MergeSort,87987125,135534321,14929633
FrogJump,10685907,34296787,3867182
Life - sequential generation,2646650,9911778,1056955
Life - parallel iterators generation,6722525,6354842,649684
Life - parallel bridge generation,1790234899,1285858708,116142789
NBody parallel iterator,335278,454101,44523
NBody parallel reduce,1532665,1743709,157666
NBody sequential,1163862,4164967,460821
QuickSort,293342,874144,93131
Travelling Salesman Problem,30948,101441,10374
MergeSort,93649345,134400535,14377945
FrogJump,16137324,32976234,3680293
Life - sequential generation,2578593,9490821,1064512
Life - parallel iterators generation,6864106,6273788,639204
Life - parallel bridge generation,1427366571,1235832773,112110428
NBody parallel iterator,454654,341796,32803
NBody parallel reduce,1426928,1752742,160115
NBody sequential,1192594,4041127,460515
QuickSort,304800,862486,92963
Travelling Salesman Problem,28726,98205,10251
MergeSort,90204510,130379671,16163563
FrogJump,11419609,68537178,7687730
Life - sequential generation,2657493,9899816,1065554
Life - parallel iterators generation,6777472,6260665,641636
Life - parallel bridge generation,1474637725,1300939967,116947799
NBody parallel iterator,335658,444824,45885
NBody parallel reduce,1530156,1862361,165041
NBody sequential,1161949,4091420,457180
QuickSort,279894,869078,93009
Travelling Salesman Problem,29970,201903,20640
MergeSort,89893569,141831668,14584710
FrogJump,11059320,33845617,3761229
Life - sequential generation,2643607,9462439,1058362
Life - parallel iterators generation,6937487,6603010,667800
Life - parallel bridge generation,1428821428,1264736264,122504331
NBody parallel iterator,329839,440551,45135
NBody parallel reduce,1536476,1976619,171529
NBody sequential,1204461,4374683,454303
QuickSort,286719,791441,82497
Travelling Salesman Problem,36174,202087,20150
MergeSort,89237774,148367174,21238756
FrogJump,18629617,34793124,3868988
Life - sequential generation,2690145,9448340,1074917
Life - parallel iterators generation,7126363,6496748,637933
Life - parallel bridge generation,1422670000,1574387144,142880565
NBody parallel iterator,70585,583434,56427
NBody parallel reduce,1261973,1681820,146223
NBody sequential,1203452,4153981,452268
QuickSort,281447,843015,91570
Travelling Salesman Problem,27964,203491,20227
MergeSort,88976504,154120821,24104048
FrogJump,11543883,33893834,3731134
Life - sequential generation,2601744,9753759,1050865
Life - parallel iterators generation,6613753,6378585,624837
Life - parallel bridge generation,1439295105,1421647422,136206720
NBody parallel iterator,488527,569212,57023
NBody parallel reduce,1588697,1748775,159090
NBody sequential,1227458,4153127,453155
QuickSort,287376,896055,91387
Travelling Salesman Problem,28035,97595,20288
MergeSort,87256851,138300244,14325436
FrogJump,10838703,35482025,3946528
Life - sequential generation,2579997,9423987,1036606
Life - parallel iterators generation,6979026,5952438,580313
Life - parallel bridge generation,1681419703,1466720183,130639494
NBody parallel iterator,363196,557310,45288
NBody parallel reduce,1519123,1766170,156397
NBody sequential,1159343,4090260,450600
QuickSort,290134,783628,81335
Travelling Salesman Problem,28402,85449,10006
MergeSort,87028503,136349078,14636623
FrogJump,18011627,34505832,3887149
Life - sequential generation,2692742,10013890,1045403
Life - parallel iterators generation,7135130,6464156,623368
Life - parallel bridge generation,2208288154,1555711166,140123703
NBody parallel iterator,478373,462463,45686
NBody parallel reduce,1775820,1758724,147217
NBody sequential,1166998,4173695,462397
QuickSort,313781,783507,81947
Travelling Salesman Problem,26735,96557,10296
MergeSort,91118339,136006426,14136451
FrogJump,11492512,35159212,3869614
Life - sequential generation,2652021,9943639,1054843
Life - parallel iterators generation,6949456,6067245,588438
Life - parallel bridge generation,1661856389,1404398443,125363947
NBody parallel iterator,245514,462157,44049
NBody parallel reduce,1349222,1755855,152312
NBody sequential,1220708,4047047,453890
QuickSort,301710,867430,91662
Travelling Salesman Problem,27762,187683,20288
MergeSort,90504377,164143379,16743066
FrogJump,12104545,35373140,3875964
Life - sequential generation,2722125,9410682,1051400
Life - parallel iterators generation,7053061,6490523,608496
Life - parallel bridge generation,1667734136,1687611036,163674932
NBody parallel iterator,455803,459410,46619
NBody parallel reduce,1283130,1527645,134380
NBody sequential,1093427,4296315,467981
QuickSort,294656,858884,92963
Travelling Salesman Problem,28849,96375,10267
MergeSort,86052322,142451783,19590992
FrogJump,14184605,33621068,3738876
Life - sequential generation,2660529,9332191,1055792
Life - parallel iterators generation,6859170,6287155,604488
Life - parallel bridge generation,2226279492,1414627910,147415363
NBody parallel iterator,173236,451720,44967
NBody parallel reduce,1363577,1866512,168881
NBody sequential,1160999,4024831,463376
QuickSort,311429,897093,100169
Travelling Salesman Problem,33178,90882,10082
MergeSort,90237033,134507163,15139350
FrogJump,10754911,34627780,3867198
Life - sequential generation,2653360,9937414,1057781
Life - parallel iterators generation,6848341,6415633,648782
Life - parallel bridge generation,2236521256,1444518458,139623653
NBody parallel iterator,295625,454710,44752
NBody parallel reduce,1540638,2283563,210895
NBody sequential,1009455,4196889,455206
QuickSort,297284,950010,101301
Travelling Salesman Problem,27751,262084,30294
MergeSort,89059118,136857316,14244514
FrogJump,13066052,33683935,3723224
Life - sequential generation,2590979,9447180,1042435
Life - parallel iterators generation,6961043,6265365,596241
Life - parallel bridge generation,1635484848,1686150530,164321709
NBody parallel iterator,351484,459410,45732
NBody parallel reduce,1422987,1645138,140867
NBody sequential,1173524,4594837,457990
QuickSort,284523,943235,89153
Travelling Salesman Problem,36997,174621,20150
MergeSort,88063558,133338343,13782882
FrogJump,11498098,33105507,3651850
Life - sequential generation,2590712,9581946,1037799
Life - parallel iterators generation,7077407,6370345,598750
Life - parallel bridge generation,1646861051,1421649864,147785087
NBody parallel iterator,443611,448790,44599
NBody parallel reduce,1852527,1625301,143545
NBody sequential,1121055,4072255,446974
QuickSort,273846,901609,89030
Travelling Salesman Problem,36564,90332,9961
MergeSort,86762801,136080340,14363579
FrogJump,11554418,32680215,3564839
Life - sequential generation,2624500,9570227,1036376
Life - parallel iterators generation,7018896,6353804,596164
Life - parallel bridge generation,1657316130,1431063597,138887953
NBody parallel iterator,363418,458190,44859
NBody parallel reduce,1192227,1630306,145059
NBody sequential,1134247,4123220,447235
QuickSort,277761,878721,90484
Travelling Salesman Problem,47104,188476,20364
MergeSort,89567692,136350664,14409296
FrogJump,15488715,34013219,3730155
Life - sequential generation,2543168,9891027,1027640
Life - parallel iterators generation,6816531,6291305,632211
Life - parallel bridge generation,1615755723,1432837518,140327255
NBody parallel iterator,452099,436644,45808
NBody parallel reduce,1630898,1652400,144692
NBody sequential,1117909,4199879,459382
QuickSort,296752,864621,84792
Travelling Salesman Problem,26317,89722,10205
MergeSort,86886521,134079063,14189572
FrogJump,10658189,33822057,3747383
Life - sequential generation,2528308,9547217,1044362
Life - parallel iterators generation,6673676,6282211,632593
Life - parallel bridge generation,1643483875,1416567113,137805279
NBody parallel iterator,190579,455443,45594
NBody parallel reduce,1438230,1644405,153918
NBody sequential,1121088,4140798,456475
QuickSort,269543,752378,97017
Travelling Salesman Problem,28463,90393,10205
