name,machine_id,cpu_time_us,wall_clock_time_us,package_energy,core_energy
MergeSort,dahu-10.grenoble.grid5000.fr,111280,17365,1458615,127082
FrogJump,dahu-10.grenoble.grid5000.fr,1543466,140433,11933564,1057720
Life - sequential generation,dahu-10.grenoble.grid5000.fr,73193,73327,4532581,512167
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,2454831,41362,4318044,349834
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,166809,3053,315612,25490
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,840591,14244,1586727,116157
NBody sequential,dahu-10.grenoble.grid5000.fr,33810,33932,2336663,238037
QuickSort,dahu-10.grenoble.grid5000.fr,174165,7376,623229,56839
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,8505,1200,155640,15101
MergeSort,dahu-10.grenoble.grid5000.fr,116214,12802,982907,104622
FrogJump,dahu-10.grenoble.grid5000.fr,1870912,178845,13957545,1430703
Life - sequential generation,dahu-10.grenoble.grid5000.fr,73965,74093,4680591,515748
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,2416827,40684,4305958,348794
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,162541,2984,341186,24709
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,866879,14688,1693782,123547
NBody sequential,dahu-10.grenoble.grid5000.fr,33669,33818,2337641,237670
QuickSort,dahu-10.grenoble.grid5000.fr,180201,7217,631407,56044
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,8176,1211,99426,7344
MergeSort,dahu-10.grenoble.grid5000.fr,115013,11610,944150,96038
FrogJump,dahu-10.grenoble.grid5000.fr,1920515,188193,14385095,1480703
Life - sequential generation,dahu-10.grenoble.grid5000.fr,74775,74856,4787768,523750
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,2442399,41208,4317128,350829
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,162304,2942,236877,17304
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,770173,13085,1358517,105937
NBody sequential,dahu-10.grenoble.grid5000.fr,34722,34848,2492974,243270
QuickSort,dahu-10.grenoble.grid5000.fr,185910,7385,709593,64719
