name,machine_id,cpu_time_us,wall_clock_time_us,package_energy,core_energy
MergeSort,dahu-10.grenoble.grid5000.fr,85810,16857,874754,65377
FrogJump,dahu-10.grenoble.grid5000.fr,925782,124831,6762556,625586
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72144,72228,4394642,496867
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,450808,17838,1000364,125721
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,74127,3259,179931,21343
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,229614,9253,508727,63204
NBody sequential,dahu-10.grenoble.grid5000.fr,30646,30719,1987971,216648
QuickSort,dahu-10.grenoble.grid5000.fr,86877,7805,473265,57054
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,6892,1342,54382,7053
MergeSort,dahu-10.grenoble.grid5000.fr,81497,13700,785765,92734
FrogJump,dahu-10.grenoble.grid5000.fr,971851,146215,7876384,732181
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72444,72773,4498951,499484
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,453360,17925,1017453,126393
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,74047,3305,174194,21389
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,254685,10095,559996,70548
NBody sequential,dahu-10.grenoble.grid5000.fr,30723,30795,1900264,210268
QuickSort,dahu-10.grenoble.grid5000.fr,84476,7302,400390,41172
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,6588,1267,67444,7573
MergeSort,dahu-10.grenoble.grid5000.fr,82752,12815,774900,87822
FrogJump,dahu-10.grenoble.grid5000.fr,967024,137949,7562480,734018
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72695,72768,4380604,483419
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,437913,17252,955320,84732
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,72054,3004,164184,15376
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,226918,8975,491210,58568
NBody sequential,dahu-10.grenoble.grid5000.fr,33037,33150,1748347,144126
QuickSort,dahu-10.grenoble.grid5000.fr,90767,7857,389708,43895
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,6525,1507,64758,6839
MergeSort,dahu-10.grenoble.grid5000.fr,81840,12720,630430,61414
FrogJump,dahu-10.grenoble.grid5000.fr,2474992,312992,15947714,1240875
Life - sequential generation,dahu-10.grenoble.grid5000.fr,73401,73529,3752798,295091
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,429640,16863,886838,61874
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,72616,3077,158935,11613
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,226321,8953,466796,34608
NBody sequential,dahu-10.grenoble.grid5000.fr,31772,31853,1644771,120809
QuickSort,dahu-10.grenoble.grid5000.fr,90671,7581,433165,46634
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,7046,1133,53711,4315
MergeSort,dahu-10.grenoble.grid5000.fr,79405,12958,673399,53933
FrogJump,dahu-10.grenoble.grid5000.fr,965132,141925,7577434,722910
Life - sequential generation,dahu-10.grenoble.grid5000.fr,73091,73208,3834585,303536
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,520624,20308,1203000,124619
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,76479,3193,188659,22430
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,292677,11549,693663,78626
NBody sequential,dahu-10.grenoble.grid5000.fr,32496,32618,1807978,155861
QuickSort,dahu-10.grenoble.grid5000.fr,91222,7689,423888,35068
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,6920,1136,53405,6288
MergeSort,dahu-10.grenoble.grid5000.fr,78156,12560,699400,73715
FrogJump,dahu-10.grenoble.grid5000.fr,1006196,146877,8074259,773384
Life - sequential generation,dahu-10.grenoble.grid5000.fr,74407,74526,3917348,301976
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,517154,20149,1199399,140454
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,76469,3143,194763,22491
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,241364,9521,633666,71328
NBody sequential,dahu-10.grenoble.grid5000.fr,31555,31686,1671871,138251
QuickSort,dahu-10.grenoble.grid5000.fr,85235,7223,387634,45166
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,6335,1126,50110,7344
MergeSort,dahu-10.grenoble.grid5000.fr,80041,13126,690550,74358
FrogJump,dahu-10.grenoble.grid5000.fr,1007052,171174,9216468,869805
Life - sequential generation,dahu-10.grenoble.grid5000.fr,73618,73738,3858327,303675
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,520200,20282,1203182,128643
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,74506,3173,182372,21098
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,266084,10478,632994,69906
NBody sequential,dahu-10.grenoble.grid5000.fr,31163,31248,1686641,149221
QuickSort,dahu-10.grenoble.grid5000.fr,91189,7490,388793,40714
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,6666,1126,54138,3810
MergeSort,dahu-10.grenoble.grid5000.fr,77710,12433,645994,69355
FrogJump,dahu-10.grenoble.grid5000.fr,962240,132110,6948102,617386
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72641,72757,3763724,290226
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,520173,20292,1193601,124879
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,75502,3094,183776,20931
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,266295,10434,637815,70043
NBody sequential,dahu-10.grenoble.grid5000.fr,33698,33820,1848079,157391
QuickSort,dahu-10.grenoble.grid5000.fr,85322,7317,427428,33920
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,7354,1102,56397,6976
MergeSort,dahu-10.grenoble.grid5000.fr,79608,12613,626524,53290
FrogJump,dahu-10.grenoble.grid5000.fr,931456,128067,6671674,533358
Life - sequential generation,dahu-10.grenoble.grid5000.fr,73516,73595,3805654,300614
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,528802,20626,1254574,134946
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,73511,3017,192382,28137
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,271267,10629,699523,77158
NBody sequential,dahu-10.grenoble.grid5000.fr,31264,31382,1701839,148441
QuickSort,dahu-10.grenoble.grid5000.fr,83448,7225,386108,38510
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,7457,1118,44799,7069
MergeSort,dahu-10.grenoble.grid5000.fr,76648,11799,647093,68574
FrogJump,dahu-10.grenoble.grid5000.fr,950593,133713,6978497,618809
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72293,72414,3774832,304363
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,529857,20640,1243771,126363
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,74162,3055,196105,21160
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,277830,11501,1028928,89413
NBody sequential,dahu-10.grenoble.grid5000.fr,38174,38187,3014275,278598
QuickSort,dahu-10.grenoble.grid5000.fr,89091,7356,570433,50123
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,6438,1154,67871,7221
MergeSort,dahu-10.grenoble.grid5000.fr,73046,11993,895689,85374
FrogJump,dahu-10.grenoble.grid5000.fr,1156159,164802,11889252,1137770
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72424,72479,3943654,352421
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,614537,23916,2079768,128260
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,68349,2842,265258,21390
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,275552,11068,1066160,78336
NBody sequential,dahu-10.grenoble.grid5000.fr,32384,32457,2011775,221835
QuickSort,dahu-10.grenoble.grid5000.fr,80073,6657,529540,42274
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,5957,1100,76721,7619
MergeSort,dahu-10.grenoble.grid5000.fr,71474,12274,974363,84410
FrogJump,dahu-10.grenoble.grid5000.fr,1175358,173520,12571807,1270496
Life - sequential generation,dahu-10.grenoble.grid5000.fr,73664,73733,3839773,304179
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,592673,23108,2179255,158172
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,68948,2870,297119,21022
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,220725,8672,977231,63113
NBody sequential,dahu-10.grenoble.grid5000.fr,32032,32103,1903499,213986
QuickSort,dahu-10.grenoble.grid5000.fr,81060,6568,565185,39458
