name,machine_id,cpu_time_us,wall_clock_time_us,package_energy,core_energy
MergeSort,dahu-10.grenoble.grid5000.fr,127858,16891,849485,64168
FrogJump,dahu-10.grenoble.grid5000.fr,1377014,144222,9226905,913624
Life - sequential generation,dahu-10.grenoble.grid5000.fr,469551,86653,6365401,613301
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,801528,25466,2209833,180035
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,104153,2634,308043,21435
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,311298,10262,1014462,71879
NBody sequential,dahu-10.grenoble.grid5000.fr,241516,41082,3239006,289476
QuickSort,dahu-10.grenoble.grid5000.fr,94161,7754,572204,51408
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,15591,1866,172912,14458
MergeSort,dahu-10.grenoble.grid5000.fr,116600,12361,967466,93636
FrogJump,dahu-10.grenoble.grid5000.fr,1598087,176593,13060087,1344993
Life - sequential generation,dahu-10.grenoble.grid5000.fr,533148,87042,6747786,621609
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,766963,22135,2063654,160833
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,113920,3313,384093,21894
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,315442,9570,924009,65806
NBody sequential,dahu-10.grenoble.grid5000.fr,251697,43069,3322257,310498
QuickSort,dahu-10.grenoble.grid5000.fr,87666,7721,652952,60526
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,18582,2128,154174,14780
MergeSort,dahu-10.grenoble.grid5000.fr,116545,11534,847349,87684
FrogJump,dahu-10.grenoble.grid5000.fr,1652907,179072,13732814,1378255
Life - sequential generation,dahu-10.grenoble.grid5000.fr,521112,86877,6640669,608695
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,789417,22344,2035761,157392
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,105534,2686,309997,21940
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,299751,8159,850523,57513
NBody sequential,dahu-10.grenoble.grid5000.fr,267456,44486,3383537,312671
QuickSort,dahu-10.grenoble.grid5000.fr,90427,8045,576720,59869
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,10851,1394,147765,14642
MergeSort,dahu-10.grenoble.grid5000.fr,110453,11210,996519,95227
FrogJump,dahu-10.grenoble.grid5000.fr,1643591,185288,13763514,1400149
Life - sequential generation,dahu-10.grenoble.grid5000.fr,562387,91433,6931013,645905
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,797496,23201,2103632,165363
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,105949,2697,310973,21083
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,304222,8351,858823,56840
NBody sequential,dahu-10.grenoble.grid5000.fr,260460,43918,3402824,309106
QuickSort,dahu-10.grenoble.grid5000.fr,89338,8090,658263,59716
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,12674,1478,79589,7068
MergeSort,dahu-10.grenoble.grid5000.fr,117879,11810,1000669,94218
FrogJump,dahu-10.grenoble.grid5000.fr,1630481,183471,13659206,1374705
Life - sequential generation,dahu-10.grenoble.grid5000.fr,550430,90888,6940045,644222
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,823616,25301,2210138,177709
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,107547,2712,300292,21390
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,315124,9725,917356,64184
NBody sequential,dahu-10.grenoble.grid5000.fr,294693,46968,3632986,335758
QuickSort,dahu-10.grenoble.grid5000.fr,95398,7965,631652,60894
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,11483,1366,160644,15101
MergeSort,dahu-10.grenoble.grid5000.fr,132031,14240,1052121,111966
FrogJump,dahu-10.grenoble.grid5000.fr,2573944,321643,23922425,2449332
Life - sequential generation,dahu-10.grenoble.grid5000.fr,549160,90783,6838849,652362
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,785581,22639,2158197,186002
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,104982,2673,308410,23409
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,303073,8823,954282,69661
NBody sequential,dahu-10.grenoble.grid5000.fr,247578,40573,3234367,299176
QuickSort,dahu-10.grenoble.grid5000.fr,85069,7169,589842,54636
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,12077,1508,80505,7344
MergeSort,dahu-10.grenoble.grid5000.fr,117456,12585,899351,95702
FrogJump,dahu-10.grenoble.grid5000.fr,1674902,189219,14055445,1443402
Life - sequential generation,dahu-10.grenoble.grid5000.fr,494235,100749,6364303,719482
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,797323,23497,2130793,185635
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,106967,2720,306457,23577
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,294689,7828,769224,62760
NBody sequential,dahu-10.grenoble.grid5000.fr,240315,47817,3064323,346193
QuickSort,dahu-10.grenoble.grid5000.fr,94710,8407,606688,61644
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,11066,1376,63476,7574
MergeSort,dahu-10.grenoble.grid5000.fr,118995,13267,899290,100858
FrogJump,dahu-10.grenoble.grid5000.fr,1608754,182189,13082242,1389438
Life - sequential generation,dahu-10.grenoble.grid5000.fr,495271,100333,6418685,715122
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,765426,20504,1913081,162808
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,108064,2767,289672,23807
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,290650,7570,786619,55294
NBody sequential,dahu-10.grenoble.grid5000.fr,235562,47786,3084648,343317
QuickSort,dahu-10.grenoble.grid5000.fr,89408,8250,635008,59853
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,9078,1208,75195,7253
MergeSort,dahu-10.grenoble.grid5000.fr,122322,13717,883115,106580
FrogJump,dahu-10.grenoble.grid5000.fr,1635396,184368,14065089,1407952
Life - sequential generation,dahu-10.grenoble.grid5000.fr,516557,95355,7493328,696287
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,799453,24196,2373713,191556
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,109130,2938,291015,23149
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,292197,7418,864927,62485
NBody sequential,dahu-10.grenoble.grid5000.fr,251888,44874,3633170,316557
QuickSort,dahu-10.grenoble.grid5000.fr,91488,8267,676267,61246
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,8691,1230,84961,7666
MergeSort,dahu-10.grenoble.grid5000.fr,114063,12007,1016355,96589
FrogJump,dahu-10.grenoble.grid5000.fr,1608242,178856,14510888,1351816
Life - sequential generation,dahu-10.grenoble.grid5000.fr,573204,100895,8065042,724547
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,773422,21673,2048273,170564
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,113270,2900,312805,23195
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,290674,7633,759275,54789
NBody sequential,dahu-10.grenoble.grid5000.fr,271011,47813,3820242,347218
QuickSort,dahu-10.grenoble.grid5000.fr,94619,8132,760557,68651
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,8715,1196,58472,7619
MergeSort,dahu-10.grenoble.grid5000.fr,133810,12313,1036619,93773
FrogJump,dahu-10.grenoble.grid5000.fr,1640892,190099,15276206,1482692
Life - sequential generation,dahu-10.grenoble.grid5000.fr,577496,100023,7737529,715336
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,782123,23787,2286371,195656
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,107269,2776,307067,23501
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,290850,7370,756407,53871
NBody sequential,dahu-10.grenoble.grid5000.fr,261698,44945,3573965,325278
QuickSort,dahu-10.grenoble.grid5000.fr,87547,7631,673826,62149
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,8982,1278,84167,7573
MergeSort,dahu-10.grenoble.grid5000.fr,115740,13091,1071897,105601
FrogJump,dahu-10.grenoble.grid5000.fr,2232420,271221,21539923,2075659
Life - sequential generation,dahu-10.grenoble.grid5000.fr,540074,96694,7608257,708436
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,780742,22343,2164424,180005
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,104676,2733,269164,23914
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,288378,7476,862791,61766
NBody sequential,dahu-10.grenoble.grid5000.fr,203361,47768,3574698,340410
QuickSort,dahu-10.grenoble.grid5000.fr,89117,8068,661925,60909
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,8843,1203,75378,7390
MergeSort,dahu-10.grenoble.grid5000.fr,106354,12487,1019346,95992
FrogJump,dahu-10.grenoble.grid5000.fr,1563915,181166,14355371,1381254
Life - sequential generation,dahu-10.grenoble.grid5000.fr,544573,96294,7551433,692723
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,793289,22753,2178217,179025
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,103723,2682,321838,23531
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,299041,8382,882689,61598
NBody sequential,dahu-10.grenoble.grid5000.fr,242535,48071,3198722,347341
QuickSort,dahu-10.grenoble.grid5000.fr,86396,7765,594481,62194
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,8647,1276,84472,7329
MergeSort,dahu-10.grenoble.grid5000.fr,117957,13094,920164,100827
FrogJump,dahu-10.grenoble.grid5000.fr,1658789,191345,14482507,1470942
Life - sequential generation,dahu-10.grenoble.grid5000.fr,548166,95837,7479534,679274
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,787870,22160,2171198,180326
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,98838,2513,307433,23425
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,301538,9405,1047238,76255
NBody sequential,dahu-10.grenoble.grid5000.fr,253703,44943,3591421,321346
QuickSort,dahu-10.grenoble.grid5000.fr,91327,8215,674681,61949
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,10642,1459,155884,15055
MergeSort,dahu-10.grenoble.grid5000.fr,116765,12597,995115,96038
FrogJump,dahu-10.grenoble.grid5000.fr,2103176,236444,18633986,1805155
Life - sequential generation,dahu-10.grenoble.grid5000.fr,523162,92774,7318402,667539
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,791213,24167,2428766,193514
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,95295,2449,231384,16019
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,300589,8707,943968,67963
NBody sequential,dahu-10.grenoble.grid5000.fr,250837,44942,3544303,315394
QuickSort,dahu-10.grenoble.grid5000.fr,88172,8080,692197,61643
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,10247,1258,82337,7390
MergeSort,dahu-10.grenoble.grid5000.fr,121590,13318,1075864,106901
FrogJump,dahu-10.grenoble.grid5000.fr,1660841,185841,15075950,1423114
Life - sequential generation,dahu-10.grenoble.grid5000.fr,517648,100338,6777571,720324
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,764912,22016,2210322,177388
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,102273,2584,335143,23271
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,295102,8684,1009763,59839
NBody sequential,dahu-10.grenoble.grid5000.fr,224462,41444,3418570,300768
QuickSort,dahu-10.grenoble.grid5000.fr,83791,7232,604002,54239
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,12359,1655,84106,7344
MergeSort,dahu-10.grenoble.grid5000.fr,114213,11885,978574,97415
FrogJump,dahu-10.grenoble.grid5000.fr,1712384,195136,16033346,1521493
Life - sequential generation,dahu-10.grenoble.grid5000.fr,518945,100645,6799788,712016
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,770219,22234,2214289,177480
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,110757,3016,282958,23210
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,304232,8051,886045,61200
NBody sequential,dahu-10.grenoble.grid5000.fr,253601,48000,3225944,344173
QuickSort,dahu-10.grenoble.grid5000.fr,88012,7898,651305,61032
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,9857,1481,152954,15010
MergeSort,dahu-10.grenoble.grid5000.fr,111959,12635,972654,98425
FrogJump,dahu-10.grenoble.grid5000.fr,2275488,291276,23827942,2220688
Life - sequential generation,dahu-10.grenoble.grid5000.fr,531969,100695,7314008,733053
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,839417,26513,2861687,201960
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,95341,2441,223328,15499
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,304335,9238,1157224,78642
NBody sequential,dahu-10.grenoble.grid5000.fr,216350,47864,3714407,350324
QuickSort,dahu-10.grenoble.grid5000.fr,89726,7830,690184,61445
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,11035,1406,153808,14780
MergeSort,dahu-10.grenoble.grid5000.fr,118345,13039,1031613,102862
FrogJump,dahu-10.grenoble.grid5000.fr,1712637,197647,16276448,1532831
Life - sequential generation,dahu-10.grenoble.grid5000.fr,412251,101074,8014811,727225
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,764768,21148,2340204,166555
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,94332,2456,234863,15101
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,283750,8473,1051145,70349
NBody sequential,dahu-10.grenoble.grid5000.fr,196131,47869,3833791,350034
QuickSort,dahu-10.grenoble.grid5000.fr,85944,7747,638548,53886
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,8269,1196,78064,7528
MergeSort,dahu-10.grenoble.grid5000.fr,111241,13653,1229611,105907
FrogJump,dahu-10.grenoble.grid5000.fr,1616285,193151,16614276,1493173
Life - sequential generation,dahu-10.grenoble.grid5000.fr,455407,101427,7820171,731478
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,763440,20960,2244196,158431
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,95824,2432,337707,23195
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,278827,7335,873227,55738
NBody sequential,dahu-10.grenoble.grid5000.fr,195443,47884,3825430,348641
QuickSort,dahu-10.grenoble.grid5000.fr,86165,7699,717710,60848
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,8187,1171,166137,14918
MergeSort,dahu-10.grenoble.grid5000.fr,113923,12811,1058164,97201
FrogJump,dahu-10.grenoble.grid5000.fr,1616206,199589,16999834,1536992
Life - sequential generation,dahu-10.grenoble.grid5000.fr,421713,101538,8131144,732594
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,782740,22894,2380914,183432
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,96289,2525,369079,23164
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,293238,9365,1053647,71757
NBody sequential,dahu-10.grenoble.grid5000.fr,204984,47895,3764822,349758
QuickSort,dahu-10.grenoble.grid5000.fr,85038,7826,724608,61828
