name,machine_id,cpu_time_us,wall_clock_time_us,package_energy,core_energy
MergeSort,dahu-10.grenoble.grid5000.fr,146673,17176,995542,94355
FrogJump,dahu-10.grenoble.grid5000.fr,1873137,181998,14991294,1371400
Life - sequential generation,dahu-10.grenoble.grid5000.fr,640236,100424,8551675,721793
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,1053054,26565,2911735,197461
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,128564,2720,235412,14443
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,355340,9016,1074278,65790
NBody sequential,dahu-10.grenoble.grid5000.fr,303402,47851,4124806,342429
QuickSort,dahu-10.grenoble.grid5000.fr,100450,8017,734373,58568
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,9906,1211,83373,7436
MergeSort,dahu-10.grenoble.grid5000.fr,142676,14734,1334103,116158
FrogJump,dahu-10.grenoble.grid5000.fr,1920619,195192,17216143,1534207
Life - sequential generation,dahu-10.grenoble.grid5000.fr,655490,100700,8511392,714907
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,985503,22435,2427667,160084
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,120395,2573,346862,21802
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,361407,9074,1162717,73410
NBody sequential,dahu-10.grenoble.grid5000.fr,308685,47878,4052419,345214
QuickSort,dahu-10.grenoble.grid5000.fr,104485,8112,734434,59180
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,10592,1264,168944,14550
MergeSort,dahu-10.grenoble.grid5000.fr,136707,12402,1119260,96252
FrogJump,dahu-10.grenoble.grid5000.fr,1880953,190132,16468464,1441597
Life - sequential generation,dahu-10.grenoble.grid5000.fr,653781,100615,8592812,718213
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,980022,22552,2593561,167015
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,123205,2617,235046,14504
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,341246,8132,950559,57865
NBody sequential,dahu-10.grenoble.grid5000.fr,314492,48069,3551138,344495
QuickSort,dahu-10.grenoble.grid5000.fr,97550,8017,700438,59869
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,9795,1222,91369,7252
MergeSort,dahu-10.grenoble.grid5000.fr,142884,12942,1058713,102602
FrogJump,dahu-10.grenoble.grid5000.fr,1899436,194263,16655719,1518556
Life - sequential generation,dahu-10.grenoble.grid5000.fr,672902,101361,7276714,723721
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,1042947,25223,2672845,181397
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,121480,2610,226867,14734
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,331750,7257,975828,59058
NBody sequential,dahu-10.grenoble.grid5000.fr,327139,48804,3513480,355495
