name,machine_id,cpu_time_us,wall_clock_time_us,package_energy,core_energy
MergeSort,dahu-10.grenoble.grid5000.fr,115688,17222,1512508,127479
FrogJump,dahu-10.grenoble.grid5000.fr,4956007,418830,35724396,3437695
Life - sequential generation,dahu-10.grenoble.grid5000.fr,73877,73952,4818225,521256
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,2256524,40036,4392384,347310
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,151551,2953,360778,25459
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,794058,14218,1749263,126960
NBody sequential,dahu-10.grenoble.grid5000.fr,35801,35869,2515619,247936
QuickSort,dahu-10.grenoble.grid5000.fr,175709,7508,720701,50291
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,8507,1120,85937,7375
MergeSort,dahu-10.grenoble.grid5000.fr,111982,13004,988706,95732
FrogJump,dahu-10.grenoble.grid5000.fr,1852783,185703,15070701,1497778
Life - sequential generation,dahu-10.grenoble.grid5000.fr,75066,75144,4275075,385285
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,2245874,39785,4287404,336799
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,152240,2940,335448,25153
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,758591,13560,1648800,109273
NBody sequential,dahu-10.grenoble.grid5000.fr,33758,33993,2492608,245504
QuickSort,dahu-10.grenoble.grid5000.fr,165316,7245,718199,62607
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,8880,1448,77149,7252
MergeSort,dahu-10.grenoble.grid5000.fr,120850,12756,946653,102678
FrogJump,dahu-10.grenoble.grid5000.fr,1785419,177384,13953699,1349338
Life - sequential generation,dahu-10.grenoble.grid5000.fr,75083,75155,4327443,401381
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,2213861,39255,4168385,331720
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,154266,2934,329467,25505
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,798924,14253,1637813,118162
NBody sequential,dahu-10.grenoble.grid5000.fr,35001,35225,2621026,254745
QuickSort,dahu-10.grenoble.grid5000.fr,173616,7174,653867,55769
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,9033,1317,81726,7390
MergeSort,dahu-10.grenoble.grid5000.fr,108505,12104,1027952,95289
FrogJump,dahu-10.grenoble.grid5000.fr,1837786,180951,14652368,1446477
Life - sequential generation,dahu-10.grenoble.grid5000.fr,73722,73803,4129872,334274
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,2239605,39701,4298451,339538
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,150492,2890,426024,33905
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,722519,12891,1540951,108676
NBody sequential,dahu-10.grenoble.grid5000.fr,34039,34107,2157099,225047
QuickSort,dahu-10.grenoble.grid5000.fr,171092,7201,640990,45777
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,9010,1439,94421,7023
MergeSort,dahu-10.grenoble.grid5000.fr,108216,12107,961119,96313
FrogJump,dahu-10.grenoble.grid5000.fr,1822913,186206,14625878,1418662
Life - sequential generation,dahu-10.grenoble.grid5000.fr,74660,74738,4386097,390333
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,2263058,40048,4304738,339783
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,148249,2829,350524,25459
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,759752,13567,1645016,117948
NBody sequential,dahu-10.grenoble.grid5000.fr,34628,34685,2342157,232300
QuickSort,dahu-10.grenoble.grid5000.fr,170196,7393,605406,44508
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,9547,1434,158569,15009
MergeSort,dahu-10.grenoble.grid5000.fr,116703,11769,958433,97905
FrogJump,dahu-10.grenoble.grid5000.fr,1832246,180832,14448999,1447182
Life - sequential generation,dahu-10.grenoble.grid5000.fr,74307,74430,4396534,471714
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,2227585,39500,4261769,336815
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,149949,2857,205749,25291
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,752785,13454,1624020,117963
NBody sequential,dahu-10.grenoble.grid5000.fr,36283,36397,2290644,239093
QuickSort,dahu-10.grenoble.grid5000.fr,177919,7455,697691,60052
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,8215,1188,84045,7344
MergeSort,dahu-10.grenoble.grid5000.fr,122248,14657,1110837,104881
FrogJump,dahu-10.grenoble.grid5000.fr,1760346,209782,15397971,1404724
Life - sequential generation,dahu-10.grenoble.grid5000.fr,73602,73682,4378407,443898
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,2204088,39026,4139089,288481
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,146090,2796,338806,22445
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,764097,13673,1540158,96268
NBody sequential,dahu-10.grenoble.grid5000.fr,34777,34900,2300409,233999
QuickSort,dahu-10.grenoble.grid5000.fr,175304,7509,617735,39780
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,8158,1157,0,13724
MergeSort,dahu-10.grenoble.grid5000.fr,112523,11888,902219,87072
FrogJump,dahu-10.grenoble.grid5000.fr,1813550,180716,14269678,1314301
Life - sequential generation,dahu-10.grenoble.grid5000.fr,73203,73286,4160146,368913
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,2214320,39220,4150136,261263
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,149613,2864,334045,22812
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,764346,13658,1658321,97721
NBody sequential,dahu-10.grenoble.grid5000.fr,35116,35177,2380182,252037
QuickSort,dahu-10.grenoble.grid5000.fr,177042,7639,670226,51760
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,9194,1433,81726,7390
MergeSort,dahu-10.grenoble.grid5000.fr,105398,12026,918394,87899
FrogJump,dahu-10.grenoble.grid5000.fr,1816476,180078,14562951,1384115
Life - sequential generation,dahu-10.grenoble.grid5000.fr,73572,73773,4877978,530237
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,2167273,38396,4168446,283478
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,150585,2857,355651,22767
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,777750,13878,1649471,104682
NBody sequential,dahu-10.grenoble.grid5000.fr,34726,34807,2598321,249007
QuickSort,dahu-10.grenoble.grid5000.fr,170978,7394,710996,58507
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,7551,1071,117432,0
MergeSort,dahu-10.grenoble.grid5000.fr,113153,12405,984067,87501
FrogJump,dahu-10.grenoble.grid5000.fr,1769578,171913,14067591,1329386
Life - sequential generation,dahu-10.grenoble.grid5000.fr,73543,73621,4793018,521286
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,2205237,39202,4154348,283372
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,147492,2846,304199,23012
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,803787,14399,1650813,105249
NBody sequential,dahu-10.grenoble.grid5000.fr,35534,35610,2652276,255158
QuickSort,dahu-10.grenoble.grid5000.fr,173159,7280,742003,58476
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,7717,1213,94177,14734
MergeSort,dahu-10.grenoble.grid5000.fr,112628,13643,1119932,102097
FrogJump,dahu-10.grenoble.grid5000.fr,1848706,182545,14908104,1421676
Life - sequential generation,dahu-10.grenoble.grid5000.fr,73864,73943,4824999,521103
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,2201403,39150,4265919,288788
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,152575,2920,361083,22353
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,764042,13720,1580440,96482
NBody sequential,dahu-10.grenoble.grid5000.fr,33539,33597,2315241,226210
QuickSort,dahu-10.grenoble.grid5000.fr,166869,7274,611143,40942
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,8154,1108,70800,7022
MergeSort,dahu-10.grenoble.grid5000.fr,104610,12089,996702,86475
FrogJump,dahu-10.grenoble.grid5000.fr,2092274,215831,17400590,1683811
Life - sequential generation,dahu-10.grenoble.grid5000.fr,73592,73676,4793017,515411
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,2215678,39263,4186268,300568
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,154674,3026,338561,23823
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,735826,13180,1543575,98593
NBody sequential,dahu-10.grenoble.grid5000.fr,35022,35147,2589044,248211
