name,machine_id,cpu_time_us,wall_clock_time_us,package_energy,core_energy
MergeSort,dahu-10.grenoble.grid5000.fr,124651,15885,859739,62838
FrogJump,dahu-10.grenoble.grid5000.fr,1547577,162174,11261629,1174871
Life - sequential generation,dahu-10.grenoble.grid5000.fr,524894,100265,6306625,706768
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,856488,28213,2489922,197859
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,107879,3018,165527,20701
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,333351,10548,949338,70579
NBody sequential,dahu-10.grenoble.grid5000.fr,263319,43446,3416129,302343
QuickSort,dahu-10.grenoble.grid5000.fr,93450,8219,667113,58859
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,12207,1550,142333,14183
MergeSort,dahu-10.grenoble.grid5000.fr,124029,13114,1040097,102097
FrogJump,dahu-10.grenoble.grid5000.fr,1705890,191198,15118003,1475823
Life - sequential generation,dahu-10.grenoble.grid5000.fr,536817,91927,7157819,637321
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,826776,25067,2423577,178505
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,108006,2708,250488,21757
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,313163,8549,917967,65499
NBody sequential,dahu-10.grenoble.grid5000.fr,249129,47763,3175712,339461
QuickSort,dahu-10.grenoble.grid5000.fr,88083,7875,648069,60251
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,10452,1235,61523,7390
MergeSort,dahu-10.grenoble.grid5000.fr,121051,12118,830076,92351
FrogJump,dahu-10.grenoble.grid5000.fr,1573733,179704,13814173,1356391
Life - sequential generation,dahu-10.grenoble.grid5000.fr,515494,101050,6659468,707640
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,820728,23474,2344110,173824
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,110063,2902,347045,21343
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,283795,7792,800291,50505
NBody sequential,dahu-10.grenoble.grid5000.fr,277633,45908,3641348,326333
QuickSort,dahu-10.grenoble.grid5000.fr,89385,7468,577513,51484
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,9723,1288,82763,6931
MergeSort,dahu-10.grenoble.grid5000.fr,109612,11999,1009397,94554
FrogJump,dahu-10.grenoble.grid5000.fr,1672791,184995,14905113,1420452
Life - sequential generation,dahu-10.grenoble.grid5000.fr,521040,100361,6568953,704764
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,813812,22679,2241022,163954
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,114599,2848,286925,21711
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,300222,7598,771299,50337
NBody sequential,dahu-10.grenoble.grid5000.fr,208740,47704,3559439,339186
QuickSort,dahu-10.grenoble.grid5000.fr,88273,8156,660032,59074
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,9744,1194,58228,7390
MergeSort,dahu-10.grenoble.grid5000.fr,109917,12387,956418,95946
FrogJump,dahu-10.grenoble.grid5000.fr,1676704,189215,14649804,1457631
