name,machine_id,cpu_time_us,wall_clock_time_us,package_energy,core_energy
MergeSort,dahu-10.grenoble.grid5000.fr,1203219,29601,2866875,204836
FrogJump,dahu-10.grenoble.grid5000.fr,4539463,243125,20824470,1770623
Life - sequential generation,dahu-10.grenoble.grid5000.fr,332118,83495,6200118,603661
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,1393313,31517,3423392,243209
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,240597,3459,365234,22369
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,682026,10155,1304806,76010
NBody sequential,dahu-10.grenoble.grid5000.fr,1003817,45005,3815908,325844
QuickSort,dahu-10.grenoble.grid5000.fr,130554,13561,1103757,95105
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,186,1631,113891,7206
MergeSort,dahu-10.grenoble.grid5000.fr,870113,21676,2156855,162869
FrogJump,dahu-10.grenoble.grid5000.fr,5402292,292360,25946406,2207514
Life - sequential generation,dahu-10.grenoble.grid5000.fr,457656,84515,6387008,609399
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,1085148,24310,2728264,186155
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,244128,3088,371886,22400
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,2329373,41533,5105517,329883
NBody sequential,dahu-10.grenoble.grid5000.fr,817247,45125,3814199,325156
QuickSort,dahu-10.grenoble.grid5000.fr,111564,12491,1115903,96894
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,80177,1924,165954,14979
MergeSort,dahu-10.grenoble.grid5000.fr,776485,15613,1695064,120380
FrogJump,dahu-10.grenoble.grid5000.fr,5127244,305817,27296805,2346943
Life - sequential generation,dahu-10.grenoble.grid5000.fr,320670,81427,5166674,457684
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,1211070,26243,2856682,196360
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,240830,3203,492430,22674
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,1246712,20528,2446466,149236
NBody sequential,dahu-10.grenoble.grid5000.fr,913579,45850,3978261,325140
QuickSort,dahu-10.grenoble.grid5000.fr,419542,20029,1853755,147568
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,22106,1664,210144,14550
MergeSort,dahu-10.grenoble.grid5000.fr,327302,16556,1630489,136293
FrogJump,dahu-10.grenoble.grid5000.fr,4672261,291716,25247311,2154469
