name,machine_id,cpu_time_us,wall_clock_time_us,package_energy,core_energy
MergeSort,dahu-10.grenoble.grid5000.fr,216294,18907,1655879,149695
FrogJump,dahu-10.grenoble.grid5000.fr,1959850,180252,15940022,1427475
Life - sequential generation,dahu-10.grenoble.grid5000.fr,252021,96898,7618022,693610
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,1675867,31391,3646291,267566
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,4024,2966,366027,24755
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,668474,13563,1732662,104055
NBody sequential,dahu-10.grenoble.grid5000.fr,132280,45504,2960564,302588
QuickSort,dahu-10.grenoble.grid5000.fr,144871,10709,885618,54911
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,1251,1178,84656,7359
MergeSort,dahu-10.grenoble.grid5000.fr,180672,15043,1187497,111185
FrogJump,dahu-10.grenoble.grid5000.fr,2006097,202822,16056355,1442208
Life - sequential generation,dahu-10.grenoble.grid5000.fr,269358,97757,6098434,481338
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,1565248,29407,3355644,240210
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,2940,3008,350707,25490
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,675082,11832,1519710,96757
NBody sequential,dahu-10.grenoble.grid5000.fr,139851,46429,3032341,296284
QuickSort,dahu-10.grenoble.grid5000.fr,128303,9533,813901,55447
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,1227,1152,97717,4085
MergeSort,dahu-10.grenoble.grid5000.fr,183712,13513,958738,96298
FrogJump,dahu-10.grenoble.grid5000.fr,2100677,219174,17869523,1573069
Life - sequential generation,dahu-10.grenoble.grid5000.fr,271630,97445,6114548,452283
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,1733970,31501,3498649,244432
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,38724,3399,304809,24816
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,745307,12802,1650570,104805
NBody sequential,dahu-10.grenoble.grid5000.fr,136035,46182,3670339,333785
QuickSort,dahu-10.grenoble.grid5000.fr,144825,10861,917905,81687
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,9988,1597,63110,7527
MergeSort,dahu-10.grenoble.grid5000.fr,182792,14204,1264767,103825
