name,machine_id,cpu_time_us,wall_clock_time_us,package_energy,core_energy
MergeSort,dahu-10.grenoble.grid5000.fr,209268,17737,984739,73593
FrogJump,dahu-10.grenoble.grid5000.fr,2520876,182739,14250940,1319854
Life - sequential generation,dahu-10.grenoble.grid5000.fr,926025,101698,8178935,708023
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,1572641,34981,3652029,247156
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,156190,2719,346008,21206
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,562400,12501,1495296,92351
NBody sequential,dahu-10.grenoble.grid5000.fr,495559,48763,3434561,335759
QuickSort,dahu-10.grenoble.grid5000.fr,127414,7941,664549,56090
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,18930,1283,72693,7022
MergeSort,dahu-10.grenoble.grid5000.fr,189879,13806,1092222,98823
FrogJump,dahu-10.grenoble.grid5000.fr,2533354,194362,16023152,1428010
Life - sequential generation,dahu-10.grenoble.grid5000.fr,1008969,102299,7436016,717234
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,1535740,32536,3353812,227940
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,159959,2974,340636,21390
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,568586,12971,1492794,93055
NBody sequential,dahu-10.grenoble.grid5000.fr,506306,48694,4020497,338406
QuickSort,dahu-10.grenoble.grid5000.fr,116442,7709,725523,56549
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,14324,1228,78613,7206
MergeSort,dahu-10.grenoble.grid5000.fr,166806,12098,1058042,85206
FrogJump,dahu-10.grenoble.grid5000.fr,4157206,314984,26866630,2395215
Life - sequential generation,dahu-10.grenoble.grid5000.fr,959046,102116,7749858,718763
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,1492068,31502,3305900,219509
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,169846,3155,340881,21389
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,545045,10674,1322445,78642
NBody sequential,dahu-10.grenoble.grid5000.fr,482123,48777,3525503,339002
QuickSort,dahu-10.grenoble.grid5000.fr,120352,7852,737486,56503
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,26150,1883,174682,14183
MergeSort,dahu-10.grenoble.grid5000.fr,176532,12115,952695,85313
FrogJump,dahu-10.grenoble.grid5000.fr,2679845,207441,17147844,1571371
Life - sequential generation,dahu-10.grenoble.grid5000.fr,1072625,102344,8461831,720814
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,1568536,34350,3588980,242627
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,153293,2649,346801,14229
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,542478,10702,1294126,79545
NBody sequential,dahu-10.grenoble.grid5000.fr,505350,48732,4117360,337457
QuickSort,dahu-10.grenoble.grid5000.fr,129029,7860,720090,56319
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,16909,1380,91980,7068
MergeSort,dahu-10.grenoble.grid5000.fr,169236,12464,1134274,92029
FrogJump,dahu-10.grenoble.grid5000.fr,3871365,308348,26019098,2321301
Life - sequential generation,dahu-10.grenoble.grid5000.fr,1048440,101748,7330548,721624
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,1494514,35290,3641592,273334
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,149637,2577,345763,23332
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,533916,10998,1302304,85435
NBody sequential,dahu-10.grenoble.grid5000.fr,501470,48750,4089589,350737
QuickSort,dahu-10.grenoble.grid5000.fr,119944,8329,789366,67917
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,13900,1300,84472,7252
MergeSort,dahu-10.grenoble.grid5000.fr,182712,12728,1043821,95457
FrogJump,dahu-10.grenoble.grid5000.fr,2616698,203031,17501786,1569367
Life - sequential generation,dahu-10.grenoble.grid5000.fr,996382,102155,7480205,727286
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,1526655,39268,4012197,309396
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,137770,3017,349059,24021
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,589535,18052,1995539,144096
NBody sequential,dahu-10.grenoble.grid5000.fr,434244,48739,4184193,355663
QuickSort,dahu-10.grenoble.grid5000.fr,122418,7997,722898,61231
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,13649,1213,84472,7849
MergeSort,dahu-10.grenoble.grid5000.fr,176034,13000,1134824,103933
FrogJump,dahu-10.grenoble.grid5000.fr,2480032,193494,16587299,1472059
Life - sequential generation,dahu-10.grenoble.grid5000.fr,998055,101777,8585671,724745
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,1451752,32033,3422416,250201
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,157539,2940,323485,22721
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,556340,11817,1397641,93636
NBody sequential,dahu-10.grenoble.grid5000.fr,462454,48744,3709646,349651
QuickSort,dahu-10.grenoble.grid5000.fr,119401,7790,677427,53795
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,16460,1447,133361,15055
MergeSort,dahu-10.grenoble.grid5000.fr,172182,12076,913511,87546
FrogJump,dahu-10.grenoble.grid5000.fr,2536771,198130,16524067,1514516
Life - sequential generation,dahu-10.grenoble.grid5000.fr,1023517,102348,7440105,719651
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,1477375,33670,3492422,265011
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,143701,2526,240356,16157
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,528468,11006,1288876,86813
NBody sequential,dahu-10.grenoble.grid5000.fr,473329,49108,4137746,357148
QuickSort,dahu-10.grenoble.grid5000.fr,123661,8067,716856,61415
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,13545,1231,90820,7772
MergeSort,dahu-10.grenoble.grid5000.fr,173969,11931,1094114,93269
FrogJump,dahu-10.grenoble.grid5000.fr,5513515,415665,36039154,3294870
Life - sequential generation,dahu-10.grenoble.grid5000.fr,1026584,102153,7401531,728081
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,1440674,32169,3431144,258892
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,144904,2542,249633,16111
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,540286,10755,1270871,85909
NBody sequential,dahu-10.grenoble.grid5000.fr,485631,48787,4032705,343638
QuickSort,dahu-10.grenoble.grid5000.fr,122883,8068,731321,61414
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,16069,1226,173156,14688
MergeSort,dahu-10.grenoble.grid5000.fr,180552,13334,1070798,104239
FrogJump,dahu-10.grenoble.grid5000.fr,2607090,206167,17668839,1626497
Life - sequential generation,dahu-10.grenoble.grid5000.fr,958576,102259,7880412,738240
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,1490401,36550,3748220,290133
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,150051,2617,233276,16065
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,530131,10980,1269406,85894
NBody sequential,dahu-10.grenoble.grid5000.fr,489499,48759,3581778,350523
