name,machine_id,cpu_time_us,wall_clock_time_us,package_energy,core_energy
MergeSort,dahu-10.grenoble.grid5000.fr,1481973,27380,2819634,167903
FrogJump,dahu-10.grenoble.grid5000.fr,16226442,476098,45000251,3419397
Life - sequential generation,dahu-10.grenoble.grid5000.fr,1506035,80753,7757182,566161
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,1094302,28907,3096855,215118
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,196284,3554,460631,30401
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,784288,16606,1956599,124145
NBody sequential,dahu-10.grenoble.grid5000.fr,4184800,85150,8793984,592247
QuickSort,dahu-10.grenoble.grid5000.fr,1492691,28957,2903496,203383
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,196231,1803,188170,14290
MergeSort,dahu-10.grenoble.grid5000.fr,1930645,33567,3656546,247080
FrogJump,dahu-10.grenoble.grid5000.fr,17880590,500366,52476550,3691508
Life - sequential generation,dahu-10.grenoble.grid5000.fr,3698481,129863,13403225,910549
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,765552,31136,3265495,231718
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,132232,4698,579771,38403
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,420913,15166,1752559,111047
NBody sequential,dahu-10.grenoble.grid5000.fr,2881672,79711,8198587,558741
QuickSort,dahu-10.grenoble.grid5000.fr,657464,22282,2260980,155892
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,152257,1759,206237,14596
MergeSort,dahu-10.grenoble.grid5000.fr,1016507,29357,3038445,217857
FrogJump,dahu-10.grenoble.grid5000.fr,36506831,934182,95968688,6802777
Life - sequential generation,dahu-10.grenoble.grid5000.fr,4577673,115909,11973419,838211
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,1022436,28849,3103935,221911
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,336219,5102,587340,37714
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,1402054,32104,3729422,232453
NBody sequential,dahu-10.grenoble.grid5000.fr,2491002,78737,8142801,555267
QuickSort,dahu-10.grenoble.grid5000.fr,437955,14933,1535275,107207
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,218,1691,104797,14229
MergeSort,dahu-10.grenoble.grid5000.fr,727787,20989,2185114,158845
FrogJump,dahu-10.grenoble.grid5000.fr,11503568,381512,37152798,2854827
Life - sequential generation,dahu-10.grenoble.grid5000.fr,3379538,119939,11836761,846916
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,826485,28461,2957878,212364
NBody parallel iterator,dahu-10.grenoble.grid5000.fr,145658,4897,542846,37944
NBody parallel reduce,dahu-10.grenoble.grid5000.fr,594683,14985,1735103,111874
NBody sequential,dahu-10.grenoble.grid5000.fr,2983988,83528,8438272,583848
QuickSort,dahu-10.grenoble.grid5000.fr,754713,25659,2548334,184717
Travelling Salesman Problem,dahu-10.grenoble.grid5000.fr,140227,2780,316284,20196
MergeSort,dahu-10.grenoble.grid5000.fr,875609,21088,2221125,161721
FrogJump,dahu-10.grenoble.grid5000.fr,14001647,509847,49811763,3759562
Life - sequential generation,dahu-10.grenoble.grid5000.fr,4976486,131108,13400540,917204
Life - parallel iterators generation,dahu-10.grenoble.grid5000.fr,1028947,31196,3102165,224741
