name,machine_id,cpu_time_us,package_energy,core_energy
MergeSort,dahu-13.grenoble.grid5000.fr,119370,1408139,123027
FrogJump,dahu-13.grenoble.grid5000.fr,1561684,14490685,1459666
Life - sequential generation,dahu-13.grenoble.grid5000.fr,72133,3881155,309779
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,2105929,4363148,355128
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,136059,234313,18284
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,729761,1608944,116769
NBody sequential,dahu-13.grenoble.grid5000.fr,33619,1773982,160007
QuickSort,dahu-13.grenoble.grid5000.fr,166272,648618,71375
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,7516,98327,7910
MergeSort,dahu-13.grenoble.grid5000.fr,109330,936765,102189
FrogJump,dahu-13.grenoble.grid5000.fr,1730629,14293481,1392331
Life - sequential generation,dahu-13.grenoble.grid5000.fr,72294,4024953,394373
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,2113027,4436818,362901
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,137206,361266,19324
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,731279,1598812,117367
NBody sequential,dahu-13.grenoble.grid5000.fr,33800,1719172,138801
QuickSort,dahu-13.grenoble.grid5000.fr,170313,756285,70579
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,7394,76965,8033
MergeSort,dahu-13.grenoble.grid5000.fr,120590,981077,95151
FrogJump,dahu-13.grenoble.grid5000.fr,1741957,14714074,1421171
Life - sequential generation,dahu-13.grenoble.grid5000.fr,72754,3953176,310942
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,2087989,4481617,363252
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,137179,344970,28152
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,737422,1829768,134808
NBody sequential,dahu-13.grenoble.grid5000.fr,34398,1720149,135849
QuickSort,dahu-13.grenoble.grid5000.fr,171656,740599,70793
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,7901,162658,16417
MergeSort,dahu-13.grenoble.grid5000.fr,124788,1335690,151577
FrogJump,dahu-13.grenoble.grid5000.fr,1791757,15406455,1540817
Life - sequential generation,dahu-13.grenoble.grid5000.fr,73650,4880603,556124
