name,machine_id,cpu_time_us,package_energy,core_energy
MergeSort,dahu-13.grenoble.grid5000.fr,107006,1178281,110053
FrogJump,dahu-13.grenoble.grid5000.fr,1692499,14615197,1481346
Life - sequential generation,dahu-13.grenoble.grid5000.fr,73243,4774890,549378
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,2121117,4490772,368148
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,132499,357177,28749
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,721465,1734188,126684
NBody sequential,dahu-13.grenoble.grid5000.fr,33591,2142572,239552
QuickSort,dahu-13.grenoble.grid5000.fr,165752,783751,69661
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,7781,78796,7941
MergeSort,dahu-13.grenoble.grid5000.fr,99323,1064389,105402
FrogJump,dahu-13.grenoble.grid5000.fr,1708784,15533164,1581408
Life - sequential generation,dahu-13.grenoble.grid5000.fr,73787,4888721,557731
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,2080445,4485890,367017
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,132162,371093,27723
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,737351,1728817,128183
NBody sequential,dahu-13.grenoble.grid5000.fr,32937,3649710,338513
QuickSort,dahu-13.grenoble.grid5000.fr,157997,727660,62669
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,7446,88013,8170
MergeSort,dahu-13.grenoble.grid5000.fr,105112,1059812,103612
FrogJump,dahu-13.grenoble.grid5000.fr,1708134,14435815,1470453
Life - sequential generation,dahu-13.grenoble.grid5000.fr,72041,4194936,420719
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,2131873,4488513,368944
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,133210,372862,28458
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,713624,1624935,118269
NBody sequential,dahu-13.grenoble.grid5000.fr,33303,1737972,131182
QuickSort,dahu-13.grenoble.grid5000.fr,159017,761290,70166
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,8401,84228,7986
MergeSort,dahu-13.grenoble.grid5000.fr,102503,1117856,106978
FrogJump,dahu-13.grenoble.grid5000.fr,1787502,14448449,1404831
Life - sequential generation,dahu-13.grenoble.grid5000.fr,73749,3974050,315425
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,2134133,4431935,344434
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,132266,364135,27296
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,710398,1566952,111690
NBody sequential,dahu-13.grenoble.grid5000.fr,34736,2173030,239093
QuickSort,dahu-13.grenoble.grid5000.fr,157803,736082,67244
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,8217,73853,8262
MergeSort,dahu-13.grenoble.grid5000.fr,112890,1020383,95396
FrogJump,dahu-13.grenoble.grid5000.fr,1731473,15024436,1483504
Life - sequential generation,dahu-13.grenoble.grid5000.fr,73072,4417164,555711
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,2104365,4522511,352833
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,129992,363402,27984
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,706157,1695918,121605
NBody sequential,dahu-13.grenoble.grid5000.fr,34073,1836360,239399
QuickSort,dahu-13.grenoble.grid5000.fr,154644,690672,59456
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,7288,77392,7757
MergeSort,dahu-13.grenoble.grid5000.fr,104690,1023984,96421
FrogJump,dahu-13.grenoble.grid5000.fr,1775751,15289084,1534927
Life - sequential generation,dahu-13.grenoble.grid5000.fr,72280,4356739,541574
