name,machine_id,cpu_time_us,package_energy,core_energy
MergeSort,dahu-13.grenoble.grid5000.fr,58991,1302121,115224
FrogJump,dahu-13.grenoble.grid5000.fr,567869,12700040,1238734
Life - sequential generation,dahu-13.grenoble.grid5000.fr,72030,3839773,310254
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,114471,1720760,130433
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,42681,685790,53657
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,85405,1489132,100383
NBody sequential,dahu-13.grenoble.grid5000.fr,30721,1676631,134625
QuickSort,dahu-13.grenoble.grid5000.fr,46179,787900,58477
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,4368,123230,15377
MergeSort,dahu-13.grenoble.grid5000.fr,54060,1373898,120212
FrogJump,dahu-13.grenoble.grid5000.fr,604717,12781218,1290739
Life - sequential generation,dahu-13.grenoble.grid5000.fr,71669,4672901,553691
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,106104,1631893,123180
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,36816,551024,38373
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,81457,1400448,92626
NBody sequential,dahu-13.grenoble.grid5000.fr,30810,1698604,133660
QuickSort,dahu-13.grenoble.grid5000.fr,46776,797239,69079
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,4138,154662,15362
MergeSort,dahu-13.grenoble.grid5000.fr,54533,1300351,110466
FrogJump,dahu-13.grenoble.grid5000.fr,663653,14293420,1471784
Life - sequential generation,dahu-13.grenoble.grid5000.fr,72145,4614246,544420
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,114151,1611446,130968
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,39816,638975,50429
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,94687,1595088,122416
NBody sequential,dahu-13.grenoble.grid5000.fr,31501,2105280,237808
QuickSort,dahu-13.grenoble.grid5000.fr,45264,704344,69401
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,4074,89966,7665
MergeSort,dahu-13.grenoble.grid5000.fr,52916,1234494,117045
FrogJump,dahu-13.grenoble.grid5000.fr,1268654,15110923,1599401
Life - sequential generation,dahu-13.grenoble.grid5000.fr,71865,4676379,552040
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,118815,1595455,139781
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,39352,489805,41677
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,95222,1487850,122109
NBody sequential,dahu-13.grenoble.grid5000.fr,30765,1712703,143300
QuickSort,dahu-13.grenoble.grid5000.fr,45295,689085,67871
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,4170,68420,7757
MergeSort,dahu-13.grenoble.grid5000.fr,54229,1041318,95243
FrogJump,dahu-13.grenoble.grid5000.fr,1403338,15360251,1625059
Life - sequential generation,dahu-13.grenoble.grid5000.fr,72262,4655017,533894
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,118958,1671932,147660
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,39956,588194,50597
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,98701,1469052,121941
NBody sequential,dahu-13.grenoble.grid5000.fr,32836,2078608,237012
QuickSort,dahu-13.grenoble.grid5000.fr,44882,748167,72307
