name,machine_id,cpu_time_us,package_energy,core_energy
MergeSort,dahu-13.grenoble.grid5000.fr,112044,908689,86721
FrogJump,dahu-13.grenoble.grid5000.fr,1533663,14416162,1467056
Life - sequential generation,dahu-13.grenoble.grid5000.fr,73115,4969469,564034
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,1858680,4063222,286952
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,119129,220825,16707
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,638527,1525997,103367
NBody sequential,dahu-13.grenoble.grid5000.fr,33838,2155573,239185
QuickSort,dahu-13.grenoble.grid5000.fr,146933,678892,58048
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,7431,96191,7757
MergeSort,dahu-13.grenoble.grid5000.fr,106007,1081296,99695
FrogJump,dahu-13.grenoble.grid5000.fr,1589896,14939781,1512634
Life - sequential generation,dahu-13.grenoble.grid5000.fr,73025,3877004,312854
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,1812674,3956472,279515
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,124108,348144,25062
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,648324,1544613,102984
NBody sequential,dahu-13.grenoble.grid5000.fr,32400,2152888,238404
QuickSort,dahu-13.grenoble.grid5000.fr,154901,760923,66249
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,8114,79590,7803
MergeSort,dahu-13.grenoble.grid5000.fr,112954,916563,91111
FrogJump,dahu-13.grenoble.grid5000.fr,1560873,15092490,1507325
Life - sequential generation,dahu-13.grenoble.grid5000.fr,71612,3893789,313176
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,1834279,4077138,286630
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,119486,352722,24510
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,614237,1421383,95319
NBody sequential,dahu-13.grenoble.grid5000.fr,33140,1722591,135359
QuickSort,dahu-13.grenoble.grid5000.fr,151728,662291,58477
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,7948,167236,15514
MergeSort,dahu-13.grenoble.grid5000.fr,113076,981565,93743
FrogJump,dahu-13.grenoble.grid5000.fr,4367963,14663964,1391306
Life - sequential generation,dahu-13.grenoble.grid5000.fr,72106,3883230,314063
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,1844473,4031423,304516
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,119132,337523,25719
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,631880,1438412,99787
NBody sequential,dahu-13.grenoble.grid5000.fr,33579,1826655,155922
QuickSort,dahu-13.grenoble.grid5000.fr,151075,757078,59180
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,8114,93994,7940
MergeSort,dahu-13.grenoble.grid5000.fr,111424,1091367,94737
FrogJump,dahu-13.grenoble.grid5000.fr,1564617,14951622,1453439
Life - sequential generation,dahu-13.grenoble.grid5000.fr,71886,3889028,314782
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,1812811,4004201,304301
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,116069,241027,16845
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,644332,1441036,100017
NBody sequential,dahu-13.grenoble.grid5000.fr,32531,1696041,133523
QuickSort,dahu-13.grenoble.grid5000.fr,152879,767332,67428
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,7439,92529,7696
MergeSort,dahu-13.grenoble.grid5000.fr,103189,985898,87057
FrogJump,dahu-13.grenoble.grid5000.fr,1620164,14947594,1506836
Life - sequential generation,dahu-13.grenoble.grid5000.fr,72037,4797961,546715
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,1824050,4121999,312686
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,117912,352843,25383
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,620950,1570309,108416
NBody sequential,dahu-13.grenoble.grid5000.fr,31602,1814510,146161
QuickSort,dahu-13.grenoble.grid5000.fr,151627,792051,67305
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,7100,88378,7848
MergeSort,dahu-13.grenoble.grid5000.fr,105177,1157346,110925
FrogJump,dahu-13.grenoble.grid5000.fr,1701218,15030906,1478684
Life - sequential generation,dahu-13.grenoble.grid5000.fr,73007,4144155,377206
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,1862334,4128225,314338
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,116963,225097,17060
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,621772,1672725,116876
NBody sequential,dahu-13.grenoble.grid5000.fr,32312,1879390,221009
QuickSort,dahu-13.grenoble.grid5000.fr,156609,680968,58614
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,7826,92041,7895
MergeSort,dahu-13.grenoble.grid5000.fr,106072,1054197,94202
FrogJump,dahu-13.grenoble.grid5000.fr,1615490,14217920,1334236
Life - sequential generation,dahu-13.grenoble.grid5000.fr,73748,3856680,313084
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,1847646,4131947,313160
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,117255,348205,25092
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,674909,1559323,109120
NBody sequential,dahu-13.grenoble.grid5000.fr,32978,1824519,141984
QuickSort,dahu-13.grenoble.grid5000.fr,160642,677000,58660
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,7811,94360,7681
MergeSort,dahu-13.grenoble.grid5000.fr,105135,1069273,94875
FrogJump,dahu-13.grenoble.grid5000.fr,1628461,13843287,1373971
Life - sequential generation,dahu-13.grenoble.grid5000.fr,72011,3950734,317169
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,1808509,4015188,312518
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,118802,341796,25001
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,640289,1519222,108049
NBody sequential,dahu-13.grenoble.grid5000.fr,32830,1723568,134395
QuickSort,dahu-13.grenoble.grid5000.fr,155737,631285,57665
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,7588,81909,7849
MergeSort,dahu-13.grenoble.grid5000.fr,111500,1041501,95273
FrogJump,dahu-13.grenoble.grid5000.fr,1540110,14718835,1495468
Life - sequential generation,dahu-13.grenoble.grid5000.fr,71802,4838793,555114
