name,machine_id,cpu_time_us,package_energy,core_energy
MergeSort,dahu-13.grenoble.grid5000.fr,97750,1178891,108737
FrogJump,dahu-13.grenoble.grid5000.fr,1117224,13043851,1186423
Life - sequential generation,dahu-13.grenoble.grid5000.fr,71421,3866568,314645
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,1143275,3515494,270520
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,92523,378417,26025
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,437561,1556881,110863
NBody sequential,dahu-13.grenoble.grid5000.fr,32420,1728634,134854
QuickSort,dahu-13.grenoble.grid5000.fr,126299,785521,64673
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,7921,77515,16111
MergeSort,dahu-13.grenoble.grid5000.fr,102368,975522,86476
FrogJump,dahu-13.grenoble.grid5000.fr,1348598,13581020,1274077
Life - sequential generation,dahu-13.grenoble.grid5000.fr,71714,3860647,327267
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,1125566,3399283,261676
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,91387,278625,16937
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,465480,1558650,103015
NBody sequential,dahu-13.grenoble.grid5000.fr,32749,1664486,129897
QuickSort,dahu-13.grenoble.grid5000.fr,112922,759397,55998
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,6916,171875,15698
MergeSort,dahu-13.grenoble.grid5000.fr,92035,987485,86629
FrogJump,dahu-13.grenoble.grid5000.fr,1284194,13501553,1306651
Life - sequential generation,dahu-13.grenoble.grid5000.fr,71745,3824453,308937
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,1141316,3486807,273243
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,89020,389098,26025
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,403708,1540036,103458
NBody sequential,dahu-13.grenoble.grid5000.fr,31266,1708553,134732
QuickSort,dahu-13.grenoble.grid5000.fr,114109,773924,65071
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,7060,54810,8216
MergeSort,dahu-13.grenoble.grid5000.fr,101598,1007566,95029
FrogJump,dahu-13.grenoble.grid5000.fr,1260676,14248926,1388505
Life - sequential generation,dahu-13.grenoble.grid5000.fr,72220,3846608,312716
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,1147553,3471244,243346
