name,machine_id,cpu_time_us,package_energy,core_energy
MergeSort,dahu-13.grenoble.grid5000.fr,73786,868833,88495
FrogJump,dahu-13.grenoble.grid5000.fr,806594,7248272,605298
Life - sequential generation,dahu-13.grenoble.grid5000.fr,71682,3809377,305878
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,259656,795836,64948
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,50159,165832,15974
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,140586,534972,43651
NBody sequential,dahu-13.grenoble.grid5000.fr,31195,2114740,237961
QuickSort,dahu-13.grenoble.grid5000.fr,66294,502196,53060
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,5686,129455,15193
MergeSort,dahu-13.grenoble.grid5000.fr,67134,806333,87516
FrogJump,dahu-13.grenoble.grid5000.fr,823004,12715238,1207782
Life - sequential generation,dahu-13.grenoble.grid5000.fr,72703,4892566,559292
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,275794,937253,122829
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,50752,179870,30891
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,143622,526061,62516
NBody sequential,dahu-13.grenoble.grid5000.fr,30667,2094721,238772
QuickSort,dahu-13.grenoble.grid5000.fr,68461,434814,53795
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,5459,64637,14275
MergeSort,dahu-13.grenoble.grid5000.fr,78191,793211,76928
FrogJump,dahu-13.grenoble.grid5000.fr,804246,8037211,670109
Life - sequential generation,dahu-13.grenoble.grid5000.fr,72100,3842581,309825
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,263795,805357,64489
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,49671,169556,17105
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,134674,425964,38740
NBody sequential,dahu-13.grenoble.grid5000.fr,30944,1705623,147661
QuickSort,dahu-13.grenoble.grid5000.fr,65494,376891,30156
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,5660,110595,8675
MergeSort,dahu-13.grenoble.grid5000.fr,67515,695005,55907
FrogJump,dahu-13.grenoble.grid5000.fr,2075606,8897804,875205
Life - sequential generation,dahu-13.grenoble.grid5000.fr,71561,4786975,552499
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,322649,1330930,153673
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,52601,197998,23226
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,159112,733274,84410
NBody sequential,dahu-13.grenoble.grid5000.fr,37545,1653987,133615
QuickSort,dahu-13.grenoble.grid5000.fr,65169,458739,48761
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,5976,56396,7298
MergeSort,dahu-13.grenoble.grid5000.fr,73147,733701,61782
FrogJump,dahu-13.grenoble.grid5000.fr,837989,8660073,888441
Life - sequential generation,dahu-13.grenoble.grid5000.fr,72379,3802602,306291
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,316615,1238034,145824
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,52576,189819,23088
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,173376,734862,84594
NBody sequential,dahu-13.grenoble.grid5000.fr,33520,1598201,129713
QuickSort,dahu-13.grenoble.grid5000.fr,64510,390685,44110
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,5426,60974,7711
MergeSort,dahu-13.grenoble.grid5000.fr,66324,687315,52785
FrogJump,dahu-13.grenoble.grid5000.fr,806214,8064860,831402
Life - sequential generation,dahu-13.grenoble.grid5000.fr,72428,3869314,322356
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,317344,1234616,145457
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,50135,200622,22981
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,157972,667113,76791
NBody sequential,dahu-13.grenoble.grid5000.fr,30920,1663570,129867
QuickSort,dahu-13.grenoble.grid5000.fr,62072,421446,53749
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,5554,60791,7665
MergeSort,dahu-13.grenoble.grid5000.fr,66691,639219,50352
FrogJump,dahu-13.grenoble.grid5000.fr,819006,8765359,853219
Life - sequential generation,dahu-13.grenoble.grid5000.fr,71933,3890066,315792
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,319557,1237423,147323
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,51181,192809,23225
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,152590,596434,69569
NBody sequential,dahu-13.grenoble.grid5000.fr,31089,1654964,133752
QuickSort,dahu-13.grenoble.grid5000.fr,63752,409789,42779
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,5522,54992,15377
MergeSort,dahu-13.grenoble.grid5000.fr,66740,667357,51148
FrogJump,dahu-13.grenoble.grid5000.fr,806076,8591226,879459
Life - sequential generation,dahu-13.grenoble.grid5000.fr,72206,3799612,306245
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,321129,1244809,146604
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,50364,188048,23180
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,146814,592040,69217
NBody sequential,dahu-13.grenoble.grid5000.fr,31447,1601253,129346
QuickSort,dahu-13.grenoble.grid5000.fr,64335,450316,52326
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,5464,53589,7712
MergeSort,dahu-13.grenoble.grid5000.fr,66070,656675,70962
FrogJump,dahu-13.grenoble.grid5000.fr,2232632,8035258,860610
Life - sequential generation,dahu-13.grenoble.grid5000.fr,71895,3845083,310605
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,319840,1228940,147721
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,50389,194274,23072
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,154712,602782,69248
NBody sequential,dahu-13.grenoble.grid5000.fr,31604,1601192,129438
QuickSort,dahu-13.grenoble.grid5000.fr,63159,391845,35496
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,5513,101990,15514
MergeSort,dahu-13.grenoble.grid5000.fr,68309,724485,79453
FrogJump,dahu-13.grenoble.grid5000.fr,824940,9302344,1057399
Life - sequential generation,dahu-13.grenoble.grid5000.fr,71537,3846792,310284
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,321047,1176449,139643
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,50363,197082,23226
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,169164,598754,69446
NBody sequential,dahu-13.grenoble.grid5000.fr,31242,1652828,133706
QuickSort,dahu-13.grenoble.grid5000.fr,63166,396239,41907
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,5505,55908,7298
MergeSort,dahu-13.grenoble.grid5000.fr,68733,739500,87118
FrogJump,dahu-13.grenoble.grid5000.fr,797449,7543438,603799
Life - sequential generation,dahu-13.grenoble.grid5000.fr,76285,4245290,406842
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,264093,859800,69079
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,51249,170959,13219
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,146058,539122,42870
NBody sequential,dahu-13.grenoble.grid5000.fr,33138,2372979,252787
QuickSort,dahu-13.grenoble.grid5000.fr,67732,458800,54070
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,5501,128723,15468
MergeSort,dahu-13.grenoble.grid5000.fr,72674,956175,99373
FrogJump,dahu-13.grenoble.grid5000.fr,811438,7736369,660624
Life - sequential generation,dahu-13.grenoble.grid5000.fr,71821,3845266,310605
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,260091,856932,68758
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,51417,164978,12897
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,159605,483153,39152
NBody sequential,dahu-13.grenoble.grid5000.fr,30932,2007136,230235
QuickSort,dahu-13.grenoble.grid5000.fr,65947,432005,43835
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,5480,60364,7620
MergeSort,dahu-13.grenoble.grid5000.fr,73339,734739,72659
FrogJump,dahu-13.grenoble.grid5000.fr,835209,9642370,1136912
Life - sequential generation,dahu-13.grenoble.grid5000.fr,71765,3859609,309688
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,320501,1179380,138817
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,53267,265990,30891
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,176128,735288,84961
NBody sequential,dahu-13.grenoble.grid5000.fr,31053,1660763,134120
QuickSort,dahu-13.grenoble.grid5000.fr,67547,492186,61644
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,5380,57129,7833
MergeSort,dahu-13.grenoble.grid5000.fr,69197,824400,88358
FrogJump,dahu-13.grenoble.grid5000.fr,882313,9367774,1063488
Life - sequential generation,dahu-13.grenoble.grid5000.fr,71864,4675953,527299
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,330896,1257748,146483
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,53802,264831,30707
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,155802,670958,84640
NBody sequential,dahu-13.grenoble.grid5000.fr,30998,1655514,133799
QuickSort,dahu-13.grenoble.grid5000.fr,63408,409728,54055
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,5577,66467,7574
MergeSort,dahu-13.grenoble.grid5000.fr,70307,825803,82941
FrogJump,dahu-13.grenoble.grid5000.fr,901681,9033973,1069975
Life - sequential generation,dahu-13.grenoble.grid5000.fr,72139,3787039,306015
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,321204,1301571,154392
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,53708,198547,23041
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,173323,752501,84992
NBody sequential,dahu-13.grenoble.grid5000.fr,34895,2021235,220457
QuickSort,dahu-13.grenoble.grid5000.fr,68270,476562,53902
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,5558,65491,7742
MergeSort,dahu-13.grenoble.grid5000.fr,71408,777586,90760
FrogJump,dahu-13.grenoble.grid5000.fr,926843,9081642,1091808
Life - sequential generation,dahu-13.grenoble.grid5000.fr,72429,4602283,519083
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,323423,1274838,147002
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,53733,208923,23317
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,177933,696898,77173
NBody sequential,dahu-13.grenoble.grid5000.fr,30764,1660762,134120
QuickSort,dahu-13.grenoble.grid5000.fr,63989,403075,39978
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,5726,115539,15423
MergeSort,dahu-13.grenoble.grid5000.fr,67263,713804,71329
FrogJump,dahu-13.grenoble.grid5000.fr,862239,11010042,1382493
Life - sequential generation,dahu-13.grenoble.grid5000.fr,71992,4744556,545062
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,326304,1280087,147002
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,50264,204345,23103
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,156746,606566,69156
NBody sequential,dahu-13.grenoble.grid5000.fr,31111,1655879,134211
QuickSort,dahu-13.grenoble.grid5000.fr,63528,423888,53734
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,5366,64270,7711
MergeSort,dahu-13.grenoble.grid5000.fr,68551,659605,65193
FrogJump,dahu-13.grenoble.grid5000.fr,849375,10645175,1287801
Life - sequential generation,dahu-13.grenoble.grid5000.fr,71846,4798144,551963
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,322136,1274349,147263
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,54166,207825,23318
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,174156,609801,69738
NBody sequential,dahu-13.grenoble.grid5000.fr,30960,1659603,133600
QuickSort,dahu-13.grenoble.grid5000.fr,60519,406737,44202
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,5364,61523,7742
MergeSort,dahu-13.grenoble.grid5000.fr,67873,729430,72430
FrogJump,dahu-13.grenoble.grid5000.fr,878305,8843117,1039742
Life - sequential generation,dahu-13.grenoble.grid5000.fr,72624,3788991,307254
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,314372,1239011,146635
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,51469,197936,23072
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,148194,669981,77082
NBody sequential,dahu-13.grenoble.grid5000.fr,30969,1600521,134120
QuickSort,dahu-13.grenoble.grid5000.fr,62998,406493,44997
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,5141,57068,7666
MergeSort,dahu-13.grenoble.grid5000.fr,67939,791074,80233
FrogJump,dahu-13.grenoble.grid5000.fr,852350,9991369,1254538
Life - sequential generation,dahu-13.grenoble.grid5000.fr,71803,4803698,553829
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,325485,1286068,147615
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,50338,211792,30753
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,152132,757811,85113
NBody sequential,dahu-13.grenoble.grid5000.fr,33882,1616390,130310
QuickSort,dahu-13.grenoble.grid5000.fr,62527,405272,43238
