name,machine_id,cpu_time_us,package_energy,core_energy
MergeSort,dahu-13.grenoble.grid5000.fr,106133,1331356,121130
FrogJump,dahu-13.grenoble.grid5000.fr,1498042,14498864,1358686
Life - sequential generation,dahu-13.grenoble.grid5000.fr,72654,3842275,312854
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,1742456,4166676,347065
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,116489,241820,17152
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,597578,1526058,105784
NBody sequential,dahu-13.grenoble.grid5000.fr,32002,1688777,130050
QuickSort,dahu-13.grenoble.grid5000.fr,141943,702941,57849
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,8097,176635,15545
MergeSort,dahu-13.grenoble.grid5000.fr,95924,1105832,102969
FrogJump,dahu-13.grenoble.grid5000.fr,1566903,15212607,1426404
Life - sequential generation,dahu-13.grenoble.grid5000.fr,71804,3839711,309045
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,1711132,4026479,331321
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,112674,237426,17840
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,612786,1628780,115745
NBody sequential,dahu-13.grenoble.grid5000.fr,32004,1760249,140178
QuickSort,dahu-13.grenoble.grid5000.fr,145156,788328,66815
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,7184,176330,15759
MergeSort,dahu-13.grenoble.grid5000.fr,101007,1098142,102831
FrogJump,dahu-13.grenoble.grid5000.fr,1535422,15875082,1599813
Life - sequential generation,dahu-13.grenoble.grid5000.fr,71785,3892690,306566
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,1724836,4040395,339644
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,116144,364867,26897
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,595299,1493344,106595
NBody sequential,dahu-13.grenoble.grid5000.fr,32754,2013240,164062
QuickSort,dahu-13.grenoble.grid5000.fr,153483,735838,58431
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,7704,93139,7711
MergeSort,dahu-13.grenoble.grid5000.fr,107744,1132321,102341
FrogJump,dahu-13.grenoble.grid5000.fr,1565728,15515647,1552736
Life - sequential generation,dahu-13.grenoble.grid5000.fr,72303,3875967,311799
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,1684608,4043020,306536
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,115165,374633,25995
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,611932,1642940,110527
NBody sequential,dahu-13.grenoble.grid5000.fr,33407,1738765,141418
QuickSort,dahu-13.grenoble.grid5000.fr,141557,805357,66463
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,7169,96862,7803
MergeSort,dahu-13.grenoble.grid5000.fr,108916,1085446,94646
FrogJump,dahu-13.grenoble.grid5000.fr,1456168,15791097,1579801
Life - sequential generation,dahu-13.grenoble.grid5000.fr,72162,4834399,554289
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,1689336,4022634,308463
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,115411,247253,16921
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,624043,1602596,110099
NBody sequential,dahu-13.grenoble.grid5000.fr,35722,2121699,238772
QuickSort,dahu-13.grenoble.grid5000.fr,145846,817015,66127
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,7282,95702,7865
MergeSort,dahu-13.grenoble.grid5000.fr,103467,1040708,86751
FrogJump,dahu-13.grenoble.grid5000.fr,1562713,16291645,1549308
Life - sequential generation,dahu-13.grenoble.grid5000.fr,75124,3961599,318087
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,1699109,4137807,315440
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,113875,282226,17365
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,647207,1611812,110512
NBody sequential,dahu-13.grenoble.grid5000.fr,32712,1669368,134212
QuickSort,dahu-13.grenoble.grid5000.fr,146899,795957,66019
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,7101,165894,15821
MergeSort,dahu-13.grenoble.grid5000.fr,99935,996518,95625
FrogJump,dahu-13.grenoble.grid5000.fr,1578134,14651879,1377337
Life - sequential generation,dahu-13.grenoble.grid5000.fr,72163,3889394,312319
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,1675362,4003041,305159
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,112269,361511,25642
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,607967,1479244,101668
NBody sequential,dahu-13.grenoble.grid5000.fr,32833,1667721,134395
QuickSort,dahu-13.grenoble.grid5000.fr,148126,675535,57865
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,7171,77026,7711
MergeSort,dahu-13.grenoble.grid5000.fr,99862,1058591,94876
FrogJump,dahu-13.grenoble.grid5000.fr,1608469,15357444,1506759
Life - sequential generation,dahu-13.grenoble.grid5000.fr,72021,3889516,314323
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,1703777,4082876,316649
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,115735,365172,26117
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,574754,1466488,101347
NBody sequential,dahu-13.grenoble.grid5000.fr,32402,1759090,134671
QuickSort,dahu-13.grenoble.grid5000.fr,146976,767271,67320
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,7389,177367,7894
MergeSort,dahu-13.grenoble.grid5000.fr,100405,983701,87072
FrogJump,dahu-13.grenoble.grid5000.fr,1592849,17286821,1778870
Life - sequential generation,dahu-13.grenoble.grid5000.fr,73612,4148549,334198
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,1711615,4101003,321484
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,113956,348693,25673
