name,machine_id,cpu_time_us,package_energy,core_energy
MergeSort,dahu-13.grenoble.grid5000.fr,92523,736266,56212
FrogJump,dahu-13.grenoble.grid5000.fr,954142,9285376,933101
Life - sequential generation,dahu-13.grenoble.grid5000.fr,303622,5100268,563331
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,474079,962338,91249
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,101031901,323363064,27192200
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,43389,314453,23975
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,191689,884214,65882
NBody sequential,dahu-13.grenoble.grid5000.fr,164079,3179191,364033
QuickSort,dahu-13.grenoble.grid5000.fr,73575,714110,69845
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,3963,73364,7680
MergeSort,dahu-13.grenoble.grid5000.fr,94785,960264,93529
FrogJump,dahu-13.grenoble.grid5000.fr,1505247,15601584,1567684
Life - sequential generation,dahu-13.grenoble.grid5000.fr,340366,7393780,702821
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,448087,1903132,157391
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,157503954,563161644,45110244
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,4384,219176,16570
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,139951,809569,59533
NBody sequential,dahu-13.grenoble.grid5000.fr,170031,3250480,366603
QuickSort,dahu-13.grenoble.grid5000.fr,81299,756102,71160
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,4101,87951,7849
MergeSort,dahu-13.grenoble.grid5000.fr,85921,882200,86873
FrogJump,dahu-13.grenoble.grid5000.fr,1443342,15428549,1569030
Life - sequential generation,dahu-13.grenoble.grid5000.fr,342144,6666365,746839
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,469365,1823665,153153
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,156159291,527578789,43293844
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,69523,368529,24832
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,136189,1002316,70885
NBody sequential,dahu-13.grenoble.grid5000.fr,165335,3211173,341680
QuickSort,dahu-13.grenoble.grid5000.fr,78631,714232,63020
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,5547,84412,7987
MergeSort,dahu-13.grenoble.grid5000.fr,89315,945921,86032
FrogJump,dahu-13.grenoble.grid5000.fr,1424062,14610131,1503026
Life - sequential generation,dahu-13.grenoble.grid5000.fr,337862,6572310,746900
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,455805,1880489,162379
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,202130812,556171428,42939771
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,60109,350524,25306
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,143489,852232,61965
NBody sequential,dahu-13.grenoble.grid5000.fr,173742,3373221,373274
QuickSort,dahu-13.grenoble.grid5000.fr,76194,702818,62944
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,3997,84106,7849
MergeSort,dahu-13.grenoble.grid5000.fr,85426,968808,94891
FrogJump,dahu-13.grenoble.grid5000.fr,1303112,16852130,1601558
Life - sequential generation,dahu-13.grenoble.grid5000.fr,365887,8617715,787155
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,485242,1813899,148211
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,210292590,518122575,41358853
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,11572,194336,16478
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,205972,750120,52020
NBody sequential,dahu-13.grenoble.grid5000.fr,169184,3261406,373366
QuickSort,dahu-13.grenoble.grid5000.fr,78331,686705,62990
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,3959,71594,15514
MergeSort,dahu-13.grenoble.grid5000.fr,95003,862608,86888
FrogJump,dahu-13.grenoble.grid5000.fr,1400739,14586266,1504648
