name,machine_id,cpu_time_us,package_energy,core_energy
MergeSort,dahu-13.grenoble.grid5000.fr,80172,728086,56962
FrogJump,dahu-13.grenoble.grid5000.fr,848671,8913612,830821
Life - sequential generation,dahu-13.grenoble.grid5000.fr,216503,5096178,563958
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,309336,960447,109257
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,51366248,454584041,39874462
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,44695,268676,24005
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,67763,864927,57253
NBody sequential,dahu-13.grenoble.grid5000.fr,104531,2827629,324804
QuickSort,dahu-13.grenoble.grid5000.fr,60136,609190,57910
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,3838,139098,15560
MergeSort,dahu-13.grenoble.grid5000.fr,69585,849363,89076
FrogJump,dahu-13.grenoble.grid5000.fr,1134822,15483970,1593846
Life - sequential generation,dahu-13.grenoble.grid5000.fr,220821,5988938,687368
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,265336,1572384,126378
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,94939442,455055536,37021028
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,46353,330993,23899
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,135836,927549,65974
NBody sequential,dahu-13.grenoble.grid5000.fr,106573,2886894,334121
QuickSort,dahu-13.grenoble.grid5000.fr,61610,703794,62837
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,3196,0,3535
MergeSort,dahu-13.grenoble.grid5000.fr,68643,955503,86047
FrogJump,dahu-13.grenoble.grid5000.fr,1162796,13643703,1389210
Life - sequential generation,dahu-13.grenoble.grid5000.fr,220749,6036666,699409
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,274256,1621090,130953
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,68858312,344506809,28848074
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,23794,268249,24312
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,99533,834410,66158
NBody sequential,dahu-13.grenoble.grid5000.fr,105238,2839471,325599
QuickSort,dahu-13.grenoble.grid5000.fr,59296,687254,62561
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,7281,68786,7895
MergeSort,dahu-13.grenoble.grid5000.fr,72621,982664,93529
FrogJump,dahu-13.grenoble.grid5000.fr,1137091,14175074,1460447
Life - sequential generation,dahu-13.grenoble.grid5000.fr,225905,6076217,698032
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,269298,1591549,131825
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,68767380,350877703,28719309
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,33704,338256,24265
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,127716,922605,62347
NBody sequential,dahu-13.grenoble.grid5000.fr,102893,3035881,300629
QuickSort,dahu-13.grenoble.grid5000.fr,60370,692564,62378
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,4819,75684,7757
MergeSort,dahu-13.grenoble.grid5000.fr,73537,883787,93575
