name,machine_id,cpu_time_us,package_energy,core_energy
MergeSort,dahu-13.grenoble.grid5000.fr,63746,814512,65866
FrogJump,dahu-13.grenoble.grid5000.fr,662812,18814344,1686840
Life - sequential generation,dahu-13.grenoble.grid5000.fr,72242,4021596,328552
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,153501,757017,56273
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,13744545,114338879,12274211
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,45841,460692,38893
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,116581,935117,79086
NBody sequential,dahu-13.grenoble.grid5000.fr,34160,1829524,148532
QuickSort,dahu-13.grenoble.grid5000.fr,44195,418151,35986
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,4638,94116,7574
MergeSort,dahu-13.grenoble.grid5000.fr,54691,833860,88235
FrogJump,dahu-13.grenoble.grid5000.fr,893833,13565151,1513293
Life - sequential generation,dahu-13.grenoble.grid5000.fr,73137,3903127,330571
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,184969,1430050,137440
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,21138960,160188372,15766344
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,44833,486999,39474
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,111642,926694,72415
NBody sequential,dahu-13.grenoble.grid5000.fr,34454,1846797,148380
QuickSort,dahu-13.grenoble.grid5000.fr,43756,491576,50719
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,4491,96252,7573
MergeSort,dahu-13.grenoble.grid5000.fr,57100,1090879,105876
FrogJump,dahu-13.grenoble.grid5000.fr,910234,14358423,1573635
Life - sequential generation,dahu-13.grenoble.grid5000.fr,72698,3908864,316281
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,183224,1508358,138634
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,21518716,157762536,15576134
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,46411,397520,31594
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,116930,1089291,89000
NBody sequential,dahu-13.grenoble.grid5000.fr,34117,1871699,154316
QuickSort,dahu-13.grenoble.grid5000.fr,43851,530089,54713
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,4352,78613,7757
MergeSort,dahu-13.grenoble.grid5000.fr,57443,961179,89597
FrogJump,dahu-13.grenoble.grid5000.fr,902390,12936917,1338949
Life - sequential generation,dahu-13.grenoble.grid5000.fr,72859,3871511,313772
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,185750,1469723,133386
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,22609618,157842064,15684964
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,45160,381530,31748
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,117837,908811,71191
NBody sequential,dahu-13.grenoble.grid5000.fr,34430,1858088,147202
QuickSort,dahu-13.grenoble.grid5000.fr,43862,530883,54177
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,4494,78491,7666
MergeSort,dahu-13.grenoble.grid5000.fr,57189,989683,95931
FrogJump,dahu-13.grenoble.grid5000.fr,2356581,13944667,1417407
Life - sequential generation,dahu-13.grenoble.grid5000.fr,73304,3863577,313359
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,180374,1381954,133585
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,21552781,168319211,16825609
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,45942,389586,31900
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,105097,921201,72139
NBody sequential,dahu-13.grenoble.grid5000.fr,34014,2000178,226471
QuickSort,dahu-13.grenoble.grid5000.fr,42996,461852,46834
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,4312,78614,7665
MergeSort,dahu-13.grenoble.grid5000.fr,56341,1054319,96650
FrogJump,dahu-13.grenoble.grid5000.fr,910244,22917544,2449698
Life - sequential generation,dahu-13.grenoble.grid5000.fr,73230,3893301,317123
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,178921,1532527,141510
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,22391737,170519827,16793326
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,45925,385742,31717
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,109377,1007932,80462
NBody sequential,dahu-13.grenoble.grid5000.fr,34751,1918391,154958
QuickSort,dahu-13.grenoble.grid5000.fr,44282,536315,54438
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,4429,78857,7711
MergeSort,dahu-13.grenoble.grid5000.fr,56754,891721,86522
FrogJump,dahu-13.grenoble.grid5000.fr,900423,22861208,2346347
Life - sequential generation,dahu-13.grenoble.grid5000.fr,72881,4063405,368714
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,182573,1494319,132590
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,21536319,165138127,16080790
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,45469,402953,31441
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,122291,1173886,100980
NBody sequential,dahu-13.grenoble.grid5000.fr,36107,2071100,249467
QuickSort,dahu-13.grenoble.grid5000.fr,43313,552123,54621
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,4454,78797,7849
MergeSort,dahu-13.grenoble.grid5000.fr,54824,978208,87761
FrogJump,dahu-13.grenoble.grid5000.fr,909435,14104456,1447808
Life - sequential generation,dahu-13.grenoble.grid5000.fr,73550,3989553,318317
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,181022,1479306,137593
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,23281449,166555238,16057916
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,45119,390014,32008
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,116367,1004880,83202
NBody sequential,dahu-13.grenoble.grid5000.fr,34748,1869136,147645
QuickSort,dahu-13.grenoble.grid5000.fr,44105,534056,55096
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,4409,0,0
MergeSort,dahu-13.grenoble.grid5000.fr,58400,1026853,97354
FrogJump,dahu-13.grenoble.grid5000.fr,895806,13432949,1378958
Life - sequential generation,dahu-13.grenoble.grid5000.fr,72971,3958792,319234
