name,machine_id,cpu_time_us,package_energy,core_energy
MergeSort,dahu-13.grenoble.grid5000.fr,89617,1297970,101500
FrogJump,dahu-13.grenoble.grid5000.fr,929790,14700890,1295069
Life - sequential generation,dahu-13.grenoble.grid5000.fr,268249,5707993,572097
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,439718,1957637,116219
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,80412211,510617162,37400758
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,65029,347411,25215
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,189473,873655,60282
NBody sequential,dahu-13.grenoble.grid5000.fr,161295,4132314,374590
QuickSort,dahu-13.grenoble.grid5000.fr,72635,760252,63097
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,6904,77819,7941
MergeSort,dahu-13.grenoble.grid5000.fr,84245,1026181,96146
FrogJump,dahu-13.grenoble.grid5000.fr,1369435,16722736,1579847
Life - sequential generation,dahu-13.grenoble.grid5000.fr,300098,7922892,710088
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,416623,1976741,151975
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,132765871,515286096,39052883
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,11410,347655,25857
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,156808,871397,59119
NBody sequential,dahu-13.grenoble.grid5000.fr,160678,4043386,367919
QuickSort,dahu-13.grenoble.grid5000.fr,72224,726011,65377
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,5421,76660,7956
MergeSort,dahu-13.grenoble.grid5000.fr,90148,975156,95304
FrogJump,dahu-13.grenoble.grid5000.fr,1333255,14638391,1473115
Life - sequential generation,dahu-13.grenoble.grid5000.fr,331069,8074260,748338
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,404953,1745662,138832
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,162255734,501270201,39970164
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,57175,344115,25138
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,117800,987119,59593
NBody sequential,dahu-13.grenoble.grid5000.fr,152702,3920644,352634
QuickSort,dahu-13.grenoble.grid5000.fr,76735,700132,66096
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,8145,77392,7895
MergeSort,dahu-13.grenoble.grid5000.fr,86379,1220090,98165
FrogJump,dahu-13.grenoble.grid5000.fr,1372850,15563742,1508978
