name,machine_id,cpu_time_us,package_energy,core_energy
MergeSort,dahu-13.grenoble.grid5000.fr,74163,722899,56732
FrogJump,dahu-13.grenoble.grid5000.fr,785809,9013160,846610
Life - sequential generation,dahu-13.grenoble.grid5000.fr,201661,5223192,569849
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,260512,772520,73303
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,51018682,325798238,34608952
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,17770,338989,23791
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,87935,745543,63464
NBody sequential,dahu-13.grenoble.grid5000.fr,97668,2948967,362579
QuickSort,dahu-13.grenoble.grid5000.fr,60659,579466,61965
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,3870,144348,15560
MergeSort,dahu-13.grenoble.grid5000.fr,72734,856566,93728
FrogJump,dahu-13.grenoble.grid5000.fr,1102994,12852994,1410232
Life - sequential generation,dahu-13.grenoble.grid5000.fr,202710,6087997,618395
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,236689,1307065,122323
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,50874689,271788671,27555805
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,1531,289672,23822
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,97505,857786,73211
NBody sequential,dahu-13.grenoble.grid5000.fr,96910,2813104,348274
QuickSort,dahu-13.grenoble.grid5000.fr,60199,624876,62379
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,3904,66162,7757
MergeSort,dahu-13.grenoble.grid5000.fr,68494,855162,85435
FrogJump,dahu-13.grenoble.grid5000.fr,1061985,32732155,3651712
Life - sequential generation,dahu-13.grenoble.grid5000.fr,205883,6056564,743442
Life - parallel iterators generation,dahu-13.grenoble.grid5000.fr,272231,1443478,140163
Life - parallel bridge generation,dahu-13.grenoble.grid5000.fr,46221340,301843344,28316644
NBody parallel iterator,dahu-13.grenoble.grid5000.fr,19297,290587,24496
NBody parallel reduce,dahu-13.grenoble.grid5000.fr,107381,897459,67305
NBody sequential,dahu-13.grenoble.grid5000.fr,95132,2882073,348886
QuickSort,dahu-13.grenoble.grid5000.fr,60139,608641,62164
Travelling Salesman Problem,dahu-13.grenoble.grid5000.fr,6024,65186,7757
