name,machine_id,cpu_time_us,wall_clock_time_us,package_energy,core_energy
Life - sequential generation,dahu-10.grenoble.grid5000.fr,76939,77073,4782398,539784
NBody sequential,dahu-10.grenoble.grid5000.fr,35055,35150,2218928,245565
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72256,72379,4300282,504043
NBody sequential,dahu-10.grenoble.grid5000.fr,33618,33743,2081537,238818
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72136,72263,4315419,504991
NBody sequential,dahu-10.grenoble.grid5000.fr,33726,33871,2108515,239139
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72855,72980,4321583,505635
NBody sequential,dahu-10.grenoble.grid5000.fr,33574,33700,2095026,238634
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72271,72403,4291920,505268
NBody sequential,dahu-10.grenoble.grid5000.fr,33868,33997,2128534,238313
Life - sequential generation,dahu-10.grenoble.grid5000.fr,71853,71942,4256703,505818
NBody sequential,dahu-10.grenoble.grid5000.fr,33571,33699,2025508,231657
Life - sequential generation,dahu-10.grenoble.grid5000.fr,71926,72015,4291432,505772
NBody sequential,dahu-10.grenoble.grid5000.fr,33482,33571,2048945,231581
Life - sequential generation,dahu-10.grenoble.grid5000.fr,71873,72001,4300404,499805
NBody sequential,dahu-10.grenoble.grid5000.fr,33655,33745,2078425,239277
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72203,72295,4320485,506002
NBody sequential,dahu-10.grenoble.grid5000.fr,33570,33662,2109247,237394
Life - sequential generation,dahu-10.grenoble.grid5000.fr,71670,71751,4311147,505436
NBody sequential,dahu-10.grenoble.grid5000.fr,33581,33707,2056209,232805
Life - sequential generation,dahu-10.grenoble.grid5000.fr,71690,71779,4228810,508480
NBody sequential,dahu-10.grenoble.grid5000.fr,33525,33652,2052302,232897
Life - sequential generation,dahu-10.grenoble.grid5000.fr,71883,72014,4311939,507608
NBody sequential,dahu-10.grenoble.grid5000.fr,33521,33601,2034114,232530
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72493,72619,4308156,506415
NBody sequential,dahu-10.grenoble.grid5000.fr,33571,33693,2106501,238863
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72079,72170,4329945,506966
NBody sequential,dahu-10.grenoble.grid5000.fr,33567,33696,2029902,232392
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72238,72317,4290883,505956
NBody sequential,dahu-10.grenoble.grid5000.fr,33570,33697,2059687,231291
Life - sequential generation,dahu-10.grenoble.grid5000.fr,71601,71729,4226125,498413
NBody sequential,dahu-10.grenoble.grid5000.fr,33428,33525,2018855,233172
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72156,72282,4362049,506415
NBody sequential,dahu-10.grenoble.grid5000.fr,33534,33679,2040217,231106
