name,machine_id,cpu_time_us,wall_clock_time_us,package_energy,core_energy
Life - sequential generation,dahu-10.grenoble.grid5000.fr,76426,76450,3827322,305357
NBody sequential,dahu-10.grenoble.grid5000.fr,33563,33682,1695613,147293
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72804,72932,3613150,288161
NBody sequential,dahu-10.grenoble.grid5000.fr,33401,33527,1652217,138985
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72739,72859,3586050,290455
NBody sequential,dahu-10.grenoble.grid5000.fr,33482,33597,1658687,137195
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72486,72614,3622244,285238
NBody sequential,dahu-10.grenoble.grid5000.fr,33394,33526,1691219,138067
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72714,72796,3623160,284534
NBody sequential,dahu-10.grenoble.grid5000.fr,33388,33507,1708675,141617
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72804,72931,3624563,293377
NBody sequential,dahu-10.grenoble.grid5000.fr,33387,33469,1644161,126409
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72477,72559,3567191,282789
NBody sequential,dahu-10.grenoble.grid5000.fr,33397,33514,1648067,135680
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72566,72684,3616690,282101
NBody sequential,dahu-10.grenoble.grid5000.fr,33471,33589,1700985,136966
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72576,72704,3631277,297616
NBody sequential,dahu-10.grenoble.grid5000.fr,33409,33493,1654903,130233
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72573,72693,3580191,297064
NBody sequential,dahu-10.grenoble.grid5000.fr,33393,33512,1653194,150323
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72544,72625,3567068,276961
NBody sequential,dahu-10.grenoble.grid5000.fr,33383,33476,1643245,133523
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72431,72502,3590933,292979
NBody sequential,dahu-10.grenoble.grid5000.fr,33417,33534,1657894,155968
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72554,72675,3567984,285146
NBody sequential,dahu-10.grenoble.grid5000.fr,33388,33465,1644710,137700
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72668,72784,3653250,283478
NBody sequential,dahu-10.grenoble.grid5000.fr,33401,33531,1828242,216740
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72705,72824,3684378,303307
NBody sequential,dahu-10.grenoble.grid5000.fr,33477,33607,1641048,128612
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72787,72871,3645377,295550
NBody sequential,dahu-10.grenoble.grid5000.fr,33394,33513,1696040,149634
Life - sequential generation,dahu-10.grenoble.grid5000.fr,73073,73194,3619009,284764
NBody sequential,dahu-10.grenoble.grid5000.fr,33392,33527,1658688,133294
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72734,72853,3569510,282699
NBody sequential,dahu-10.grenoble.grid5000.fr,33397,33475,1687008,134624
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72135,72257,3576040,290088
NBody sequential,dahu-10.grenoble.grid5000.fr,33404,33481,1648799,142933
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72772,72892,3608084,285544
NBody sequential,dahu-10.grenoble.grid5000.fr,33395,33518,1695552,139306
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72761,72880,3620841,295963
NBody sequential,dahu-10.grenoble.grid5000.fr,33390,33521,1639949,128428
Life - sequential generation,dahu-10.grenoble.grid5000.fr,73038,73117,3619437,298900
NBody sequential,dahu-10.grenoble.grid5000.fr,33396,33513,1692500,133202
Life - sequential generation,dahu-10.grenoble.grid5000.fr,73157,73283,3672842,294969
NBody sequential,dahu-10.grenoble.grid5000.fr,33403,33482,1650143,138526
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72835,72955,3602774,280357
NBody sequential,dahu-10.grenoble.grid5000.fr,33392,33512,1696895,135864
Life - sequential generation,dahu-10.grenoble.grid5000.fr,71815,71944,3540030,294480
NBody sequential,dahu-10.grenoble.grid5000.fr,33388,33504,1644100,126501
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72386,72514,3575064,277098
NBody sequential,dahu-10.grenoble.grid5000.fr,33396,33522,1696163,151102
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72732,72815,3613150,282714
NBody sequential,dahu-10.grenoble.grid5000.fr,33430,33548,1689998,131779
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72890,72971,3573416,291603
NBody sequential,dahu-10.grenoble.grid5000.fr,33401,33484,1640010,127511
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72628,72750,3590262,287977
NBody sequential,dahu-10.grenoble.grid5000.fr,33402,33487,1694332,140347
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72546,72662,3615347,282790
NBody sequential,dahu-10.grenoble.grid5000.fr,33395,33473,1691951,131549
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72667,72748,3629996,299742
NBody sequential,dahu-10.grenoble.grid5000.fr,33397,33552,1654231,124985
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72390,72473,3603263,284259
NBody sequential,dahu-10.grenoble.grid5000.fr,33393,33514,1697505,145014
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72457,72535,3570181,280449
NBody sequential,dahu-10.grenoble.grid5000.fr,33397,33478,1646907,140592
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72850,72934,3562308,290271
NBody sequential,dahu-10.grenoble.grid5000.fr,33470,33585,1664607,136002
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72753,72875,3611990,291006
NBody sequential,dahu-10.grenoble.grid5000.fr,33480,33596,1691280,141189
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72712,72835,3617117,287655
NBody sequential,dahu-10.grenoble.grid5000.fr,33403,33535,1641414,139398
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72943,73074,3643729,306199
NBody sequential,dahu-10.grenoble.grid5000.fr,33388,33519,1705440,140178
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72817,72948,3583242,300782
NBody sequential,dahu-10.grenoble.grid5000.fr,33450,33529,1685481,163587
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72591,72708,3565726,280862
NBody sequential,dahu-10.grenoble.grid5000.fr,37744,37838,2370843,217138
Life - sequential generation,dahu-10.grenoble.grid5000.fr,85208,85330,5387316,536494
NBody sequential,dahu-10.grenoble.grid5000.fr,35810,35895,1828060,168224
Life - sequential generation,dahu-10.grenoble.grid5000.fr,76779,76861,3831045,316511
NBody sequential,dahu-10.grenoble.grid5000.fr,35481,35550,1771662,151057
Life - sequential generation,dahu-10.grenoble.grid5000.fr,75958,76075,3823049,325630
NBody sequential,dahu-10.grenoble.grid5000.fr,35113,35234,1786067,163939
Life - sequential generation,dahu-10.grenoble.grid5000.fr,76349,76421,3846060,325890
NBody sequential,dahu-10.grenoble.grid5000.fr,35313,35432,1791988,163909
Life - sequential generation,dahu-10.grenoble.grid5000.fr,76855,76982,3859426,352405
NBody sequential,dahu-10.grenoble.grid5000.fr,35317,35442,1874873,173089
Life - sequential generation,dahu-10.grenoble.grid5000.fr,76715,76838,3852163,328736
NBody sequential,dahu-10.grenoble.grid5000.fr,35479,35610,1818660,145228
Life - sequential generation,dahu-10.grenoble.grid5000.fr,76987,77069,3895193,334993
NBody sequential,dahu-10.grenoble.grid5000.fr,35523,35644,1778926,167489
Life - sequential generation,dahu-10.grenoble.grid5000.fr,76735,76817,3977346,380403
NBody sequential,dahu-10.grenoble.grid5000.fr,35560,35637,1955745,201593
Life - sequential generation,dahu-10.grenoble.grid5000.fr,76474,76533,3969655,386019
NBody sequential,dahu-10.grenoble.grid5000.fr,35434,35519,2058955,234457
Life - sequential generation,dahu-10.grenoble.grid5000.fr,75234,75352,3844778,321667
NBody sequential,dahu-10.grenoble.grid5000.fr,33483,33609,1655513,128566
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72959,73078,3594046,302006
NBody sequential,dahu-10.grenoble.grid5000.fr,33441,33552,1722469,155004
