name,machine_id,cpu_time_us,wall_clock_time_us,package_energy,core_energy
Life - sequential generation,dahu-10.grenoble.grid5000.fr,76948,77140,4782702,539967
NBody sequential,dahu-10.grenoble.grid5000.fr,34761,34844,2212275,244923
Life - sequential generation,dahu-10.grenoble.grid5000.fr,73789,73861,4533192,518991
NBody sequential,dahu-10.grenoble.grid5000.fr,33820,33894,2109064,239001
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72934,73147,4433399,512107
NBody sequential,dahu-10.grenoble.grid5000.fr,33800,33883,2080500,231963
Life - sequential generation,dahu-10.grenoble.grid5000.fr,73106,73187,4421192,509903
NBody sequential,dahu-10.grenoble.grid5000.fr,33819,33974,2055232,231061
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72227,72300,4314320,503936
NBody sequential,dahu-10.grenoble.grid5000.fr,33873,33973,2127680,237241
Life - sequential generation,dahu-10.grenoble.grid5000.fr,73205,73288,4422596,509077
NBody sequential,dahu-10.grenoble.grid5000.fr,33643,33812,2089167,236982
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72960,73043,4433216,510683
NBody sequential,dahu-10.grenoble.grid5000.fr,33896,33967,2148370,237670
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72929,73086,4407033,509995
NBody sequential,dahu-10.grenoble.grid5000.fr,33809,33881,2054866,237027
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72660,72742,4434253,508572
NBody sequential,dahu-10.grenoble.grid5000.fr,33825,33897,2108577,237395
Life - sequential generation,dahu-10.grenoble.grid5000.fr,74677,74850,4568409,519634
NBody sequential,dahu-10.grenoble.grid5000.fr,34151,34234,2098872,237532
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72102,72173,4313343,503156
NBody sequential,dahu-10.grenoble.grid5000.fr,33389,33461,2107905,236293
Life - sequential generation,dahu-10.grenoble.grid5000.fr,71898,72169,4300160,495536
NBody sequential,dahu-10.grenoble.grid5000.fr,33399,33482,2020747,230464
Life - sequential generation,dahu-10.grenoble.grid5000.fr,70335,70419,4172536,488697
NBody sequential,dahu-10.grenoble.grid5000.fr,33391,33474,2021174,230005
Life - sequential generation,dahu-10.grenoble.grid5000.fr,71911,72070,4293202,502788
NBody sequential,dahu-10.grenoble.grid5000.fr,33389,33465,2086237,238313
Life - sequential generation,dahu-10.grenoble.grid5000.fr,71756,71783,4234426,496592
NBody sequential,dahu-10.grenoble.grid5000.fr,33386,33459,2016596,230112
Life - sequential generation,dahu-10.grenoble.grid5000.fr,71876,72034,4283314,502513
NBody sequential,dahu-10.grenoble.grid5000.fr,33483,33565,2088313,238175
Life - sequential generation,dahu-10.grenoble.grid5000.fr,71931,72011,4312550,505176
NBody sequential,dahu-10.grenoble.grid5000.fr,33387,33429,2019892,231658
Life - sequential generation,dahu-10.grenoble.grid5000.fr,71847,72009,4222401,498199
NBody sequential,dahu-10.grenoble.grid5000.fr,33385,33472,2065486,238450
Life - sequential generation,dahu-10.grenoble.grid5000.fr,71835,71908,4283680,503431
NBody sequential,dahu-10.grenoble.grid5000.fr,33385,33468,2028681,230556
Life - sequential generation,dahu-10.grenoble.grid5000.fr,71760,71915,4212270,497188
NBody sequential,dahu-10.grenoble.grid5000.fr,33394,33468,2014277,231749
Life - sequential generation,dahu-10.grenoble.grid5000.fr,71009,71035,4222828,496546
NBody sequential,dahu-10.grenoble.grid5000.fr,33390,33490,2101496,237946
Life - sequential generation,dahu-10.grenoble.grid5000.fr,71689,71842,4273305,504028
NBody sequential,dahu-10.grenoble.grid5000.fr,33404,33476,2038996,230694
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72097,72168,4307484,501917
NBody sequential,dahu-10.grenoble.grid5000.fr,33393,33539,2086298,237624
Life - sequential generation,dahu-10.grenoble.grid5000.fr,71756,71835,4279774,503523
NBody sequential,dahu-10.grenoble.grid5000.fr,33383,33455,2023005,230969
Life - sequential generation,dahu-10.grenoble.grid5000.fr,71481,71553,4218617,494618
NBody sequential,dahu-10.grenoble.grid5000.fr,33392,33542,2042902,231091
Life - sequential generation,dahu-10.grenoble.grid5000.fr,71826,71898,4260792,495674
NBody sequential,dahu-10.grenoble.grid5000.fr,33389,33460,1996516,230602
Life - sequential generation,dahu-10.grenoble.grid5000.fr,71701,71730,4309804,502605
NBody sequential,dahu-10.grenoble.grid5000.fr,33408,33556,2075312,237441
Life - sequential generation,dahu-10.grenoble.grid5000.fr,71923,72006,4295460,502880
NBody sequential,dahu-10.grenoble.grid5000.fr,33393,33464,2023432,231015
Life - sequential generation,dahu-10.grenoble.grid5000.fr,71597,71759,4288930,503569
NBody sequential,dahu-10.grenoble.grid5000.fr,33480,33566,2014765,231015
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72100,72185,4290577,502972
NBody sequential,dahu-10.grenoble.grid5000.fr,33386,33472,2029231,230694
Life - sequential generation,dahu-10.grenoble.grid5000.fr,71899,72157,4311086,504166
NBody sequential,dahu-10.grenoble.grid5000.fr,33385,33462,2097406,238282
Life - sequential generation,dahu-10.grenoble.grid5000.fr,71825,71907,4224659,497097
NBody sequential,dahu-10.grenoble.grid5000.fr,33400,33481,2018000,231841
Life - sequential generation,dahu-10.grenoble.grid5000.fr,71341,71489,4244679,497020
NBody sequential,dahu-10.grenoble.grid5000.fr,33472,33545,2027399,231474
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72108,72178,4308155,502697
NBody sequential,dahu-10.grenoble.grid5000.fr,33386,33470,2027949,230877
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72007,72163,4264881,496271
NBody sequential,dahu-10.grenoble.grid5000.fr,33393,33477,2085017,238267
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72214,72293,4299915,504165
NBody sequential,dahu-10.grenoble.grid5000.fr,33391,33416,2006159,231076
Life - sequential generation,dahu-10.grenoble.grid5000.fr,71813,71968,4293018,503768
NBody sequential,dahu-10.grenoble.grid5000.fr,33387,33469,2082576,238328
Life - sequential generation,dahu-10.grenoble.grid5000.fr,71802,71884,4271595,504762
NBody sequential,dahu-10.grenoble.grid5000.fr,33384,33456,2029658,231061
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72052,72204,4284474,504304
NBody sequential,dahu-10.grenoble.grid5000.fr,33385,33465,2080744,237440
Life - sequential generation,dahu-10.grenoble.grid5000.fr,71830,71931,4299061,503936
NBody sequential,dahu-10.grenoble.grid5000.fr,33386,33457,2028682,230234
Life - sequential generation,dahu-10.grenoble.grid5000.fr,71948,72111,4280079,503431
NBody sequential,dahu-10.grenoble.grid5000.fr,33388,33471,2085627,236982
Life - sequential generation,dahu-10.grenoble.grid5000.fr,71460,71541,4282826,502375
NBody sequential,dahu-10.grenoble.grid5000.fr,33388,33460,2098261,237441
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72388,72544,4367238,511923
NBody sequential,dahu-10.grenoble.grid5000.fr,33386,33467,2083002,238129
Life - sequential generation,dahu-10.grenoble.grid5000.fr,71608,71680,4272328,503110
NBody sequential,dahu-10.grenoble.grid5000.fr,33479,33624,2093867,236982
