name,machine_id,cpu_time_us,wall_clock_time_us,package_energy,core_energy
Life - sequential generation,dahu-10.grenoble.grid5000.fr,78083,78208,3890127,301242
NBody sequential,dahu-10.grenoble.grid5000.fr,35166,35279,1751338,145779
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72965,73046,3615469,281046
NBody sequential,dahu-10.grenoble.grid5000.fr,33626,33748,1702205,144585
Life - sequential generation,dahu-10.grenoble.grid5000.fr,73317,73451,3615591,285820
NBody sequential,dahu-10.grenoble.grid5000.fr,33620,33737,1644588,132376
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72884,73015,3703726,327956
NBody sequential,dahu-10.grenoble.grid5000.fr,33626,33708,1691096,133615
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72972,73105,3647208,296698
NBody sequential,dahu-10.grenoble.grid5000.fr,33625,33706,1703486,151103
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72590,72735,3624015,284595
NBody sequential,dahu-10.grenoble.grid5000.fr,33696,33820,1657467,134763
Life - sequential generation,dahu-10.grenoble.grid5000.fr,73299,73399,3631216,296422
NBody sequential,dahu-10.grenoble.grid5000.fr,33574,33677,1836360,204530
Life - sequential generation,dahu-10.grenoble.grid5000.fr,73576,73692,3777456,309978
NBody sequential,dahu-10.grenoble.grid5000.fr,33581,33697,1689693,129759
Life - sequential generation,dahu-10.grenoble.grid5000.fr,73179,73300,3637564,287885
NBody sequential,dahu-10.grenoble.grid5000.fr,33579,33659,1699886,142014
Life - sequential generation,dahu-10.grenoble.grid5000.fr,73721,73838,3595511,280035
NBody sequential,dahu-10.grenoble.grid5000.fr,33621,33702,1690304,135298
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72877,72996,3650747,283065
NBody sequential,dahu-10.grenoble.grid5000.fr,33539,33670,1663936,133584
Life - sequential generation,dahu-10.grenoble.grid5000.fr,73374,73506,3629935,290088
NBody sequential,dahu-10.grenoble.grid5000.fr,33619,33749,1689266,129714
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72700,72822,3617361,278475
NBody sequential,dahu-10.grenoble.grid5000.fr,33451,33563,1653133,143896
Life - sequential generation,dahu-10.grenoble.grid5000.fr,73278,73399,3611319,276823
NBody sequential,dahu-10.grenoble.grid5000.fr,33628,33758,1646419,134671
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72912,73046,3620902,293347
NBody sequential,dahu-10.grenoble.grid5000.fr,33539,33673,1638911,126042
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72895,72974,3692984,328920
NBody sequential,dahu-10.grenoble.grid5000.fr,33465,33587,1657284,151470
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72642,72721,3790823,362442
NBody sequential,dahu-10.grenoble.grid5000.fr,33462,33544,1692928,136965
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72943,73073,3608145,277833
NBody sequential,dahu-10.grenoble.grid5000.fr,33460,33590,1701228,134212
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72393,72477,3619070,282652
NBody sequential,dahu-10.grenoble.grid5000.fr,33461,33591,1708309,131779
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72965,73088,3627371,275935
NBody sequential,dahu-10.grenoble.grid5000.fr,33535,33667,1704891,155647
Life - sequential generation,dahu-10.grenoble.grid5000.fr,73340,73421,3662405,281367
NBody sequential,dahu-10.grenoble.grid5000.fr,33454,33582,1696834,137929
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72765,72898,3612540,275767
NBody sequential,dahu-10.grenoble.grid5000.fr,33455,33584,1641658,127602
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72381,72467,3567740,282744
NBody sequential,dahu-10.grenoble.grid5000.fr,33625,33741,1653988,148441
Life - sequential generation,dahu-10.grenoble.grid5000.fr,73120,73205,3610892,281964
NBody sequential,dahu-10.grenoble.grid5000.fr,33458,33535,1648128,140362
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72844,72974,3604605,280266
NBody sequential,dahu-10.grenoble.grid5000.fr,33462,33590,1678767,130173
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72816,72934,3599662,279898
NBody sequential,dahu-10.grenoble.grid5000.fr,33459,33593,1690059,129208
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72904,72986,3613272,276425
NBody sequential,dahu-10.grenoble.grid5000.fr,33538,33615,1650387,141785
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72481,72606,3555472,272876
NBody sequential,dahu-10.grenoble.grid5000.fr,33472,33554,1656551,134808
Life - sequential generation,dahu-10.grenoble.grid5000.fr,72865,72955,3622671,292062
NBody sequential,dahu-10.grenoble.grid5000.fr,33551,33668,1648006,126041
Life - sequential generation,dahu-10.grenoble.grid5000.fr,73524,73644,3618399,280724
NBody sequential,dahu-10.grenoble.grid5000.fr,33473,33591,1642330,124618
Life - sequential generation,dahu-10.grenoble.grid5000.fr,73139,73272,3619986,277098
NBody sequential,dahu-10.grenoble.grid5000.fr,33463,33581,1647151,138097
Life - sequential generation,dahu-10.grenoble.grid5000.fr,75054,75075,3936635,314782
NBody sequential,dahu-10.grenoble.grid5000.fr,42927,43039,2887932,322356
Life - sequential generation,dahu-10.grenoble.grid5000.fr,79742,79865,4015005,302757
NBody sequential,dahu-10.grenoble.grid5000.fr,34524,34645,1739192,134671
Life - sequential generation,dahu-10.grenoble.grid5000.fr,76996,77115,3875661,326135
NBody sequential,dahu-10.grenoble.grid5000.fr,35504,35618,1752864,133722
Life - sequential generation,dahu-10.grenoble.grid5000.fr,77446,77564,4146901,468853
NBody sequential,dahu-10.grenoble.grid5000.fr,35221,35349,1877009,179423
Life - sequential generation,dahu-10.grenoble.grid5000.fr,76671,76794,3860830,300339
NBody sequential,dahu-10.grenoble.grid5000.fr,35020,35142,1790279,168330
